speaker_id,score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
a06,[3 2 5 2 3 3 5 4 2 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,ardisk ar park der berl glad røye blok romsd vriant,,,"[0.8, 0.3333333333333333, 1.0, 0.25, 0.6666666666666666, 0.5, 1.0, 0.75, 0.6666666666666666, 0.8333333333333334]",6.8,1.0,0,a06_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.3333333333333333, 0.5, 0.5, 0.8, 1.0, 0.25, 0.8, 0.2, 0.5, 0.5]",1.0
a06,[4 3 5 3 3 3 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,prøv at jeg er ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble ble,,,"[1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.25, 0.5, 0.6666666666666666, 1.0, 1.0, 0.75]",7.5,1.0,432,a06_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,32.22222222222222,44.2
a07,[2 3 4 2 2 2 3 3 2 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,hvispannpakspjønplattplattplattplattplattplattplattplatt,,,"[0.6, 0.6666666666666666, 0.6666666666666666, 0.25, 0.3333333333333333, 0.25, 0.5, 0.75, 0.3333333333333333, 0.5]",4.85,1.0,-9,a07_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.8245614035087719,1.0
a07,[2 2 2 1 2 2 2 5 4 2],børste briller bro brød bror brun bryter buss by bygge,"lølet, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul, plul",,,"[0.4, 0.5, 0.3333333333333333, 0.0, 0.25, 0.25, 0.5, 1.0, 0.5, 0.25]",3.9833333333333334,0.9,138,a07_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,16.14814814814815,14.8
a08,[4 4 4 3 2 2 3 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,"ettist, barn, ettj, bejan, frå, brad, brejen, bruk, bromsd, brilla,",,,"[1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.25, 0.75, 0.75, 0.8333333333333334, 0.6666666666666666]",6.416666666666666,1.0,0,a08_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.5, 0.25, 1.25, 0.8, 1.0, 0.5, 0.8, 0.6, 0.5, 0.8333333333333334]",1.0
a08,[3 4 5 5 4 4 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,best,,,"[0.8, 1.0, 1.0, 1.0, 0.75, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0]",9.216666666666667,1.0,-9,a08_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.9444444444444444,1.0
a09,[3 3 5 2 2 3 3 5 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,"akist, bar, bat, bur, brul, blod, prøya, blod, blomst, prient,",,,"[0.8, 0.6666666666666666, 1.0, 0.5, 0.3333333333333333, 0.5, 0.75, 1.0, 0.8333333333333334, 0.6666666666666666]",7.05,1.0,0,a09_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.5, 0.25, 0.5, 0.6, 1.0, 0.5, 1.2, 0.4, 0.16666666666666666, 0.8333333333333334]",1.0
a09,[4 2 4 4 2 5 3 5 3 2],børste briller bro brød bror brun bryter buss by bygge,bøsta prøllit brød prøl prøl prøl prøl pritter bøs vi pinga,,,"[1.0, 0.5, 0.6666666666666666, 1.0, 0.5, 1.0, 0.8333333333333334, 1.0, 0.5, 0.5]",7.5,1.0,1,a09_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5740740740740741,1.1
a10,[5 5 4 3 2 3 2 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,"atist, vann, pakkj, bløn, vøn, brad, breje, plock, bromsd, brieand,",,,"[1.0, 1.0, 0.6666666666666666, 0.75, 0.3333333333333333, 0.75, 0.25, 0.75, 0.8333333333333334, 0.5]",6.833333333333333,1.0,0,a10_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.3333333333333333, 0.75, 1.25, 0.6, 1.3333333333333333, 0.5, 0.6, 0.6, 0.5, 0.8333333333333334]",1.0
a10,[3 3 5 3 4 4 4 5 5 5],børste briller bro brød bror brun bryter buss by bygge,"beste, pliller, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun, brun,",,,"[0.8, 0.8333333333333334, 1.0, 0.6666666666666666, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0]",9.05,1.0,138,a10_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,15.851851851851851,14.8
a11,[2 3 3 4 3 2 3 4 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,agust bål pots ja bløk bløk bløk bløk bløk bløk bløk bløk bløk,,,"[0.6, 0.6666666666666666, 0.3333333333333333, 0.75, 0.6666666666666666, 0.25, 0.5, 1.0, 0.6666666666666666, 0.6666666666666666]",6.1,1.0,3,a11_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.6842105263157895,1.3
a11,[3 1 4 4 1 2 2 3 3 3],børste briller bro brød bror brun bryter buss by bygge,bestet bare er rett parul derer arul parul bare rett du skal vi perke,,,"[0.8, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.75]",4.883333333333333,0.8,4,a11_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.7962962962962963,1.4
a12,[2 2 3 2 1 1 2 2 3 1],artist barn bart bjørn blå blad bleie blomst blyant børste,"og just på en mulig pjøn på en plåt, brøye, bromst, prijert, pjøkhta,",,,"[0.6, 0.3333333333333333, 0.3333333333333333, 0.25, 0.0, 0.0, 0.25, 0.6666666666666666, 0.8333333333333334, 0.0]",3.2666666666666666,0.7,3,a12_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.7586206896551724,1.3
a12,[2 3 3 1 3 4 2 5 3 4],briller bro brød bror brun bryter bygge dør drikke drops,driller trøv trøv røvr drøvr peter pige trikke drops,,,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.75, 1.0, 0.25, 1.0, 0.6, 1.0]",6.6,0.9,-1,a12_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.42857142857142855,0.9
a13,[2 2 3 3 4 3 4 4 4 4],artist bart bjørn blå blad bleie blokk blomst blyant børste,katet pals pøl blå blå lige blåk blumst blent boste,,,"[0.6, 0.3333333333333333, 0.5, 1.0, 0.5, 0.75, 0.75, 1.0, 0.8333333333333334, 1.0]",7.266666666666667,1.0,0,a13_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.6666666666666666, 0.75, 0.8, 0.0, 0.5, 0.6, 0.4, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333]",0.9
a13,[2 3 3 3 3 2 5 3 3 3],briller bro brød bror brun bryter buss by bygge dør,blul blul blul blul det ervisbipitta,,,"[0.5, 0.6666666666666666, 0.6666666666666666, 0.5, 0.75, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333]",5.916666666666666,1.0,-4,a13_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.7254901960784313,1.0
a14,[3 5 3 5 3 5 5 5 3 5],artist bær bar barn bart bjørn blå blad bleie blod,80 bar bar bar bar bar bjørn blå blå blå breie blå,,,"[0.8, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 1.0, 0.75, 0.75, 1.0]",8.3,1.0,2,a14_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.34,0.9
a14,[5 4 4 5 5 3 3 5 5 2],blokk blomst blyant børste bra brå briller bro brød bror,"blok, blomst, blient, bøste, bra, rå, riller, bruh, bruh, bruh, bruh, bruh, bruh,",,,"[1.0, 0.8333333333333334, 1.0, 1.0, 1.0, 0.6666666666666666, 0.8333333333333334, 1.0, 1.0, 0.5]",8.833333333333334,1.0,3,a14_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.6785714285714286,1.3
a15,[4 3 3 5 4 3 3 4 3 4],artist bær bar barn bart bjørn blå blad bleie blod,"artist, tal, bot, barn, botts, bejøn, burla, burla, bleine, blu,",,,"[0.8, 0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",6.55,1.0,0,a15_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 1.3333333333333333, 1.0, 0.25, 1.0, 0.6, 1.3333333333333333, 0.75, 0.4, 0.5]",1.0
a15,[3 3 3 4 3 2 2 3 3 2],blokk blomst blyant børste bra brå briller bro brød bror,blak bloms beliet beste brødder brødder det ville blod brødder blod,,,"[0.75, 0.6666666666666666, 0.8333333333333334, 1.0, 0.6666666666666666, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666, 0.25]",5.666666666666667,0.9,1,a15_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5714285714285714,1.1
a16,[5 5 5 5 4 5 3 3 3 4],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar, bar,",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",8.583333333333332,1.0,212,a16_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,21.58,22.2
a16,[3 5 5 4 5 3 5 5 5 5],blokk blomst blyant børste bra briller bro brød bror brun,"brøk, blomst, bleiant, børste, bra, triller, bro, brø, brur, brun,",,,"[0.75, 1.0, 1.0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]",9.216666666666667,1.0,0,a16_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.6, 0.16666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.2857142857142857, 0.3333333333333333, 0.25, 0.5, 0.25]",1.0
a17,[5 5 5 5 5 3 4 3 4 4],artist bær bar barn bart bjørn blå blad bleie blod,artist bar bar barn putt pion pion pillog bra bra pige pige pillog,,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.6666666666666666]",8.666666666666666,1.0,3,a17_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.64,1.0
a17,[3 3 4 4 5 5 3 4 3 4],blokk blomst blyant børste bra brå briller bro brød bror,brok blomst blient børste bra bra riller brug brug brug brur,,,"[0.75, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 1.0, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.75]",8.133333333333333,1.0,1,a17_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.2857142857142857,0.8
a18,[3 4 4 4 4 5 5 4 4 5],artist bær bar barn bart bjørn blå blad bleie blod,artist bare bare bare bare bats bjørn blå blå blå løi blå,,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.5, 0.75, 1.0]",8.05,1.0,2,a18_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.36,0.9
a18,[5 5 4 5 4 4 5 4 5 4],blokk blomst blyant bra brå briller bro brød bror brun,"blok blonst, ljent, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra, bra,",,,"[1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0]",9.333333333333332,1.0,210,a18_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,19.77777777777778,22.0
a19,[5 5 5 5 5 4 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bar, bar, barn, but, yarn, bra, bra, fra i, pru,",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.6666666666666666, 0.5, 0.5, 0.3333333333333333]",7.749999999999999,1.0,1,a19_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.52,1.1
a19,[3 3 3 4 4 2 5 3 5 3],blokk blomst blyant børste bra brå briller bro brød bror,"brug blomst, berjant, børste, bra, brø, brø, briller, brø, brø, brur,",,,"[0.75, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 0.75]",7.966666666666667,1.0,1,a19_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.42857142857142855,1.1
a20,[4 5 4 3 5 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"arthist, bar, bar, ban, børn, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, brå, br",,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.5, 0.75, 0.3333333333333333]",7.716666666666666,1.0,139,a20_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,14.28,14.9
