score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
3,frakk hjerne grønn grave grå glitter frø hjerte hjørne hus,flakk hjerne såret glen glade blå hvite fløk hjertet hjørna,,,"[0.75, 0.75, 0.75, 0.8, 0.3333333333333333, 0.8333333333333334, 0.6666666666666666, 0.75, 0.75, 0.6666666666666666]",7.05,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",0,words_0_10.wav,../3x10_Concatenations/3x10_score_3_sorted,"[0.2, 0.0, 1.0, 0.8, 1.3333333333333333, 0.8571428571428571, 1.6666666666666667, 1.0, 0.5, 1.6666666666666667]",0.9
3,krabbe fortau bror brød bro barn artist ekorn fort flaske,klabb kårteig blod blod blod barn adilt hekkon,,,"[0.6, 0.75, 0.5, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6, 0.75, 0.6666666666666666, 0.8333333333333334]",6.366666666666667,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",-2,words_10_20.wav,../3x10_Concatenations/3x10_score_3_sorted,0.543859649122807,0.9
3,fjorten by drops drikke søster sølv snørr smart sky skjerm,fjorten tre klops lykke,,,"[0.6, 0.5, 0.6, 0.8, 0.8333333333333334, 0.6666666666666666, 0.75, 0.75, 0.5, 0.5]",6.5,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",-6,words_20_30.wav,../3x10_Concatenations/3x10_score_3_sorted,0.7068965517241379,0.9
3,skjerf skjema svart kran turn trylle troll tre tralle skjære,skjema svar plan,,,"[0.75, 0.75, 0.75, 0.75, 0.6666666666666666, 0.6, 0.75, 0.6666666666666666, 0.8, 0.75]",7.233333333333333,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",-7,words_30_40.wav,../3x10_Concatenations/3x10_score_3_sorted,0.7666666666666667,0.9
3,mus løpe kurv skip kropp skilpadde sjiraff pluss plaster hjerne,løpe gulp klapp skilpadde skilpadde,,,"[0.6666666666666666, 0.75, 0.75, 0.6666666666666666, 0.75, 0.8571428571428571, 0.8, 0.75, 0.8571428571428571, 0.75]",7.597619047619047,1.0,"['d19', 'd18']","['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd18']",-5,words_40_50.wav,../3x10_Concatenations/3x10_score_3_sorted,0.5555555555555556,0.8
3,garn horn hus barn fortau drikke sky skjerf kvart skjære,garn horn ku hus barn fort fartøy dykke sky ser kvart skjære,,,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.75, 0.6, 0.5, 0.75, 0.75, 0.75]",6.766666666666667,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",2,words_50_60.wav,../3x10_Concatenations/3x10_score_3_sorted,0.25,0.5
3,pluss prins hjørne drue sky svart svømme ugle kvern sjakk,bluss prins bjørne drue sky svært svømme,,,"[0.75, 0.8, 0.75, 0.5, 0.5, 0.75, 0.8, 0.75, 0.75, 0.6666666666666666]",7.016666666666667,1.0,"['d18', 'd17']","['d18', 'd18', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",-3,words_60_70.wav,../3x10_Concatenations/3x10_score_3_sorted,0.3508771929824561,0.6
3,horn grønn glass karneval jus enhjørning dyne dykke drue sky,horn grønn glass karneval juice endening biene dukke røde ky,,,"[0.6666666666666666, 0.75, 0.5, 0.8571428571428571, 0.6666666666666666, 0.7142857142857143, 0.5, 0.75, 0.5, 0.0]",5.904761904761905,0.9,['d16'],"['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",0,words_70_80.wav,../3x10_Concatenations/3x10_score_3_sorted,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.4, 0.75, 0.2, 0.75, 0.3333333333333333]",0.6
3,svømme skjerf lys kurv plaster skjære skive sjakk prins hjørne,svømme sheriff lys kur plaster kjære kive kjøkk prins,,,"[0.8, 0.5, 0.3333333333333333, 0.75, 0.8571428571428571, 0.75, 0.75, 0.3333333333333333, 0.8, 0.75]",6.623809523809524,1.0,"['d15', 'd16']","['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd15']",-1,words_80_90.wav,../3x10_Concatenations/3x10_score_3_sorted,0.25806451612903225,0.6
3,horn korn fortau flagg drue smør skjorte turn grave grønn,korn får tell flagg drue smør storte tun,,,"[0.6666666666666666, 0.6666666666666666, 0.75, 0.5, 0.75, 0.75, 0.75, 0.6666666666666666, 0.6, 0.5]",6.6,1.0,"['d15', 'd14']","['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd14', 'd14']",-2,words_90_100.wav,../3x10_Concatenations/3x10_score_3_sorted,0.43859649122807015,0.7
3,gris glør glitter glass hus frø krakk fregner brun bror,gis gløy glytte i gløgle pus trø,,,"[0.75, 0.75, 0.6666666666666666, 0.75, 0.6666666666666666, 0.3333333333333333, 0.75, 0.6666666666666666, 0.75, 0.5]",6.583333333333333,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-3,words_100_110.wav,../3x10_Concatenations/3x10_score_3_sorted,0.6,1.0
3,bro blomst bart frakk drops kran krone søster smør skulder,bio blomst,,,"[0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.75, 0.8, 0.75, 0.8, 0.8333333333333334, 0.75, 0.7142857142857143]",7.564285714285714,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-8,words_110_120.wav,../3x10_Concatenations/3x10_score_3_sorted,0.8448275862068966,0.9
3,ugle trylle troll tre trapp tralle kropp skjerf plaster øre,ugle tylle tjold tj topp tjolde tjopp,,,"[0.5, 0.8, 0.75, 0.6666666666666666, 0.5, 0.6, 0.75, 0.75, 0.7142857142857143, 0.6666666666666666]",6.697619047619048,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-3,words_120_130.wav,../3x10_Concatenations/3x10_score_3_sorted,0.5254237288135594,0.9
3,lys kurv lytte plystre sjiraff skjære rund rød prins hus,lys litt plystige sjiaf kjære jun hjøgjø prins,,,"[0.3333333333333333, 0.75, 0.75, 0.7142857142857143, 0.8, 0.75, 0.6666666666666666, 0.5, 0.8, 0.6666666666666666]",6.730952380952381,1.0,"['d14', 'd13']","['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd13']",-2,words_130_140.wav,../3x10_Concatenations/3x10_score_3_sorted,0.4107142857142857,0.8
3,kjerne huske by børste drops søster sky kropp ugle turn,kjerne huske bi tørste rops søster sky kropp ugle,,,"[0.5, 0.8, 0.5, 0.8, 0.8, 0.8333333333333334, 0.5, 0.75, 0.75, 0.6666666666666666]",6.9,1.0,['d13'],"['d13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13']",-1,words_140_150.wav,../3x10_Concatenations/3x10_score_3_sorted,0.14545454545454545,0.4
3,syk kurv rød grå glorie horn koffert kikkert bror drue,syk kyrv rød gro gror det orn koffert sikkert bror grua,,,"[0.6666666666666666, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.8, 0.75, 0.75]",6.566666666666666,1.0,"['d12', 'd13']","['d13', 'd13', 'd13', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12']",1,words_150_160.wav,../3x10_Concatenations/3x10_score_3_sorted,0.18518518518518517,0.7
3,søster trapp løve kvart skjære rød premie port hjørne frukt,søster trapp løve kvart kjære røde premie fort bjørne frykt,,,"[0.8333333333333334, 0.75, 0.75, 0.75, 0.5, 0.0, 0.8333333333333334, 0.6666666666666666, 0.75, 0.8]",6.633333333333334,0.9,"['d11', 'd12']","['d12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd11', 'd11']",0,words_160_170.wav,../3x10_Concatenations/3x10_score_3_sorted,"[0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.3333333333333333, 0.0, 0.25, 0.16666666666666666, 0.2]",0.5
3,glorie glør horn hund bror blad fortau stjerne start sky,glure glør korn hund brur blad fortau stjernen start ski,,,"[0.8333333333333334, 0.75, 0.6666666666666666, 0.6666666666666666, 0.5, 0.5, 0.5, 0.8333333333333334, 0.75, 0.5]",6.5,1.0,['d11'],"['d11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11']",0,words_170_180.wav,../3x10_Concatenations/3x10_score_3_sorted,"[0.3333333333333333, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.14285714285714285, 0.0, 0.3333333333333333]",0.5
3,svart turn trapp mus lytte lyn kvern ku port gul,svart tur dropp mus lytte lyn kvarn ky,,,"[0.75, 0.6666666666666666, 0.5, 0.6666666666666666, 0.75, 0.3333333333333333, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666]",6.25,1.0,"['d10', 'd11']","['d11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd10']",-2,words_180_190.wav,../3x10_Concatenations/3x10_score_3_sorted,0.2916666666666667,0.6
3,gris glør kran kort huske kikkert artist blad by erter,en gris glør gran kort pusker kikker til artist blad en by erter,,,"[0.5, 0.75, 0.75, 0.6666666666666666, 0.8, 0.6, 0.8, 0.5, 0.0, 0.75]",6.116666666666667,0.9,['d10'],"['d10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10']",3,words_190_200.wav,../3x10_Concatenations/3x10_score_3_sorted,0.2222222222222222,0.6
3,stjerne smykke mus kvart kurv kropp skitten skip glad glør,stjerne smykke mus kvart kurv kropp skitten skip,,,"[0.8333333333333334, 0.8, 0.6666666666666666, 0.5, 0.5, 0.75, 0.75, 0.6666666666666666, 0.6666666666666666, 0.75]",6.883333333333334,1.0,"['d10', 'd09']","['d10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd09', 'd09']",-2,words_200_210.wav,../3x10_Concatenations/3x10_score_3_sorted,0.1724137931034483,0.2
3,grå krabbe kort klem kikkert jern fjorten briller bart krykke,grå 30 kort krem sikkert igjen skrotten fyller bak,,,"[0.6666666666666666, 0.6, 0.6666666666666666, 0.75, 0.8, 0.6666666666666666, 0.8, 0.6666666666666666, 0.6666666666666666, 0.8]",7.083333333333334,1.0,['d09'],"['d09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09']",-1,words_210_220.wav,../3x10_Concatenations/3x10_score_3_sorted,0.4262295081967213,0.8
3,brun flagg flue enhjørning sølv sport søle smart skjorte kvern,brun flank rulle emu selv stakk,,,"[0.75, 0.75, 0.75, 0.8571428571428571, 0.6666666666666666, 0.75, 0.25, 0.5, 0.75, 0.75]",6.773809523809524,1.0,['d09'],"['d09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09']",-4,words_220_230.wav,../3x10_Concatenations/3x10_score_3_sorted,0.6451612903225806,0.9
3,tralle tårn plaster ørn skitten skip gutt garn hjerte gris,det er skittent,,,"[0.8, 0.6666666666666666, 0.8571428571428571, 0.5, 0.75, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.75]",6.823809523809524,1.0,"['d08', 'd09']","['d09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd08', 'd08', 'd08', 'd08']",-7,words_230_240.wav,../3x10_Concatenations/3x10_score_3_sorted,0.7586206896551724,1.0
3,grønn glør koffert huske klappe krabbe klem jus buss brun,krem,,,"[0.5, 0.75, 0.8, 0.8, 0.8, 0.8, 0.75, 0.6666666666666666, 0.3333333333333333, 0.75]",6.95,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-9,words_240_250.wav,../3x10_Concatenations/3x10_score_3_sorted,0.9298245614035088,1.0
3,blomst bleie frakk fortid fortau enhjørning dyne krakk krone start,nei,,,"[0.6666666666666666, 0.75, 0.75, 0.8, 0.75, 0.7142857142857143, 0.75, 0.75, 0.8, 0.75]",7.480952380952381,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-9,words_250_260.wav,../3x10_Concatenations/3x10_score_3_sorted,0.9696969696969697,1.0
3,søt søster sølv smør smerte skjorte stupe ugle turn troll,kjøtt peste grønn smerte smerte skjorte skjorte stive fugler ku,,,"[0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.75, 0.8, 0.75, 0.8, 0.5, 0.6666666666666666, 0.75]",7.183333333333334,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",0,words_260_270.wav,../3x10_Concatenations/3x10_score_3_sorted,"[1.0, 0.5, 1.0, 0.75, 0.0, 0.0, 1.0, 1.0, 1.25, 1.0]",0.8
3,trapp syk ørn øre ødelagt lys lyn kvern krykke plante,klipp skinn bønn,,,"[0.75, 0.3333333333333333, 0.5, 0.6666666666666666, 0.8571428571428571, 0.6666666666666666, 0.6666666666666666, 0.5, 0.8, 0.8333333333333334]",6.573809523809523,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-7,words_270_280.wav,../3x10_Concatenations/3x10_score_3_sorted,0.8113207547169812,1.0
4,vindu glad garn kikkert klem hund jern huske fortid blad,vindu glad garn kikkert klem hun,,,"[0.8, 0.6666666666666666, 0.6666666666666666, 0.8, 0.75, 0.6666666666666666, 0.6666666666666666, 0.8, 1.0, 1.0]",7.816666666666666,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",-4,words_0_10.wav,../3x10_Concatenations/3x10_score_4_sorted,0.42857142857142855,0.5
4,buss smykke svømme tjern tårn stjerne planke ødelagt krykke ørn,buss smykke svømme skjerm tårn stjerner planke ødelagt klikke,,,"[0.6666666666666666, 0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 1.0, 0.7142857142857143, 0.8, 0.5]",7.647619047619048,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",-1,words_10_20.wav,../3x10_Concatenations/3x10_score_4_sorted,0.15873015873015872,0.4
4,lytte pute ski sju port plystre glitter kjerne kikkert bryter,lytte plyte ski sju pokker plystre lytter tjerne kikkert bryter,,,"[1.0, 0.75, 0.5, 0.5, 0.6666666666666666, 0.8571428571428571, 0.8333333333333334, 0.75, 0.8, 1.0]",7.6571428571428575,1.0,"['d19', 'd18']","['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd18', 'd18', 'd18', 'd18']",0,words_20_30.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.2857142857142857, 0.16666666666666666, 0.0, 0.0]",0.4
4,bror sport skjorte ugle tjern svart rød port grå glass,bror sporte ugle sjæl svart rød port grå glass,,,"[0.75, 0.75, 1.0, 0.75, 0.6666666666666666, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666, 0.75]",7.25,1.0,"['d18', 'd17']","['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd17', 'd17']",-1,words_30_40.wav,../3x10_Concatenations/3x10_score_4_sorted,0.2037037037037037,0.3
4,glad hund fugl hus krabbe koffert frø bror bro børste,glad hund fugl krabbe koffert frø bror bro børste,,,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8, 1.0, 0.6666666666666666, 0.75, 0.6666666666666666, 0.8]",7.35,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",-1,words_40_50.wav,../3x10_Concatenations/3x10_score_4_sorted,0.07547169811320754,0.1
4,blyant bleie artist fortid fort enhjørning dyne drops skøyter skjorte,blyant bleie artist fortid fort enhjørning dyne drops skøyter,,,"[1.0, 1.0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 0.8, 0.8, 0.75]",8.816666666666666,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",-1,words_50_60.wav,../3x10_Concatenations/3x10_score_4_sorted,0.11594202898550725,0.1
4,skjerm tynn skjørt stjerne plaster ørn lys ku skitten skip,skjerm tynn skjørt stjerne plaster vern lys ku skitten kjip,,,"[0.75, 1.0, 0.6666666666666666, 0.8333333333333334, 0.8571428571428571, 1.0, 0.6666666666666666, 1.0, 0.75, 0.6666666666666666]",8.19047619047619,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",0,words_60_70.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.5]",0.2
4,skinke sju gris hjørne grave glør hus kikkert børste blyant,skinke sju gris hjørne grave gullør hus kikkert børste blyant,,,"[0.8, 0.5, 0.75, 1.0, 0.8, 0.75, 0.6666666666666666, 0.8, 0.8, 1.0]",7.866666666666666,1.0,"['d16', 'd17']","['d17', 'd17', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",0,words_70_80.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]",0.1
4,fregner fort drops kropp start sport sølv smør smart skøyter,fregner fort gjør opp kropp start sport sølv smør smart kjøter,,,"[1.0, 0.6666666666666666, 0.8, 0.75, 0.75, 0.75, 1.0, 0.75, 0.75, 0.8]",8.016666666666667,1.0,['d16'],"['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",1,words_80_90.wav,../3x10_Concatenations/3x10_score_4_sorted,0.13333333333333333,0.3
4,skjerm svart troll tre tralle synge sykkel ørn mus pluss,skjerm svart troll tre tralle synge sykkel ørn mus pluss,,,"[0.75, 0.75, 0.75, 0.6666666666666666, 0.8, 0.75, 0.8, 1.0, 0.6666666666666666, 0.75]",7.683333333333334,1.0,['d16'],"['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",0,words_90_100.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
4,skjema skitten skip skinke ski skilpadde pute garn glass glad,skjene skitten skip skinke ski kirkepadde pute,,,"[0.75, 0.75, 0.6666666666666666, 0.8, 0.5, 0.8571428571428571, 0.75, 0.6666666666666666, 0.75, 0.6666666666666666]",7.1571428571428575,1.0,"['d15', 'd16']","['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd15', 'd15', 'd15']",-3,words_100_110.wav,../3x10_Concatenations/3x10_score_4_sorted,0.36065573770491804,0.5
4,fugl klem kjerne hytte fregner brun bror bjørn dør fortid,fugl klem tjerne hytte fregner brun bror bjørn død,,,"[0.6666666666666666, 0.75, 0.75, 1.0, 1.0, 0.75, 0.75, 0.75, 1.0, 0.8]",8.216666666666667,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",-1,words_110_120.wav,../3x10_Concatenations/3x10_score_4_sorted,0.14035087719298245,0.3
4,flakse fjorten erter søster snørr smerte ugle trylle trapp tjern,flakse fjorten erti søster snørr smerte ugle trylle trapp sjæl,,,"[1.0, 1.0, 0.75, 1.0, 0.75, 0.8, 0.75, 1.0, 0.75, 0.6666666666666666]",8.466666666666667,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",0,words_120_130.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8]",0.2
4,terning skjerm stjerne lys ørn mus plaster løve løpe kvart,terning skjerm stjerne lys ørn mus plaster løvet kan jeg få pause løpe kvart,,,"[0.8, 1.0, 1.0, 0.6666666666666666, 0.5, 0.6666666666666666, 0.8571428571428571, 1.0, 1.0, 0.75]",8.24047619047619,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",4,words_130_140.wav,../3x10_Concatenations/3x10_score_4_sorted,0.3103448275862069,0.5
4,sjiraff skilpadde hjort hjørne fugl grå gartner krabbe klappe kikkert,sjiraff skilpadde hjort hjørne fugl bjørn,,,"[1.0, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8, 0.8, 0.8]",8.233333333333333,1.0,"['d15', 'd14']","['d15', 'd15', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-4,words_140_150.wav,../3x10_Concatenations/3x10_score_4_sorted,0.4492753623188406,0.5
4,karneval hylle frukt bygge brød blyant blokk bleie blad barn,karneval hylle sykt bigge bjø blyant blokk breie blad barn,,,"[1.0, 1.0, 0.8, 0.75, 0.6666666666666666, 0.8333333333333334, 1.0, 0.75, 0.75, 0.6666666666666666]",8.216666666666667,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",0,words_150_160.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.0, 0.6, 0.2, 0.5, 0.0, 0.0, 0.2, 0.0, 0.0]",0.4
4,dør drikke fortid fortau fly flue erter sport søppel snørr,det gikk ikke fortid på tau fly flue erter sport søppel snøy,,,"[0.6666666666666666, 0.8, 1.0, 1.0, 0.6666666666666666, 0.75, 0.75, 0.75, 0.8, 0.75]",7.933333333333333,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",2,words_160_170.wav,../3x10_Concatenations/3x10_score_4_sorted,0.20689655172413793,0.6
