speaker_id,score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
a06,[3 2 5 2 3 3 5 4 2 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,"romst, vøye,",,,"[0.8, 0.3333333333333333, 1.0, 0.25, 0.6666666666666666, 0.5, 1.0, 0.75, 0.6666666666666666, 0.8333333333333334]",6.8,1.0,-8,a06_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.8947368421052632,1.0
a06,[4 3 5 3 3 3 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,brøl brøl brøl,,,"[1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.25, 0.5, 0.6666666666666666, 1.0, 1.0, 0.75]",7.5,1.0,-7,a06_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.8148148148148148,1.0
a07,[2 3 4 2 2 2 3 3 2 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,bånd,,,"[0.6, 0.6666666666666666, 0.6666666666666666, 0.25, 0.3333333333333333, 0.25, 0.5, 0.75, 0.3333333333333333, 0.5]",4.85,1.0,-9,a07_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.9473684210526315,1.0
a07,[2 2 2 1 2 2 2 5 4 2],børste briller bro brød bror brun bryter buss by bygge,blod blod blod blod blod buss by bygd,,,"[0.4, 0.5, 0.3333333333333333, 0.0, 0.25, 0.25, 0.5, 1.0, 0.5, 0.25]",3.9833333333333334,0.9,-2,a07_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5370370370370371,0.8
a08,[4 4 4 3 2 2 3 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,barn ats bjørn broht rad breie brokk bromst,,,"[1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.25, 0.75, 0.75, 0.8333333333333334, 0.6666666666666666]",6.416666666666666,1.0,-2,a08_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.45614035087719296,0.8
a08,[3 4 5 5 4 4 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,verst brun brun brun brun brun,,,"[0.8, 1.0, 1.0, 1.0, 0.75, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0]",9.216666666666667,1.0,-4,a08_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.6111111111111112,0.9
a09,[3 3 5 2 2 3 3 5 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,"arkist, barn, bark, børn, bror, blomst, blomst, breent,",,,"[0.8, 0.6666666666666666, 1.0, 0.5, 0.3333333333333333, 0.5, 0.75, 1.0, 0.8333333333333334, 0.6666666666666666]",7.05,1.0,-2,a09_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.49122807017543857,1.0
a09,[4 2 4 4 2 5 3 5 3 2],børste briller bro brød bror brun bryter buss by bygge,børste brøl brøl brøl brøl bryter buss,,,"[1.0, 0.5, 0.6666666666666666, 1.0, 0.5, 1.0, 0.8333333333333334, 1.0, 0.5, 0.5]",7.5,1.0,-3,a09_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.4074074074074074,0.7
a10,[5 5 4 3 2 3 2 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,"artist, barn, bach bjørn brag brad braie bromst briant",,,"[1.0, 1.0, 0.6666666666666666, 0.75, 0.3333333333333333, 0.75, 0.25, 0.75, 0.8333333333333334, 0.5]",6.833333333333333,1.0,-1,a10_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.3333333333333333,0.9
a10,[3 3 5 3 4 4 4 5 5 5],børste briller bro brød bror brun bryter buss by bygge,børste psyller bro bro bro brun bryter buss by bikke,,,"[0.8, 0.8333333333333334, 1.0, 0.6666666666666666, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0]",9.05,1.0,0,a10_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.42857142857142855, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.6]",0.4
a11,[2 3 3 4 3 2 3 4 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,"blomst, blomst, bløt",,,"[0.6, 0.6666666666666666, 0.3333333333333333, 0.75, 0.6666666666666666, 0.25, 0.5, 1.0, 0.6666666666666666, 0.6666666666666666]",6.1,1.0,-7,a11_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.7894736842105263,1.0
a11,[3 1 4 4 1 2 2 3 3 3],børste briller bro brød bror brun bryter buss by bygge,beste bare rydd,,,"[0.8, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.75]",4.883333333333333,0.8,-7,a11_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.8148148148148148,1.0
a12,[2 2 3 2 1 1 2 2 3 1],artist barn bart bjørn blå blad bleie blomst blyant børste,brannbøyten bjørn,,,"[0.6, 0.3333333333333333, 0.3333333333333333, 0.25, 0.0, 0.0, 0.25, 0.6666666666666666, 0.8333333333333334, 0.0]",3.2666666666666666,0.7,-8,a12_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.8275862068965517,0.9
a12,[2 3 3 1 3 4 2 5 3 4],briller bro brød bror brun bryter bygge dør drikke drops,driller drøm drøm hvor drun drøm drøm drikke drap drap,,,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.75, 1.0, 0.25, 1.0, 0.6, 1.0]",6.6,0.9,0,a12_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.14285714285714285, 1.0, 0.5, 0.5, 0.25, 0.8333333333333334, 1.0, 1.6666666666666667, 0.6666666666666666, 0.4]",1.0
a13,[2 2 3 3 4 3 4 4 4 4],artist bart bjørn blå blad bleie blokk blomst blyant børste,piano,,,"[0.6, 0.3333333333333333, 0.5, 1.0, 0.5, 0.75, 0.75, 1.0, 0.8333333333333334, 1.0]",7.266666666666667,1.0,-9,a13_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.9322033898305084,1.0
a13,[2 3 3 3 3 2 5 3 3 3],briller bro brød bror brun bryter buss by bygge dør,blod blod blod blod buss bil pudding,,,"[0.5, 0.6666666666666666, 0.6666666666666666, 0.5, 0.75, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333]",5.916666666666666,1.0,-3,a13_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.6470588235294118,0.9
a14,[3 5 3 5 3 5 5 5 3 5],artist bær bar barn bart bjørn blå blad bleie blod,arktis bær bær barn barn bjørn blå blå,,,"[0.8, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 1.0, 0.75, 0.75, 1.0]",8.3,1.0,-2,a14_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.34,0.6
a14,[5 4 4 5 5 3 3 5 5 2],blokk blomst blyant børste bra brå briller bro brød bror,blokk blomst lient børste bra rå lille bro brød bros,,,"[1.0, 0.8333333333333334, 1.0, 1.0, 1.0, 0.6666666666666666, 0.8333333333333334, 1.0, 1.0, 0.5]",8.833333333333334,1.0,0,a14_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.3333333333333333, 0.42857142857142855, 0.0, 0.0, 0.25]",0.4
a15,[4 3 3 5 4 3 3 4 3 4],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bæl, hvalt, barn, bart bjørn, bølla, blad, bleinge, blod",,,"[0.8, 0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",6.55,1.0,0,a15_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 0.6666666666666666, 1.6666666666666667, 0.25, 0.0, 0.2, 1.3333333333333333, 0.25, 0.6, 0.0]",0.8
a15,[3 3 3 4 3 2 2 3 3 2],blokk blomst blyant børste bra brå briller bro brød bror,"blakk, blomst, belient, beste, blad, blad, blod, bløt",,,"[0.75, 0.6666666666666666, 0.8333333333333334, 1.0, 0.6666666666666666, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666, 0.25]",5.666666666666667,0.9,-2,a15_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5178571428571429,1.0
a16,[5 5 5 5 4 5 3 3 3 4],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, barn, barn bjørn, brå",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",8.583333333333332,1.0,-4,a16_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.5,0.9
a16,[3 5 5 4 5 3 5 5 5 5],blokk blomst blyant børste bra briller bro brød bror brun,brokk blomst blyant børste bra triller brun brun,,,"[0.75, 1.0, 1.0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]",9.216666666666667,1.0,-2,a16_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.22807017543859648,0.5
a17,[5 5 5 5 5 3 4 3 4 4],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, barn, barn bjørn, blod",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.6666666666666666]",8.666666666666666,1.0,-4,a17_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.44,0.8
a17,[3 3 4 4 5 5 3 4 3 4],blokk blomst blyant børste bra brå briller bro brød bror,"brokk, blomst, lignende, børste, bror brå, bror",,,"[0.75, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 1.0, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.75]",8.133333333333333,1.0,-3,a17_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5,0.9
a18,[3 4 4 4 4 5 5 4 4 5],artist bær bar barn bart bjørn blå blad bleie blod,"ertist, bær, bar, bær, bær, bjørn, blå,",,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.5, 0.75, 1.0]",8.05,1.0,-3,a18_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.5,1.0
a18,[5 5 4 5 4 4 5 4 5 4],blokk blomst blyant bra brå briller bro brød bror brun,"blakk, blomst, liant, brøl brøl",,,"[1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0]",9.333333333333332,1.0,-5,a18_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5925925925925926,1.0
a19,[5 5 5 5 5 4 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bar, barn, hvert bjørn, bra",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.6666666666666666, 0.5, 0.5, 0.3333333333333333]",7.749999999999999,1.0,-3,a19_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.48,1.0
a19,[3 3 3 4 4 2 5 3 5 3],blokk blomst blyant børste bra brå briller bro brød bror,"blomst, bryant, børste, bror brød, bror",,,"[0.75, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 0.75]",7.966666666666667,1.0,-4,a19_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.4642857142857143,0.9
a20,[4 5 4 3 5 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bar, band, bert bjørn, bra, bra",,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.5, 0.75, 0.3333333333333333]",7.716666666666666,1.0,-2,a20_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.44,1.0
a20,[2 4 2 4 4 4 3 4 3 3],blokk blomst blyant børste bra brå briller bro brød bror,brakker blomst frejant børste bra brøl brøller bror,,,"[0.5, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.5]",7.166666666666667,1.0,-2,a20_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.35714285714285715,0.6
a21,[3 5 3 4 3 5 3 3 3 3],artist bær bar barn bjørn blå blad bleie blod blokk,"artist, bær, barn, barn, bjørn, blå, blå, blå",,,"[0.8, 1.0, 0.3333333333333333, 0.6666666666666666, 0.5, 1.0, 0.75, 0.75, 0.6666666666666666, 0.5]",6.966666666666667,1.0,-2,a21_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.43137254901960786,1.0
a21,[4 3 3 4 3 2 3 3 3 4],blomst blyant børste bra brå briller bro brød bror brun,"blomst bli end, boiste bra, bra! brar lerer brød brør",,,"[1.0, 0.8333333333333334, 0.8, 0.6666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, 0.75, 1.0]",7.216666666666667,1.0,0,a21_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.6666666666666666, 1.0, 1.6666666666666667, 0.6666666666666666, 0.7142857142857143, 0.6666666666666666, 1.0, 0.5, 0.5]",0.9
a22,[3 5 5 3 5 3 5 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bær barn bær bjørn blå brøye to,,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333]",7.3,1.0,-1,a22_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.28,0.5
a22,[3 3 5 3 3 5 3 5 4 4],blokk blomst blyant børste bra brå briller bro brød bror,brokkblomst begynt brost bror,,,"[0.75, 0.8333333333333334, 1.0, 0.8, 0.6666666666666666, 1.0, 0.8333333333333334, 1.0, 0.6666666666666666, 0.75]",8.3,1.0,-6,a22_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5892857142857143,0.9
a23,[3 5 5 4 5 4 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bær barn, bart bjørn, brå bra breie, dro",,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 0.75, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",7.8,1.0,0,a23_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.25, 0.0, 0.2, 0.3333333333333333, 0.5, 0.4, 0.75]",0.9
a23,[2 5 4 5 3 4 3 3 5 5],blokk blomst blyant børste bra brå briller bro brød bror,prakk blomst blyant første dra brød triller brød bror,,,"[0.5, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.3333333333333333, 1.0, 1.0]",8.0,1.0,-1,a23_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.21428571428571427,0.6
a25,[5 3 2 4 3 4 4 3 4 2],artist bær bar barn bart bjørn blå blad bleie blod,artist barle barn barn barn bjørn blå,,,"[1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.75, 1.0, 0.5, 1.0, 0.3333333333333333]",6.916666666666666,1.0,-3,a25_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.42,0.6
a25,[5 2 4 4 3 2 2 2 3 2],blokk blomst blyant børste bra brå briller bro brød bror,blakk blakk blakk blør,,,"[1.0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.25]",5.416666666666666,1.0,-6,a25_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.7142857142857143,1.0
a26,[4 4 3 3 3 3 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bær, barn, bart, mjørn, blå",,,"[0.8, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.5, 0.6666666666666666, 0.25, 0.5, 0.3333333333333333]",5.716666666666666,1.0,-3,a26_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.48,0.9
a26,[2 4 3 4 3 1 4 3 4 3],blokk blomst blyant børste bra brå briller bro brød bror,møkk blomst bliende børste bra brød hva gjelder? brød brød,,,"[0.25, 0.8333333333333334, 0.8333333333333334, 1.0, 0.3333333333333333, 0.0, 0.8333333333333334, 0.3333333333333333, 0.6666666666666666, 0.25]",5.333333333333334,0.9,0,a26_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.6, 0.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 1.0, 2.3333333333333335, 0.0, 0.5]",0.6
a27,[4 5 4 4 4 3 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,er det tisst? bær? bær? bær bær den bra bra breier bro,,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666]",6.633333333333334,1.0,2,a27_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.54,1.2
a27,[2 3 3 4 5 3 4 4 5 3],blokk blomst blyant børste bra brå briller bro brød bror,"brøk brønst, bryant, børste bra, brød, brilder bror bror",,,"[0.5, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 0.5]",7.8,1.0,-1,a27_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.32142857142857145,0.8
a28,[3 5 4 4 3 4 3 5 3 3],artist bær bar barn bart bjørn blå blad bleie blod,artis? bær? bær? barn? bær? bjørn? blær? breie? bror?,,,"[0.6, 1.0, 1.0, 1.0, 0.6666666666666666, 0.75, 0.6666666666666666, 0.75, 0.75, 0.3333333333333333]",7.516666666666667,1.0,-1,a28_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.38,1.0
a28,[5 3 5 4 3 3 3 4 4 3],blokk blomst blyant børste bra brå briller bro brød bror,blakk blomst blyant børste tre bra brun brød brød,,,"[1.0, 0.8333333333333334, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.5]",8.0,1.0,-1,a28_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.26785714285714285,0.6
a29,[5 4 4 5 5 4 4 5 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bær, bart bjøll, blå",,,"[1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 0.75, 0.75, 0.6666666666666666]",8.166666666666666,1.0,-4,a29_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.48,0.8
a29,[5 3 3 5 4 3 3 3 4 2],blokk blomst blyant børste bra brå briller bro brød bror,blå roms diant børste bra blå hvile brød brun,,,"[1.0, 0.8333333333333334, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.6666666666666666, 0.0]",6.666666666666667,0.9,-1,a29_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.35714285714285715,0.7
a30,[4 5 3 3 3 3 4 4 2 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bær, barn, bær bjørn, blå",,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.5, 0.3333333333333333]",6.3,1.0,-3,a30_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.48,0.9
a30,[3 4 4 4 5 3 2 5 5 3],blokk blomst blyant børste bra brå briller bro brød bror,"lokk, blomst, myriant, børste bra, bra bror bror bror",,,"[1.0, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 1.0, 1.0, 0.5]",8.166666666666668,1.0,-1,a30_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.32142857142857145,0.8
a31,[4 4 4 5 4 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bær barn bjørn bror,,,"[0.8, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666]",7.466666666666667,1.0,-4,a31_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.46,0.6
a31,[2 5 3 5 5 3 5 5 5 5],blokk blomst blyant børste bra brå briller bro brød bror,frokk blomst blyant barte bra brå briller bro rød bror,,,"[0.5, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]",8.833333333333332,1.0,0,a31_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.4, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0]",0.3
a32,[3 4 4 4 5 3 5 3 5 2],artist bær bar barn bart bjørn blå blad bleie blod,"bær, bær, barn, bart, bært, bjørnen, blå, bra, bløye, bru",,,"[0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.5, 1.0, 0.5, 1.0, 0.3333333333333333]",6.933333333333333,1.0,0,a32_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[1.0, 0.3333333333333333, 0.6666666666666666, 0.5, 0.5, 0.6, 0.3333333333333333, 0.5, 0.6, 0.75]",1.0
a32,[4 3 5 3 4 4 4 5 5 5],blokk blomst blyant børste bra brå briller bro brød bror,bløt blomst blyant børste bror bror bror bror bror,,,"[1.0, 0.8333333333333334, 1.0, 0.8, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]",8.966666666666667,1.0,-1,a32_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.25,0.6
a33,[3 4 5 5 5 3 5 5 5 3],artist bær bar barn bart bjørn blå blad bleie blod,"artisj, bær, bar, bær, bart bjørn, blå blå, blei bløy blå",,,"[0.8, 0.6666666666666666, 1.0, 1.0, 1.0, 0.75, 1.0, 0.75, 1.0, 0.6666666666666666]",8.633333333333333,1.0,1,a33_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.32,0.9
a33,[5 3 4 5 3 4 5 4 3 3],blokk blomst blyant børste bra brå briller bro brød bror,blokk blomst blomst børste dra brå briller bro hur det bror,,,"[1.0, 0.8333333333333334, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5]",8.0,1.0,1,a33_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.16071428571428573,0.4
a34,[3 4 3 4 2 4 4 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"bær, bær, bær barn, pølser bjørn, blad, blad",,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.75, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",6.8,1.0,-2,a34_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.52,0.9
