score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
3,svømme skjerf lys kurv plaster skjære skive sjakk prins hjørne,"tvedemø, kjerrif lis gur kaster kjære prins jørne",,,"[0.8, 0.5, 0.3333333333333333, 0.75, 0.8571428571428571, 0.75, 0.75, 0.3333333333333333, 0.8, 0.75]",6.623809523809524,1.0,"['d15', 'd16']","['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd15']",-2,words_80_90.wav,../3x10_Concatenations/3x10_score_3_sorted,0.45161290322580644,0.9
3,horn korn fortau flagg drue smør skjorte turn grave grønn,"kom, fortau, flagg, due, smerre, storte, tuen",,,"[0.6666666666666666, 0.6666666666666666, 0.75, 0.5, 0.75, 0.75, 0.75, 0.6666666666666666, 0.6, 0.5]",6.6,1.0,"['d15', 'd14']","['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd14', 'd14']",-3,words_90_100.wav,../3x10_Concatenations/3x10_score_3_sorted,0.5263157894736842,1.0
3,gris glør glitter glass hus frø krakk fregner brun bror,gis glød glød glød,,,"[0.75, 0.75, 0.6666666666666666, 0.75, 0.6666666666666666, 0.3333333333333333, 0.75, 0.6666666666666666, 0.75, 0.5]",6.583333333333333,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-6,words_100_110.wav,../3x10_Concatenations/3x10_score_3_sorted,0.7454545454545455,1.0
3,bro blomst bart frakk drops kran krone søster smør skulder,bjørn bronse bart bjørk bjørk bjørn søster fnøy,,,"[0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.75, 0.8, 0.75, 0.8, 0.8333333333333334, 0.75, 0.7142857142857143]",7.564285714285714,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-2,words_110_120.wav,../3x10_Concatenations/3x10_score_3_sorted,0.5862068965517241,0.8
3,ugle trylle troll tre trapp tralle kropp skjerf plaster øre,tille tille til tiopp tille kjolp,,,"[0.5, 0.8, 0.75, 0.6666666666666666, 0.5, 0.6, 0.75, 0.75, 0.7142857142857143, 0.6666666666666666]",6.697619047619048,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",-4,words_120_130.wav,../3x10_Concatenations/3x10_score_3_sorted,0.6271186440677966,1.0
3,lys kurv lytte plystre sjiraff skjære rund rød prins hus,litt brystlige skyt kjære jung gjø pinns hus,,,"[0.3333333333333333, 0.75, 0.75, 0.7142857142857143, 0.8, 0.75, 0.6666666666666666, 0.5, 0.8, 0.6666666666666666]",6.730952380952381,1.0,"['d14', 'd13']","['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd13']",-2,words_130_140.wav,../3x10_Concatenations/3x10_score_3_sorted,0.5357142857142857,0.9
3,kjerne huske by børste drops søster sky kropp ugle turn,huske bi tørste rops kjøster sky kropp ugle du,,,"[0.5, 0.8, 0.5, 0.8, 0.8, 0.8333333333333334, 0.5, 0.75, 0.75, 0.6666666666666666]",6.9,1.0,['d13'],"['d13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13']",-1,words_140_150.wav,../3x10_Concatenations/3x10_score_3_sorted,0.2727272727272727,0.6
3,syk kurv rød grå glorie horn koffert kikkert bror drue,sik kyrr brød gro glore ord koffert sikkert gror,,,"[0.6666666666666666, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.8, 0.75, 0.75]",6.566666666666666,1.0,"['d12', 'd13']","['d13', 'd13', 'd13', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12']",-1,words_150_160.wav,../3x10_Concatenations/3x10_score_3_sorted,0.2777777777777778,0.9
3,søster trapp løve kvart skjære rød premie port hjørne frukt,"søster, trapp, løve, kvart, kjære rød, premie, fort bjørne frykt",,,"[0.8333333333333334, 0.75, 0.75, 0.75, 0.5, 0.0, 0.8333333333333334, 0.6666666666666666, 0.75, 0.8]",6.633333333333334,0.9,"['d11', 'd12']","['d12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd11', 'd11']",0,words_160_170.wav,../3x10_Concatenations/3x10_score_3_sorted,"[0.16666666666666666, 0.2, 0.25, 0.2, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.25, 0.16666666666666666, 0.2]",1.0
3,glorie glør horn hund bror blad fortau stjerne start sky,korn korn hund korn kod kortau stjerne start ski,,,"[0.8333333333333334, 0.75, 0.6666666666666666, 0.6666666666666666, 0.5, 0.5, 0.5, 0.8333333333333334, 0.75, 0.5]",6.5,1.0,['d11'],"['d11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11']",-1,words_170_180.wav,../3x10_Concatenations/3x10_score_3_sorted,0.32142857142857145,0.7
3,svart turn trapp mus lytte lyn kvern ku port gul,sur dropp mys litt kul fort kul,,,"[0.75, 0.6666666666666666, 0.5, 0.6666666666666666, 0.75, 0.3333333333333333, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666]",6.25,1.0,"['d10', 'd11']","['d11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd10']",-3,words_180_190.wav,../3x10_Concatenations/3x10_score_3_sorted,0.5208333333333334,1.0
3,gris glør kran kort huske kikkert artist blad by erter,"en gris, glør, gran, kort husker, kikke, artist, blad, en bi, jeg tør",,,"[0.5, 0.75, 0.75, 0.6666666666666666, 0.8, 0.6, 0.8, 0.5, 0.0, 0.75]",6.116666666666667,0.9,['d10'],"['d10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10']",3,words_190_200.wav,../3x10_Concatenations/3x10_score_3_sorted,0.4074074074074074,1.2
3,stjerne smykke mus kvart kurv kropp skitten skip glad glør,"stjerne, smykke, mus kvart i kurv kropp skitten skip",,,"[0.8333333333333334, 0.8, 0.6666666666666666, 0.5, 0.5, 0.75, 0.75, 0.6666666666666666, 0.6666666666666666, 0.75]",6.883333333333334,1.0,"['d10', 'd09']","['d10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd10', 'd09', 'd09']",-1,words_200_210.wav,../3x10_Concatenations/3x10_score_3_sorted,0.2413793103448276,0.5
3,grå krabbe kort klem kikkert jern fjorten briller bart krykke,grov forsiktig,,,"[0.6666666666666666, 0.6, 0.6666666666666666, 0.75, 0.8, 0.6666666666666666, 0.8, 0.6666666666666666, 0.6666666666666666, 0.8]",7.083333333333334,1.0,['d09'],"['d09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09']",-8,words_210_220.wav,../3x10_Concatenations/3x10_score_3_sorted,0.8524590163934426,1.0
3,brun flagg flue enhjørning sølv sport søle smart skjorte kvern,selv,,,"[0.75, 0.75, 0.75, 0.8571428571428571, 0.6666666666666666, 0.75, 0.25, 0.5, 0.75, 0.75]",6.773809523809524,1.0,['d09'],"['d09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd09']",-9,words_220_230.wav,../3x10_Concatenations/3x10_score_3_sorted,0.9516129032258065,1.0
3,tralle tårn plaster ørn skitten skip gutt garn hjerte gris,kris?,,,"[0.8, 0.6666666666666666, 0.8571428571428571, 0.5, 0.75, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.75]",6.823809523809524,1.0,"['d08', 'd09']","['d09', 'd09', 'd09', 'd09', 'd09', 'd09', 'd08', 'd08', 'd08', 'd08']",-9,words_230_240.wav,../3x10_Concatenations/3x10_score_3_sorted,0.9482758620689655,1.0
3,grønn glør koffert huske klappe krabbe klem jus buss brun,der,,,"[0.5, 0.75, 0.8, 0.8, 0.8, 0.8, 0.75, 0.6666666666666666, 0.3333333333333333, 0.75]",6.95,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-9,words_240_250.wav,../3x10_Concatenations/3x10_score_3_sorted,0.9649122807017544,1.0
3,blomst bleie frakk fortid fortau enhjørning dyne krakk krone start,snart,,,"[0.6666666666666666, 0.75, 0.75, 0.8, 0.75, 0.7142857142857143, 0.75, 0.75, 0.8, 0.75]",7.480952380952381,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-9,words_250_260.wav,../3x10_Concatenations/3x10_score_3_sorted,0.9242424242424242,1.0
3,søt søster sølv smør smerte skjorte stupe ugle turn troll,søtt smør smør søtt,,,"[0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.75, 0.8, 0.75, 0.8, 0.5, 0.6666666666666666, 0.75]",7.183333333333334,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-6,words_260_270.wav,../3x10_Concatenations/3x10_score_3_sorted,0.7017543859649122,0.9
3,trapp syk ørn øre ødelagt lys lyn kvern krykke plante,treff treff treff,,,"[0.75, 0.3333333333333333, 0.5, 0.6666666666666666, 0.8571428571428571, 0.6666666666666666, 0.6666666666666666, 0.5, 0.8, 0.8333333333333334]",6.573809523809523,1.0,['d08'],"['d08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08', 'd08']",-7,words_270_280.wav,../3x10_Concatenations/3x10_score_3_sorted,0.8490566037735849,1.0
4,vindu glad garn kikkert klem hund jern huske fortid blad,barn barn sikkert,,,"[0.8, 0.6666666666666666, 0.6666666666666666, 0.8, 0.75, 0.6666666666666666, 0.6666666666666666, 0.8, 1.0, 1.0]",7.816666666666666,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",-7,words_0_10.wav,../3x10_Concatenations/3x10_score_4_sorted,0.8035714285714286,1.0
4,buss smykke svømme tjern tårn stjerne planke ødelagt krykke ørn,buss smykke svømme svømme tårn stjele planke har jeg glatt det? fitte,,,"[0.6666666666666666, 0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 1.0, 0.7142857142857143, 0.8, 0.5]",7.647619047619048,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",2,words_10_20.wav,../3x10_Concatenations/3x10_score_4_sorted,0.42857142857142855,0.7
4,lytte pute ski sju port plystre glitter kjerne kikkert bryter,litt litt,,,"[1.0, 0.75, 0.5, 0.5, 0.6666666666666666, 0.8571428571428571, 0.8333333333333334, 0.75, 0.8, 1.0]",7.6571428571428575,1.0,"['d19', 'd18']","['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd18', 'd18', 'd18', 'd18']",-8,words_20_30.wav,../3x10_Concatenations/3x10_score_4_sorted,0.8524590163934426,1.0
4,bror sport skjorte ugle tjern svart rød port grå glass,bror sport kloss indre skjerm svært rå glass,,,"[0.75, 0.75, 1.0, 0.75, 0.6666666666666666, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666, 0.75]",7.25,1.0,"['d18', 'd17']","['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd17', 'd17']",-2,words_30_40.wav,../3x10_Concatenations/3x10_score_4_sorted,0.42592592592592593,0.7
4,glad hund fugl hus krabbe koffert frø bror bro børste,glad hun fugl husj krabbekoffert ser du bror? bror barte,,,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8, 1.0, 0.6666666666666666, 0.75, 0.6666666666666666, 0.8]",7.35,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",0,words_40_50.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.25, 0.0, 0.3333333333333333, 1.1666666666666667, 0.7142857142857143, 1.0, 0.25, 0.3333333333333333, 0.3333333333333333]",0.8
4,blyant bleie artist fortid fort enhjørning dyne drops skøyter skjorte,blyant bleie artist fortid fort enhjørning dyne dråpe skøyter,,,"[1.0, 1.0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 0.8, 0.8, 0.75]",8.816666666666666,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",-1,words_50_60.wav,../3x10_Concatenations/3x10_score_4_sorted,0.14492753623188406,0.2
4,skjerm tynn skjørt stjerne plaster ørn lys ku skitten skip,skjerm tinn kjøtt stjerne plaster på vern lys kul kjip kjip,,,"[0.75, 1.0, 0.6666666666666666, 0.8333333333333334, 0.8571428571428571, 1.0, 0.6666666666666666, 1.0, 0.75, 0.6666666666666666]",8.19047619047619,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",1,words_60_70.wav,../3x10_Concatenations/3x10_score_4_sorted,0.29310344827586204,0.7
4,skinke sju gris hjørne grave glør hus kikkert børste blyant,skinke bøyte bøyte bli an,,,"[0.8, 0.5, 0.75, 1.0, 0.8, 0.75, 0.6666666666666666, 0.8, 0.8, 1.0]",7.866666666666666,1.0,"['d16', 'd17']","['d17', 'd17', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",-5,words_70_80.wav,../3x10_Concatenations/3x10_score_4_sorted,0.6949152542372882,0.9
4,fregner fort drops kropp start sport sølv smør smart skøyter,regner fort gjør opp gropp start sport sølv smør snart køyter,,,"[1.0, 0.6666666666666666, 0.8, 0.75, 0.75, 0.75, 1.0, 0.75, 0.75, 0.8]",8.016666666666667,1.0,['d16'],"['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",1,words_80_90.wav,../3x10_Concatenations/3x10_score_4_sorted,0.15,0.6
4,skjerm svart troll tre tralle synge sykkel ørn mus pluss,skjerm svart trall perie tralle synge sikkel pluss,,,"[0.75, 0.75, 0.75, 0.6666666666666666, 0.8, 0.75, 0.8, 1.0, 0.6666666666666666, 0.75]",7.683333333333334,1.0,['d16'],"['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",-2,words_90_100.wav,../3x10_Concatenations/3x10_score_4_sorted,0.23214285714285715,0.5
4,skjema skitten skip skinke ski skilpadde pute garn glass glad,"kjena, kitten, kjip skinke, kjip kjilpade plute garn glass glad",,,"[0.75, 0.75, 0.6666666666666666, 0.8, 0.5, 0.8571428571428571, 0.75, 0.6666666666666666, 0.75, 0.6666666666666666]",7.1571428571428575,1.0,"['d15', 'd16']","['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd15', 'd15', 'd15']",0,words_100_110.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.5, 0.2857142857142857, 0.5, 0.16666666666666666, 1.0, 0.3333333333333333, 0.25, 0.0, 0.0, 0.0]",0.7
4,fugl klem kjerne hytte fregner brun bror bjørn dør fortid,"klem, klem, klem hytte, fregner brun, bror, bjørn i død for tide",,,"[0.6666666666666666, 0.75, 0.75, 1.0, 1.0, 0.75, 0.75, 0.75, 1.0, 0.8]",8.216666666666667,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",2,words_110_120.wav,../3x10_Concatenations/3x10_score_4_sorted,0.3157894736842105,1.0
4,flakse fjorten erter søster snørr smerte ugle trylle trapp tjern,slakse 14 erter søster snurr smerte ugle trylle trapp og skjæren,,,"[1.0, 1.0, 0.75, 1.0, 0.75, 0.8, 0.75, 1.0, 0.75, 0.6666666666666666]",8.466666666666667,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",1,words_120_130.wav,../3x10_Concatenations/3x10_score_4_sorted,0.25,0.5
4,terning skjerm stjerne lys ørn mus plaster løve løpe kvart,"terning, skjerm, stjerne, lys, ønsk lys, plaster løvet kan jeg få paus løpe, kvart",,,"[0.8, 1.0, 1.0, 0.6666666666666666, 0.5, 0.6666666666666666, 0.8571428571428571, 1.0, 1.0, 0.75]",8.24047619047619,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",4,words_130_140.wav,../3x10_Concatenations/3x10_score_4_sorted,0.4827586206896552,1.2
4,sjiraff skilpadde hjort hjørne fugl grå gartner krabbe klappe kikkert,"sjiraff skilpadde gjort bjørne før jo kort, nøy kødde klappe",,,"[1.0, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8, 0.8, 0.8]",8.233333333333333,1.0,"['d15', 'd14']","['d15', 'd15', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",0,words_140_150.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.0, 0.0, 0.2, 0.16666666666666666, 0.75, 1.0, 0.7142857142857143, 1.0, 0.6666666666666666, 0.8571428571428571]",0.8
4,karneval hylle frukt bygge brød blyant blokk bleie blad barn,karnevald hille frykt bikke bjø blyant blokk bleie blade bånd,,,"[1.0, 1.0, 0.8, 0.75, 0.6666666666666666, 0.8333333333333334, 1.0, 0.75, 0.75, 0.6666666666666666]",8.216666666666667,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",0,words_150_160.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.125, 0.2, 0.2, 0.6, 0.5, 0.0, 0.0, 0.0, 0.25, 0.75]",0.7
4,dør drikke fortid fortau fly flue erter sport søppel snørr,det gikk bort dit bort dau fordi flue er teller sport søppel snøi,,,"[0.6666666666666666, 0.8, 1.0, 1.0, 0.6666666666666666, 0.75, 0.75, 0.75, 0.8, 0.75]",7.933333333333333,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",3,words_160_170.wav,../3x10_Concatenations/3x10_score_4_sorted,0.3793103448275862,1.0
4,smerte smart skøyter skjerm sykkel svømme lue krykke pluss premie,"smerte, smarte, skøyte, skjeim, sykkel svømme, lue, tykke pulek, pemi",,,"[0.8, 0.75, 0.8, 0.75, 0.8, 1.0, 0.6666666666666666, 0.8, 1.0, 0.8333333333333334]",8.200000000000001,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",0,words_170_180.wav,../3x10_Concatenations/3x10_score_4_sorted,"[0.16666666666666666, 0.4, 0.14285714285714285, 0.3333333333333333, 0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.8, 0.3333333333333333]",0.9
