File name,Word,Transcribed,CER (Character Error Rate),CER Score
a01_gul.wav,gul, Gjer!,1.0,3
a01_gutt.wav,gutt, Gitt!,0.6,5
a01_hjerne.wav,hjerne, I anne.,0.7142857142857143,3
a01_hjerte.wav,hjerte, Jette.,0.6666666666666666,4
a01_hjoerne.wav,hjørne, I er enne.,0.7,4
a01_hjort.wav,hjort, Juts!,1.0,4
a01_horn.wav,horn, Ålne!,1.0,3
a01_hund.wav,hund, Hien!,0.8,3
a01_hus.wav,hus, Hvis?,0.8,5
a01_huske.wav,huske, Hvis jeg?,0.7777777777777778,2
a01_hylle.wav,hylle, Hlija!,1.0,3
a01_hytte.wav,hytte, Hittet!,0.5714285714285714,3
a01_internett.wav,internett, Intent.,0.5714285714285714,3
a01_jern.wav,jern, Ja.,1.3333333333333333,2
a01_jus.wav,jus, Jus!,0.5,3
a01_karneval.wav,karneval, Kallna!,0.8571428571428571,3
a01_kart.wav,kart, Guts!,1.0,2
a01_kikkert.wav,kikkert, Sikkes!,0.42857142857142855,2
a01_kjerne.wav,kjerne, Saanet!,0.8571428571428571,3
a01_klappe.wav,klappe, Vi er fæ.,1.0,3
a01_klem.wav,klem, Pligere!,0.75,4
a01_klo.wav,klo, Klyo!,0.6,5
a01_koe.wav,kø, Ke?,1.0,5
a01_koffert.wav,koffert, Kuffet!,0.5714285714285714,3
a01_korn.wav,korn, Korn.,0.4,5
a01_kort.wav,kort, Gått!,0.8,1
a01_krabbe.wav,krabbe, Det er jo.,0.9,2
a01_krakk.wav,krakk, Takkig!,0.7142857142857143,3
a01_kran.wav,kran, Kom!,1.0,3
a01_krone.wav,krone, Giv une!,0.75,3
a01_kropp.wav,kropp, Køk?,1.25,2
a01_krykke.wav,krykke, Kikke!,0.6666666666666666,3
a01_ku.wav,ku, Kæ.,1.0,4
a01_kurv.wav,kurv, Kjø!,1.0,3
a01_kvart.wav,kvart, Kratt!,0.6666666666666666,1
a01_kvern.wav,kvern, Ta!,1.6666666666666667,4
a01_loepe.wav,løpe, Lødde!,0.6666666666666666,5
a01_loeve.wav,løve, Ja.,1.3333333333333333,1
a01_lue.wav,lue, Ja.,1.0,5
a01_lyn.wav,lyn, Limm!,1.0,4
a01_lys.wav,lys, Lise.,0.8,4
a01_lytte.wav,lytte, Nyt da!,0.7142857142857143,3
a01_munn.wav,munn, Njeng!,0.8333333333333334,1
a01_mus.wav,mus, Nys.,0.75,3
a01_noekkel.wav,nøkkel, Nake.,0.8,4
a01_oedelagt.wav,ødelagt, I alt lak.,0.8,2
a01_oere.wav,øre, Ja.,1.0,2
a01_oern.wav,ørn, En.,1.0,4
a01_planke.wav,planke, Blen kje.,0.5555555555555556,2
a01_plante.wav,plante, Plandre!,0.5,3
a01_plaster.wav,plaster, Reste!,0.6666666666666666,2
a01_pluss.wav,pluss, Tils?,0.8,5
a01_plystre.wav,plystre, Piste!,0.8333333333333334,2
a01_port.wav,port, FUT!,1.0,4
a01_premie.wav,premie," Trøj, og det.",0.8461538461538461,2
a01_prins.wav,prins, Penge!,1.0,3
a01_pute.wav,pute, Pytte!,0.6666666666666666,4
a01_roed.wav,rød, Det er.,1.0,3
a01_rund.wav,rund, Vi er.,1.0,1
a01_sjakk.wav,sjakk, Saktier!,0.875,3
a01_sjiraff.wav,sjiraff, Se!,2.3333333333333335,4
a01_sjoe.wav,sjø, Sje.,0.75,4
a01_sju.wav,sju, Si!,1.0,3
a01_ski.wav,ski, Sih!,1.0,5
a01_skilpadde.wav,skilpadde, Sien plet?,0.9,2
a01_skinke.wav,skinke, Sintet!,0.7142857142857143,3
a01_skip.wav,skip, Sø jeg ikke.,0.9166666666666666,2
a01_skitten.wav,skitten, Sikten!,0.5714285714285714,4
a01_skive.wav,skive, Sida!,1.0,4
a01_skjaere.wav,skjære, Særre.,0.8333333333333334,2
a01_skjema.wav,skjema, Se om!,0.8333333333333334,3
a01_skjerf.wav,skjerf, Sert!,1.0,2
a01_skjerm.wav,skjerm, Sa!,2.0,3
a01_skjoert.wav,skjørt, Helt!,1.2,3
a01_skjorte.wav,skjorte, Så det!,0.8571428571428571,5
a01_skoeyter.wav,skøyter, Sikte!,0.8333333333333334,3
a01_skulder.wav,skulder, Skur det.,0.5555555555555556,3
a01_sky.wav,sky, Si!,1.0,3
a01_smart.wav,smart, Smerts?,0.5714285714285714,2
a01_smerte.wav,smerte, Smatte?,0.5714285714285714,3
a01_smoer.wav,smør, Sine!,1.0,3
a01_smykke.wav,smykke, Smikke!,0.42857142857142855,3
a01_snoe.wav,snø, Sniya!,0.8333333333333334,3
a01_snoerr.wav,snørr, Snøy!,0.6,2
a01_soele.wav,søle, Sjerede.,0.875,3
a01_soelv.wav,sølv, Se!,1.3333333333333333,3
a01_soeppel.wav,søppel, Sippe!,0.5,4
a01_soester.wav,søster, Siste.,0.5,2
a01_soet.wav,søt, Shit!,0.8,3
a01_sport.wav,sport, Spots.,0.6666666666666666,2
a01_start.wav,start, Statt.,0.5,3
a01_stjerne.wav,stjerne, Skjerne!,0.375,3
a01_stoevel.wav,støvel, Stavet!,0.5714285714285714,3
a01_stupe.wav,stupe, Stiget det!,0.8181818181818182,5
a01_svart.wav,svart, Svet!,0.8,4
a01_svoemme.wav,svømme, Skænne.,0.8571428571428571,4
a01_syk.wav,syk, Sik!,0.75,4
a01_sykkel.wav,sykkel, Sikker!,0.5714285714285714,4
a01_synge.wav,synge, Sien jeg.,0.7777777777777778,4
a01_taarn.wav,tårn, Kan?,1.0,2
a01_terning.wav,terning, Tannig.,0.7142857142857143,3
a01_tjern.wav,tjern, Saan!,1.0,1
a01_torne.wav,torne, Toen!,0.6,5
a01_tralle.wav,tralle, Tølle!,0.6666666666666666,2
a01_trapp.wav,trapp, Kjep!,0.8,3
a01_tre.wav,tre, Kea?,1.0,2
a01_troll.wav,troll, Tå!,1.6666666666666667,2
a01_trylle.wav,trylle, Pia!,1.5,3
a01_turn.wav,turn, Kinn.,0.8,2
a01_tynn.wav,tynn, Kim?,1.0,3
a01_ugle.wav,ugle, Ikla.,0.8,4
a01_vindu.wav,vindu, Dink!,0.6,2
a02_artist.wav,artist, Arte tjeste,0.6363636363636364,2
a02_barn.wav,barn, Da!,1.0,4
a02_bart.wav,bart, Baks!,0.8,4
a02_bjoern.wav,bjørn, I pien.,0.8571428571428571,4
a02_blaa.wav,blå, Bra det.,1.0,3
a02_blad.wav,blad, Kod.,1.0,2
a02_bleie.wav,bleie," Bra, jeg.",0.8888888888888888,3
a02_blokk.wav,blokk, Lapt!,1.0,4
a02_blomst.wav,blomst, Tramst.,0.5714285714285714,3
a02_blyant.wav,blyant, Ved jeg enn.,0.9166666666666666,2
a02_boerste.wav,børste, Hvis det er.,0.75,4
a02_briller.wav,briller, Nynyn!,1.1666666666666667,3
a02_bro.wav,bro, Då!,1.0,4
a02_broed.wav,brød, Ja.,1.3333333333333333,3
a02_bror.wav,bror, Dår.,1.0,3
a02_brun.wav,brun, Ja.,1.3333333333333333,3
a02_bryter.wav,bryter, Hva du er til?,0.8571428571428571,3
a02_buss.wav,buss, Nys!,0.75,4
a02_by.wav,by, Vi.,1.0,3
a02_bygge.wav,bygge, Det er det.,0.9090909090909091,4
a02_doer.wav,dør, Der.,0.75,4
a02_drikke.wav,drikke, Jeg kan ikke.,0.6923076923076923,3
a02_drops.wav,drops, Gaps!,0.8,5
a02_drue.wav,drue, Sånn!,1.0,2
a02_dykke.wav,dykke," Du, du, du.",0.9090909090909091,4
a02_dyne.wav,dyne, De er.,0.8333333333333334,3
a02_ekorn.wav,ekorn, Hva er det?,0.9090909090909091,4
a02_enhjoerning.wav,enhjørning, Ange en min.,0.6666666666666666,3
a02_erter.wav,erter, Hva er det?,0.7272727272727273,3
a02_fjorten.wav,fjorten, Sjøtt!,0.8333333333333334,3
a02_flagg.wav,flagg, Fert.,1.0,4
a02_flakse.wav,flakse, Faktie!,0.7142857142857143,2
a02_flaske.wav,flaske, Så er det så bra!,0.9411764705882353,3
a02_flette.wav,flette, Hette.,0.5,3
a02_flue.wav,flue, Følgelig.,0.7777777777777778,3
a02_fly.wav,fly, Ski!,1.0,3
a02_fort.wav,fort, Hva?,1.0,4
a02_fortau.wav,fortau, Faktet!,0.8571428571428571,3
a02_fortid.wav,fortid, Ført de?,0.625,3
a02_frakk.wav,frakk, Flet!,1.0,4
a02_fregner.wav,fregner, Føner!,0.8333333333333334,4
a02_froe.wav,frø, Hva?,1.0,4
a02_frukt.wav,frukt, Lekt.,0.8,4
a02_fugl.wav,fugl, Sånn!,1.0,1
a02_garn.wav,garn, Da!,1.0,4
a02_gartner.wav,gartner, Gatt ned.,0.5555555555555556,3
a02_glad.wav,glad, Ger deg.,0.875,3
a02_glass.wav,glass, Det er s-,0.8888888888888888,3
a02_glitter.wav,glitter, Nytter!,0.5714285714285714,3
a02_gloer.wav,glør, Lert.,1.0,3
a02_glorie.wav,glorie, Går det?,0.875,4
a02_graa.wav,grå, Grå.,0.5,5
a02_grave.wav,grave, Ja.,1.3333333333333333,4
a02_gris.wav,gris, Lise.,0.8,4
a02_groenn.wav,grønn, Fønne.,0.6666666666666666,3
a02_gul.wav,gul, Du er det?,0.9,3
a02_gutt.wav,gutt, Good.,1.0,5
a02_hjerne.wav,hjerne, Ja.,2.0,4
a02_hjerte.wav,hjerte, Det er godt.,0.75,2
a02_hjoerne.wav,hjørne, Dernne.,0.7142857142857143,3
a02_hjort.wav,hjort, Ok.,1.6666666666666667,5
a02_horn.wav,horn, Hvorfor er det?,0.8666666666666667,2
a02_hund.wav,hund, Hvem?,1.0,4
a02_hus.wav,hus," Hvis du er enn av å stå, så du har enn av å stå.",0.9583333333333334,3
a02_huske.wav,huske, Hvis det?,0.7777777777777778,4
a02_hylle.wav,hylle, Hela!,0.8,3
a02_hytte.wav,hytte, Det er.,0.7142857142857143,3
a02_internett.wav,internett, Nytten at!,0.7,4
a02_jern.wav,jern, Gjøy!,0.8,4
a02_jus.wav,jus, Here er det.,1.0,3
a02_karneval.wav,karneval, Kanna!,0.8333333333333334,3
a02_kart.wav,kart, Hatt!,0.6,3
a02_kikkert.wav,kikkert, Sittet!,0.7142857142857143,5
a02_kjerne.wav,kjerne, Sja!,1.25,4
a02_klappe.wav,klappe, Hva?,1.25,4
a02_klem.wav,klem, Kranen.,0.8571428571428571,3
a02_klo.wav,klo, Kom.,1.0,3
a02_koe.wav,kø, Ja.,1.0,4
a02_koffert.wav,koffert, Hva er det?,0.7272727272727273,4
a02_korn.wav,korn, Hva?,1.0,4
a02_kort.wav,kort, Går det?,0.75,3
a02_krabbe.wav,krabbe, Kom.,1.5,4
a02_krakk.wav,krakk, Kak.,0.75,5
a02_kran.wav,kran, Sønn.,0.8,3
a02_krone.wav,krone, Det er å la.,0.9166666666666666,3
a02_kropp.wav,kropp, Kjøpp!,0.6666666666666666,5
a02_krykke.wav,krykke, Jeg kette!,0.8,3
a02_ku.wav,ku, Kjøn.,1.0,4
a02_kurv.wav,kurv, Hva er det?,0.9090909090909091,2
a02_kvart.wav,kvart, Plak!,0.8,5
a02_kvern.wav,kvern, Kla.,1.25,3
a02_loepe.wav,løpe," Nye, det.",0.8888888888888888,4
a02_loeve.wav,løve, Nye det.,0.875,3
a02_lue.wav,lue, Lige.,0.8,3
a02_lyn.wav,lyn, Nye.,0.75,3
a02_lys.wav,lys, Grus!,0.8,3
a02_lytte.wav,lytte, Ittet!,0.6666666666666666,3
a02_munn.wav,munn, Nå!,1.3333333333333333,3
a02_mus.wav,mus, Nå er det.,1.0,3
a02_noekkel.wav,nøkkel, Nett her.,0.8888888888888888,3
a02_oedelagt.wav,ødelagt, Er du nok?,0.9,4
a02_oere.wav,øre, Nøyra!,0.6666666666666666,4
a02_oern.wav,ørn, Ej,1.5,4
a02_planke.wav,planke, Krøng! Det!,0.8181818181818182,4
a02_plante.wav,plante, Klante.,0.2857142857142857,3
a02_plaster.wav,plaster, Det er kastig.,0.7857142857142857,2
a02_pluss.wav,pluss, Kjøs.,0.8,3
a02_plystre.wav,plystre, Prøst!,0.8333333333333334,3
a02_port.wav,port, Båk!,1.0,3
a02_premie.wav,premie, Kønne.,1.0,3
a02_prins.wav,prins, Please.,0.8571428571428571,3
a02_pute.wav,pute, Peter!,0.6666666666666666,3
a02_roed.wav,rød, Hva da?,0.8571428571428571,1
a02_rund.wav,rund, Arran.,0.6666666666666666,4
a02_sjakk.wav,sjakk, Satt!,1.0,4
a02_sjiraff.wav,sjiraff, Så bra!,0.8571428571428571,5
a02_sjoe.wav,sjø, Sja!,0.75,3
a02_sju.wav,sju, Shit!,1.0,2
a02_ski.wav,ski, Hva er det?,1.0,5
a02_skilpadde.wav,skilpadde, Hva ser du?,0.9090909090909091,3
a02_skinke.wav,skinke, Såt da!,1.0,3
a02_skip.wav,skip, Sip!,0.75,4
a02_skitten.wav,skitten, Skjeten.,0.5,4
a02_skive.wav,skive, Så bra.,1.0,3
a02_skjaere.wav,skjære, Sjær!,0.6,4
a02_skjema.wav,skjema, Hva er det?,0.9090909090909091,4
a02_skjerf.wav,skjerf, Satt opp.,1.0,3
a02_skjerm.wav,skjerm, Saerlen.,0.875,3
a02_skjoert.wav,skjørt, Sånn!,1.2,3
a02_skjorte.wav,skjorte, Sånn!,1.4,3
a02_skoeyter.wav,skøyter, Settet?,0.8571428571428571,3
a02_skulder.wav,skulder, Skører den.,0.7272727272727273,5
a02_sky.wav,sky, Kjee.,1.0,3
a02_smart.wav,smart, Smert.,0.5,3
a02_smerte.wav,smerte, Det smutt!,0.7,3
a02_smoer.wav,smør, Sine!,1.0,4
a02_smykke.wav,smykke, Smett det.,0.8,4
a02_snoe.wav,snø, Snøy.,0.6,3
a02_snoerr.wav,snørr, Sine!,1.0,2
a02_soele.wav,søle, Særne.,0.8333333333333334,2
a02_soelv.wav,sølv, Sører du?,0.8888888888888888,2
a02_soeppel.wav,søppel, Sikker!,0.8571428571428571,2
a02_soester.wav,søster, Det sester.,0.5454545454545454,4
a02_soet.wav,søt, Set.,0.75,3
a02_sport.wav,sport, Sputt!,0.6666666666666666,4
a02_start.wav,start, Sark.,0.8,2
a02_stjerne.wav,stjerne, Stigere.,0.625,3
a02_stoevel.wav,støvel, Stere.,0.6666666666666666,3
a02_stupe.wav,stupe, Stuttet!,0.625,3
a02_svart.wav,svart, Strak.,0.8333333333333334,4
a02_svoemme.wav,svømme, Svenne.,0.7142857142857143,3
a02_syk.wav,syk, Sik!,0.75,3
a02_sykkel.wav,sykkel, Sikken.,0.5714285714285714,2
a02_synge.wav,synge, Så!,1.6666666666666667,3
a02_taarn.wav,tårn, Torne.,0.6666666666666666,5
a02_terning.wav,terning, Ta enn.,0.8571428571428571,3
a02_tjern.wav,tjern, Sann.,1.0,4
a02_torne.wav,torne, Toen.,0.6,3
a02_tralle.wav,tralle," Løt her, eller?",0.6666666666666666,3
a02_trapp.wav,trapp, Gakta!,1.0,2
a02_tre.wav,tre," Ja, det er.",0.8181818181818182,4
a02_troll.wav,troll, Kom.,1.0,5
a02_trylle.wav,trylle, Trøng deg.,0.8,3
a02_turn.wav,turn, Kigere.,0.8571428571428571,2
a02_tynn.wav,tynn, Hva er det?,1.0,3
a02_ugle.wav,ugle, Nukle.,0.5,4
a02_vindu.wav,vindu, Hjene!,0.8333333333333334,3
a03_artist.wav,artist, Artist.,0.2857142857142857,3
a03_barn.wav,barn, Bar.,0.5,3
a03_bart.wav,bart, Baj!,0.75,4
a03_bjoern.wav,bjørn, Ja.,1.6666666666666667,2
a03_blaa.wav,blå, Pavel!,0.8333333333333334,2
a03_blad.wav,blad, Bra!,0.75,2
a03_bleie.wav,bleie, Bra i hjælp.,0.9166666666666666,2
a03_blokk.wav,blokk, Lok.,0.75,5
a03_blomst.wav,blomst, Gromps.,0.5714285714285714,1
a03_blyant.wav,blyant, Prejam.,0.8571428571428571,2
a03_boerste.wav,børste, Bist!,0.8,3
a03_briller.wav,briller, Det er enlig.,0.8461538461538461,2
a03_bro.wav,bro, Er du?,0.8333333333333334,3
a03_broed.wav,brød, Det er ikke prøve.,0.8888888888888888,4
a03_bror.wav,bror, Prøvur.,0.7142857142857143,4
a03_bryter.wav,bryter, Priter!,0.42857142857142855,3
a03_buss.wav,buss, Hjes!,0.8,3
a03_by.wav,by, Vi.,1.0,4
a03_bygge.wav,bygge, Binkier!,0.875,2
a03_doer.wav,dør, Dør.,0.5,5
a03_drikke.wav,drikke, Grikke?,0.2857142857142857,3
a03_drops.wav,drops, Trots.,0.5,4
a03_drue.wav,drue, Trø!,0.75,4
a03_dykke.wav,dykke, Det kjer!,0.7777777777777778,3
a03_dyne.wav,dyne, Ien er.,0.7142857142857143,4
a03_ekorn.wav,ekorn, Ekkun.,0.6666666666666666,5
a03_enhjoerning.wav,enhjørning, En hjertel.,0.6363636363636364,4
a03_erter.wav,erter, Og der.,0.7142857142857143,2
a03_flagg.wav,flagg, Føt.,1.25,3
a03_flakse.wav,flakse, Valt å prøkse.,0.7142857142857143,3
a03_flaske.wav,flaske, Prøv ikke det?,0.8571428571428571,2
a03_flette.wav,flette, Surt!,1.0,2
a03_flue.wav,flue, Hva er det?,0.9090909090909091,3
a03_fly.wav,fly, Frej.,1.0,2
a03_fort.wav,fort, FUT!,1.0,4
a03_fortau.wav,fortau, Ford den.,0.7777777777777778,3
a03_fortid.wav,fortid, Fordi.,0.5,3
a03_frakk.wav,frakk, Hva?,1.0,4
a03_fregner.wav,fregner, Prøinere.,0.5555555555555556,4
a03_froe.wav,frø, Hva?,1.0,4
a03_frukt.wav,frukt, Høyt!,1.0,4
a03_fugl.wav,fugl, Føt.,1.0,3
a03_garn.wav,garn, Gå han.,0.8571428571428571,3
a03_gartner.wav,gartner, Gør denne er.,0.6923076923076923,3
a03_glad.wav,glad, Blå!,0.75,3
a03_glass.wav,glass, Gras.,0.6,2
a03_glitter.wav,glitter, Griter.,0.5714285714285714,2
a03_gloer.wav,glør, Grød er.,0.75,2
a03_glorie.wav,glorie, Glodet.,0.7142857142857143,3
a03_graa.wav,grå, Bra!,0.75,2
a03_grave.wav,grave, Ger av.,0.5714285714285714,3
a03_gris.wav,gris, Kreat.,0.8333333333333334,3
a03_groenn.wav,grønn, Gyrom.,0.8333333333333334,3
a03_gul.wav,gul, En...,1.0,3
a03_gutt.wav,gutt, Det er et.,0.8,3
a03_hjerne.wav,hjerne, Jørg.,1.0,2
a03_hjerte.wav,hjerte," Ja, det.",0.875,4
a03_hjoerne.wav,hjørne," Jo, Arne.",0.6666666666666666,4
a03_hjort.wav,hjort, Jukk!,1.0,4
a03_horn.wav,horn, Og...,1.0,3
a03_hund.wav,hund, Fuh!,0.75,4
a03_hus.wav,hus, HÄH!,1.0,3
a03_huske.wav,huske, Fysk!,0.6,3
a03_hylle.wav,hylle, Hilla.,0.6666666666666666,3
a03_hytte.wav,hytte, Hitt!,0.6,3
a03_internett.wav,internett, Internet!,0.2222222222222222,4
a03_jern.wav,jern, Jan.,1.0,3
a03_jus.wav,jus, Jus!,0.5,3
a03_karneval.wav,karneval, Går du enn?,0.8181818181818182,1
a03_kart.wav,kart, Gakke!,0.8333333333333334,4
a03_kikkert.wav,kikkert, Hjikitt!,0.75,2
a03_kjerne.wav,kjerne, Sjarnet.,0.5,3
a03_klappe.wav,klappe, Groppe.,0.5714285714285714,3
a03_klem.wav,klem, Mm.,1.3333333333333333,2
a03_klo.wav,klo, Åh!,1.0,3
a03_koe.wav,kø, Ja.,1.0,4
a03_koffert.wav,koffert, Gåsvalt!,0.875,1
a03_korn.wav,korn, Kån.,1.0,4
a03_kort.wav,kort, Kottet!,0.7142857142857143,4
a03_krabbe.wav,krabbe, Grotte!,0.7142857142857143,2
a03_krakk.wav,krakk, Vi har rakt.,0.75,3
a03_kran.wav,kran, Keiram.,0.7142857142857143,3
a03_krone.wav,krone, Der er om.,0.8,3
a03_kropp.wav,kropp, Gør opp.,0.5,3
a03_krykke.wav,krykke, Trikk!,0.5,3
a03_ku.wav,ku, Tuh!,0.75,3
a03_kurv.wav,kurv, Gå!,1.3333333333333333,2
a03_kvart.wav,kvart, Blåt!,1.0,3
a03_kvern.wav,kvern, Hva er det?,0.7272727272727273,1
a03_loepe.wav,løpe," Nøa, be!",0.75,4
a03_loeve.wav,løve, Låver.,0.6666666666666666,4
a03_lue.wav,lue, Nye.,0.75,4
a03_lyn.wav,lyn, Lenn...,0.8571428571428571,3
a03_lys.wav,lys, Flizz!,0.8333333333333334,3
a03_lytte.wav,lytte, I litte.,0.5,4
a03_munn.wav,munn, Min.,0.75,4
a03_mus.wav,mus, Nye.,1.0,3
a03_noekkel.wav,nøkkel, Nei kjør.,0.8888888888888888,3
a03_oedelagt.wav,ødelagt, Er det et luck?,0.8,3
a03_oere.wav,øre, Er det?,0.7142857142857143,4
a03_oern.wav,ørn, Mm.,1.0,3
a03_planke.wav,planke, Takkje.,0.7142857142857143,2
a03_plante.wav,plante, Bra!,1.25,2
a03_plaster.wav,plaster, Det er praster.,0.6,3
a03_pluss.wav,pluss, Hvis du ikke prøver?,0.95,2
a03_plystre.wav,plystre, Pristre.,0.5,3
a03_port.wav,port, Funt!,0.8,3
a03_premie.wav,premie, Nå er det.,0.8,4
a03_prins.wav,prins, Pris.,0.6,4
a03_pute.wav,pute, Hva er det?,0.9090909090909091,4
a03_roed.wav,rød, Har du?,0.7142857142857143,4
a03_rund.wav,rund, Hva er det?,0.9090909090909091,3
a03_sjakk.wav,sjakk, Hjæt.,0.8,2
a03_sjiraff.wav,sjiraff, Hjir av.,0.5,4
a03_sjoe.wav,sjø, –Jeg. –Jeg.,1.0,4
a03_sju.wav,sju, Skjee!,0.8333333333333334,4
a03_ski.wav,ski, Si!,1.0,4
a03_skilpadde.wav,skilpadde, Helt pate!,0.8,3
a03_skinke.wav,skinke, Hjent!,0.8333333333333334,3
a03_skip.wav,skip, Ship!,0.6,4
a03_skitten.wav,skitten, Sitten.,0.42857142857142855,3
a03_skive.wav,skive, Hei!,1.0,3
a03_skjaere.wav,skjære, Sjær!,0.6,4
a03_skjema.wav,skjema, Jemma.,0.8333333333333334,4
a03_skjerf.wav,skjerf, Hjede!,0.8333333333333334,2
a03_skjerm.wav,skjerm, Jager du?,0.7777777777777778,3
a03_skjoert.wav,skjørt, Sikte!,1.0,5
a03_skjorte.wav,skjorte, Jute!,1.2,4
a03_skoeyter.wav,skøyter, Shater!,0.7142857142857143,3
a03_skulder.wav,skulder, Skølter.,0.5,3
a03_sky.wav,sky, Hjæ.,1.0,4
a03_smart.wav,smart, Hjumar.,0.5714285714285714,2
a03_smerte.wav,smerte, Hjulm at det.,0.7692307692307693,3
a03_smoer.wav,smør, Som er.,0.7142857142857143,4
a03_smykke.wav,smykke, Simikker.,0.5555555555555556,4
a03_snoe.wav,snø, Nå.,1.0,5
a03_snoerr.wav,snørr, Snør!,0.4,3
a03_soele.wav,søle, Sjørne.,0.7142857142857143,3
a03_soelv.wav,sølv, Følgelig.,0.7777777777777778,3
a03_soeppel.wav,søppel, įper.,1.0,2
a03_soester.wav,søster, Sast her.,0.5555555555555556,4
a03_soet.wav,søt, Sånn!,1.0,2
a03_sport.wav,sport, Spert!,0.5,3
a03_start.wav,start, Start!,0.3333333333333333,3
a03_stjerne.wav,stjerne," Stig, han.",0.8,3
a03_stoevel.wav,støvel, Stuffer?,0.75,2
a03_stupe.wav,stupe, Stuppe!,0.42857142857142855,4
a03_svart.wav,svart, Hva?,0.75,2
a03_svoemme.wav,svømme, Sjøy meg.,0.6666666666666666,3
a03_syk.wav,syk, Hæ?,1.0,2
a03_sykkel.wav,sykkel, Skikkele.,0.5555555555555556,4
a03_synge.wav,synge, King!,0.6,3
a03_taarn.wav,tårn, Tor.,0.75,3
a03_terning.wav,terning, Tang!,1.2,2
a03_tjern.wav,tjern, Sja!,1.0,5
a03_torne.wav,torne, Tåne!,0.8,4
a03_tralle.wav,tralle, Hva er det?,0.8181818181818182,1
a03_trapp.wav,trapp, Ratt.,1.0,3
a03_tre.wav,tre, Reng.,1.0,3
a03_troll.wav,troll, Tron.,0.6,4
a03_trylle.wav,trylle, Tål!,1.25,3
a03_turn.wav,turn, Jule.,0.8,3
a03_tynn.wav,tynn, Xin.,0.75,2
a03_ugle.wav,ugle, Hvor er det?,0.9166666666666666,3
a03_vindu.wav,vindu, Winde.,0.5,3
a04_artist.wav,artist, Arthist.,0.375,3
a04_barn.wav,barn, Bør!,0.75,4
a04_bart.wav,bart, Bart!,0.4,3
a04_bjoern.wav,bjørn, Vi er!,0.8333333333333334,4
a04_blaa.wav,blå, Blå!,0.5,5
a04_blad.wav,blad, Blar!,0.6,3
a04_bleie.wav,bleie, Bra i hjælp.,0.9166666666666666,2
