score,input_string,PER,WER,translated_string,translated_CER,translated_WER,length_deviation_words,unique_id's,speaker_id's,audio_name,audio_path,model_name
3,myr flue ødelagt tjern trikk drikke kran trikk glorie dyne,0.11494252873563218,0.6,tjenke blods sjarn ljus snall blomstei søde blomst søde bost,0.8448275862068966,1.0,0,"['d02', 'a04', 'd07', 'a34', 'a10', 'a29', 'a21', 'a18', 'a26', 'a28']","['a18', 'a04', 'a10', 'd02', 'a34', 'a26', 'a29', 'a21', 'a28', 'd07']",words_0_10.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,stjerne svare fjær svømme hjerte sykkel kø kvart munn trylle,0.2247191011235955,0.9,sjive sørt jøne klistele plantet farø litte fret sjøne trykk,0.7166666666666667,1.0,0,"['a29', 'a21', 'a10', 'a22', 'a11', 'a01', 'a28', 'a19', 'a15']","['a19', 'a28', 'a15', 'a22', 'a21', 'a29', 'a11', 'a10', 'a15', 'a01']",words_10_20.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,flette flakse sport barn kvern vindu synge grave smerte stupe,0.3373493975903614,1.0,grytter grame fortid rå glønn prins odrun tur gur skydde,0.6721311475409836,1.0,0,"['a04', 'a09', 'a02', 'a03', 'a32', 'a11', 'd18', 'a13', 'a08']","['a02', 'a09', 'a03', 'd18', 'a04', 'a03', 'a08', 'a13', 'a11', 'a32']",words_20_30.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,skitten skulder troll smykke internett skjorte sky glør tar glør,0.449438202247191,1.0,sikkert klop grør kjorte mitt køkken pol sky snør blåle,0.671875,1.0,0,"['a30', 'a20', 'a32', 'a34', 'a16', 'a05', 'a13', 'a06']","['a16', 'a06', 'a06', 'a32', 'a34', 'a13', 'a05', 'a32', 'a20', 'a30']",words_30_40.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,flette glør bjørn skilpadde skive jern skjørt blå bryter lytte,0.5074626865671642,1.0,hund fakse prenn kjolde bødd bær bryter bire bjørn kurs,0.7741935483870968,1.0,0,"['a17', 'a14', 'a22', 'a11', 'a07', 'a18', 'a05', 'a27']","['a22', 'a05', 'a17', 'a05', 'a14', 'a18', 'a27', 'a11', 'a05', 'a07']",words_40_50.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,erter ødelagt smykke glør støvel sky sølv lun bleie dyne,0.05333333333333334,0.3,triller hilla si huske tyn bokre drobbe sestil svømme svart,0.8035714285714286,1.0,0,"['a09', 'a02', 'a34', 'd14', 'a23', 'a11', 'a07', 'a26']","['a26', 'a34', 'a09', 'd14', 'a07', 'a23', 'a09', 'a34', 'a11', 'a02']",words_50_60.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,grave syl ny plaster bart skinke støvel søster søle torne,0.25842696629213485,1.0,kofferts tårnet bygge bra dygne sky krikke grykke blø glitter,0.8421052631578947,1.0,0,"['d05', 'd12', 'a20', 'a09', 'a32', 'a29', 'd14', 'a23', 'a05', 'a15']","['a09', 'a20', 'a29', 'd14', 'd05', 'a05', 'a15', 'd12', 'a23', 'a32']",words_60_70.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,krykke ryke kikkert sky planke skjorte plaster kran ødelagt rød,0.3473684210526316,1.0,svart ekko glør tår blålke løpe stjernet lyre fara rind,0.7142857142857143,1.0,0,"['a04', 'd10', 'd14', 'a23', 'a11', 'a26', 'a33', 'a27']","['a33', 'a27', 'd10', 'a04', 'a11', 'a11', 'a23', 'a27', 'a26', 'd14']",words_70_80.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,sølv kvern koffert kjerne dykke flakse frø sjø kvart kran,0.4266666666666667,1.0,grur karappe stube kjøtt trylle tytte kitten trø blå,0.7719298245614035,1.0,-1,"['a30', 'a02', 'a32', 'a34', 'd13', 'a28', 'a13', 'a08']","['a28', 'a30', 'a30', 'd13', 'a08', 'a28', 'a13', 'a34', 'a32', 'a02']",words_80_90.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,sølv krykke internett brød ugle hytte skjørt krakk glitter hund,0.5056179775280899,1.0,støffel søkkel trykk svøtt frikt blå stupe tone sir brul,0.7777777777777778,1.0,0,"['a14', 'a34', 'a22', 'a07', 'd13', 'a12', 'a08', 'a05', 'a15', 'a33']","['a05', 'a34', 'a07', 'a12', 'd13', 'a15', 'a22', 'a33', 'a14', 'a08']",words_90_100.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,sur bleie krakk skjerf frakk bygge flakse glitter glorie stjerne,0.22988505747126436,1.0,krone fattig stark kikkert kull lille brød søl blent vikkorn,0.765625,1.0,0,"['a30', 'd02', 'a17', 'a09', 'a16', 'a11', 'a18', 'a26', 'd08']","['a30', 'a16', 'd08', 'a09', 'a11', 'a18', 'a16', 'a26', 'd02', 'a17']",words_100_110.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,glorie bleie hjørne dyne støvel krakk krakk fly skitten rød,0.3493975903614458,1.0,sør dår drabb fri lipp knar hitta fraske kjerl krem,0.7796610169491526,1.0,0,"['a09', 'a03', 'a11', 'a25', 'a01', 'a28', 'a05', 'a08', 'a27']","['a08', 'a28', 'a05', 'a05', 'a11', 'a01', 'a25', 'a27', 'a03', 'a09']",words_110_120.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,sport plante kjerne kart pluss lys ku koffert kart kvern,0.43209876543209874,1.0,fyr grupp tørn skuldig frakse bært lytter lytte tone,0.8035714285714286,1.0,-1,"['d08', 'a20', 'a14', 'a32', 'a29', 'a07', 'a25', 'a28', 'a15', 'd09']","['d09', 'a29', 'a14', 'a15', 'a20', 'a28', 'a07', 'd08', 'a32', 'a25']",words_120_130.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,brun planke planke ku krakk svømme drue pluss kropp munn,0.5057471264367817,1.0,kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør kjør,12.821428571428571,14.8,138,"['a02', 'a16', 'a21', 'a10', 'a22', 'a25', 'a12', 'a26', 'a19', 'a06']","['a19', 'a10', 'a16', 'a12', 'a21', 'a06', 'a22', 'a26', 'a25', 'a02']",words_130_140.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,hjørne svart drops trille stupe bart skitten planke briller skilpadde,0.26881720430107525,1.0,krak lite bar sput pruss karn fraske frakse kille dår,0.6811594202898551,1.0,0,"['a17', 'a14', 'a34', 'a23', 'd11', 'd13', 'a25', 'a12', 'a05', 'a19']","['d11', 'a23', 'd13', 'a17', 'a05', 'a25', 'a14', 'a19', 'a34', 'a12']",words_140_150.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,kvart jern glis løve hytte brød smart trykk artist søt,0.3246753246753247,1.0,bramst frætta hvart sol blatt sil grå kraan forteve stene,0.7962962962962963,1.0,0,"['a30', 'a03', 'a32', 'a34', 'a21', 'a12', 'a19', 'a06']","['a30', 'a32', 'a19', 'a06', 'a21', 'a34', 'a21', 'a34', 'a03', 'a12']",words_150_160.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,plystre hjerne hjerne glør trille søster fly skinke støvel rød,0.43209876543209874,1.0,krem selv ligen øre herreke gute hull pristle dikke fåttid,0.7419354838709677,1.0,0,"['a04', 'a02', 'a09', 'a14', 'a21', 'a01', 'a26', 'a05', 'a06']","['a14', 'a01', 'a05', 'a02', 'a21', 'a04', 'a09', 'a26', 'a06', 'a01']",words_160_170.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,syr ørn sverd lytte kort frukt smart hjørne lærer trapp,0.5060240963855421,1.0,kartner brad gris sestel svart skytte kaka likker bla klar,0.8,1.0,0,"['a17', 'a02', 'a32', 'a22', 'a11', 'a01', 'a26', 'a08', 'a06']","['a26', 'a11', 'a22', 'a01', 'a26', 'a06', 'a02', 'a17', 'a32', 'a08']",words_170_180.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,blyant premie hylle blad myk drops glis kort jus sjakk,0.24175824175824176,0.9,lin blomst hjerne bio lykke litte bær krappe bra,0.7037037037037037,1.0,-1,"['a20', 'd16', 'a22', 'a26', 'a28', 'a13', 'a08', 'a06']","['a06', 'a22', 'a08', 'a22', 'a28', 'a22', 'a20', 'a13', 'd16', 'a26']",words_180_190.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,tjern fort glis sylte drops koffert horn plaster svømme blad,0.35802469135802467,1.0,arter pol krøf eggen fri kull brokk grønn lyn tepp,0.7833333333333333,1.0,0,"['d19', 'a17', 'a31', 'd17', 'a29', 'a25', 'a08', 'a27']","['a08', 'a29', 'a27', 'a29', 'd19', 'a25', 'a27', 'a17', 'd17', 'a31']",words_190_200.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,dyne blå blå glass trylle turn skip skive hjort frø,0.39759036144578314,1.0,mus geavern svare frøl jæren bart kruppe keter rød hjelpe,0.8627450980392157,1.0,0,"['a29', 'd14', 'a23', 'a11', 'a25', 'a22', 'a33', 'a05', 'd08']","['d08', 'a05', 'a23', 'd14', 'a05', 'a25', 'a11', 'a29', 'a22', 'a33']",words_200_210.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,start plante smart terning drikke ski prins vindu glis smart,0.5063291139240507,1.0,hjuss hjuss briant svarer sik gloria tjene tund synke fortid bruss,0.8166666666666667,1.1,1,"['a30', 'a04', 'a32', 'a31', 'a10', 'a26', 'a05', 'a15', 'd03', 'a27']","['a05', 'a10', 'a15', 'a26', 'a31', 'a04', 'd03', 'a30', 'a32', 'a27']",words_210_220.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,grave tralle jus start ugle terning horn glass port briller,0.22988505747126436,0.9,vraje godt druet grå kurv findel fløske klys kortner hjerne,0.7288135593220338,1.0,0,"['a02', 'a29', 'd14', 'a23', 'a07', 'a26', 'd03', 'a06']","['d14', 'a29', 'a02', 'a26', 'a06', 'a02', 'd03', 'a23', 'a07', 'a23']",words_220_230.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,kjerne skitten trikk horn hylle knar hjørne børste støvel skinke,0.3333333333333333,1.0,krem hurt kron hjørn støve krupp søma kur kron lys,0.703125,1.0,0,"['a30', 'a02', 'd01', 'a10', 'a21', 'a22', 'a25', 'a01', 'a27']","['a25', 'a27', 'a30', 'd01', 'a02', 'a21', 'a22', 'a01', 'a10', 'a10']",words_230_240.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,kurv tralle løpe prins glass kvern smykke blå fly fjorten,0.43661971830985913,1.0,smart blomst kort mikk krar smikke skjøl renn val tvartid,0.7719298245614035,1.0,0,"['d19', 'a14', 'a16', 'a25', 'd11', 'a01', 'a26', 'd18', 'a15']","['a15', 'a25', 'd19', 'd18', 'a26', 'd11', 'a25', 'a16', 'a14', 'a01']",words_240_250.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,hylle kvern grønn artist fregner blad mus fortid pluss skjorte,0.5074626865671642,1.0,sport krog fortell krek skulle graf skitten tremie bil,0.7903225806451613,1.0,-1,"['d19', 'a17', 'a04', 'a20', 'a02', 'a10', 'a12', 'a05', 'a15', 'd03']","['d03', 'a17', 'a02', 'd19', 'a10', 'a20', 'a05', 'a15', 'a04', 'a12']",words_250_260.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,karneval klem frukt turn grønn trikk start glitter grå lyn,0.20224719101123595,0.9,sølv bra skytten karnevar bort prins løft løft trove skjerm bort,0.8620689655172413,1.1,1,"['d05', 'a17', 'a04', 'a03', 'a14', 'a32', 'a34', 'a12', 'a08', 'a15']","['d05', 'a17', 'a15', 'a12', 'a03', 'a14', 'a34', 'a04', 'a08', 'a32']",words_260_270.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
3,bryter bryter briller kikkert start hund lyn gris fugl krykke,0.3150684931506849,1.0,blomst svart sterne løve hun lone gliter gull kvart trepp,0.7377049180327869,1.0,0,"['d05', 'a03', 'a14', 'a10', 'a23', 'a12', 'a26', 'a15', 'd03']","['a23', 'd03', 'a14', 'a10', 'a12', 'd05', 'a03', 'a15', 'a23', 'a26']",words_270_280.wav,../3x10_Concatenations/3x10_score_3_mixed,Medium
4,kart rund tre fregner garn krakk krykke pære flue sølv,0.43010752688172044,1.0,siten bleie snikke brå trylle bra fyrte ekko stube kjørt,0.7777777777777778,1.0,0,"['a17', 'a02', 'd10', 'd07', 'a29', 'd11', 'a26', 'a28', 'a19', 'a15']","['a17', 'a26', 'a28', 'a02', 'd10', 'd07', 'd11', 'a19', 'a15', 'a29']",words_0_10.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,lytte skinke tralle skip søppel sjiraff turn klo koffert smart,0.5064935064935064,1.0,stupe fortet sølv bryter kjære ny huske kofarch gris huske,0.7741935483870968,1.0,0,"['a30', 'a20', 'd17', 'a29', 'a10', 'a05', 'a13', 'a19', 'a33', 'a06']","['a13', 'd17', 'a30', 'a20', 'a19', 'a33', 'a06', 'a29', 'a10', 'a05']",words_10_20.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,klær smerte munn drikke dykke skjære ryke skip dykke skjære,0.22666666666666666,1.0,dør glass krab frø port ekko trapp grave start kynke,0.7627118644067796,1.0,0,"['a30', 'a04', 'a14', 'a32', 'a31', 'a29', 'a22', 'a26', 'a28']","['a32', 'a28', 'a26', 'a04', 'a29', 'a22', 'a30', 'a14', 'a04', 'a31']",words_20_30.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,jus pære krabbe karneval torne skjørt skilpadde syr knær knær,0.3132530120481928,1.0,kjenke skulder drykke bror gjerne flue sport lund kon grave,0.8032786885245902,1.0,0,"['a17', 'a14', 'a32', 'a31', 'a34', 'a21', 'd14', 'a25', 'a08']","['a21', 'a25', 'd14', 'a34', 'a31', 'a08', 'a17', 'a32', 'a14', 'a21']",words_30_40.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,flette kran frakk blyant korn start planke skjære skøyter barn,0.43209876543209874,1.0,stynke svalge plut sjørf blad ljø prins kron snøkke gris,0.7419354838709677,1.0,0,"['a30', 'a14', 'a32', 'a16', 'd11', 'a28', 'a15', 'd08']","['a15', 'a28', 'a28', 'a14', 'a16', 'a15', 'd08', 'a30', 'd11', 'a32']",words_40_50.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,sulte søt ekorn kran sil bart dør sølv kikkert blokk,0.5063291139240507,1.0,frukt syma klær snør piss svamme jern sjære kjakk trulle,0.75,1.0,0,"['d05', 'd12', 'a10', 'a21', 'a25', 'a18', 'a26', 'a08', 'd03']","['a25', 'a26', 'd03', 'd05', 'a21', 'a10', 'a25', 'a18', 'a08', 'd12']",words_50_60.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,blad øre prins blyant erter ørn søppel lys brun bryter,0.11494252873563218,0.6,sik fortid brun sigel hille rikke trille frøten hjørne glass,0.8888888888888888,1.0,0,"['a17', 'a04', 'a09', 'a14', 'd07', 'a29', 'a26', 'a13', 'a08', 'd03']","['a13', 'a09', 'a14', 'd07', 'a08', 'a29', 'a17', 'a26', 'd03', 'a04']",words_60_70.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,svømme kikkert karneval blod huske børste ski garn briller jern,0.2247191011235955,0.9,fortidt internet hjøraff flaske jut frø fjord brunn jønn løve,0.7936507936507936,1.0,0,"['a16', 'd14', 'a22', 'd13', 'a26', 'a28', 'a13', 'd09', 'a27']","['d14', 'd13', 'a22', 'a16', 'a28', 'a13', 'd09', 'a26', 'a27', 'd13']",words_70_80.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,kvern glitter grønn kurv drops lytte sjø gutt plaster bygge,0.3373493975903614,1.0,hus krikke lytte gort lærer full kjema hjørne kjørne rød,0.7966101694915254,1.0,0,"['a30', 'a29', 'a21', 'd14', 'a22', 'd11', 'a18', 'a01', 'a15', 'd08']","['a29', 'd08', 'd11', 'a22', 'a18', 'a15', 'a01', 'a21', 'a30', 'd14']",words_80_90.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,sjiraff port smerte barn myk vindu bra glad hus sylte,0.449438202247191,1.0,lyn glitter erter batch hjerte fortid rød sjøt gutt sju,0.8113207547169812,1.0,0,"['d19', 'a20', 'd07', 'a16', 'a10', 'a22', 'a18', 'a33', 'a27']","['a10', 'a22', 'a16', 'a18', 'a33', 'd19', 'a20', 'd07', 'a27', 'a20']",words_90_100.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,synge kjerne skjerm bjørn terning gris øre flakse skilpadde ku,0.5074626865671642,1.0,rike krønn hilla gris sylte hjurt sykkel kjorte gris kronen,0.8064516129032258,1.0,0,"['d02', 'a04', 'a02', 'd17', 'd15', 'a18', 'a26', 'a01', 'a28']","['a18', 'a02', 'd17', 'd15', 'a18', 'd02', 'a04', 'a26', 'a28', 'a01']",words_100_110.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,rike blad bryter bror fjorten munn sulte grønn trille troll,0.05333333333333334,0.3,bjørn gris sikk sjip kuffert orer huske grønn kure seraf,0.711864406779661,0.9,0,"['a14', 'a32', 'a31', 'd06', 'a10', 'a23', 'a18', 'd03', 'a19', 'a33']","['a31', 'a18', 'a10', 'd06', 'a19', 'a33', 'a32', 'd03', 'a23', 'a14']",words_110_120.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,stjerne dyne mur fly pluss plaster skitten dør garn stupe,0.25842696629213485,1.0,barn bar krikke kofet fortid rød sjema frø kulf litte,0.7894736842105263,1.0,0,"['a17', 'a32', 'd10', 'd17', 'a21', 'a11', 'a05', 'a13', 'd03']","['a05', 'd17', 'a17', 'd10', 'd10', 'a13', 'd03', 'a11', 'a32', 'a21']",words_120_130.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,tjern flette fjorten skive hytte bro karneval flette mus skinke,0.3473684210526316,1.0,krabbe kart kjerne kjør gine flue søt sviter vindun tårn,0.7777777777777778,1.0,0,"['a30', 'd02', 'a17', 'd10', 'd07', 'a25', 'a18', 'a05', 'a33']","['a33', 'a05', 'a25', 'a25', 'd10', 'd07', 'a30', 'a18', 'd02', 'a17']",words_130_140.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,svømme skjorte tre børste tjern internett brun trapp hytte skjerf,0.4266666666666667,1.0,bare smikke sky ør for tid lin krok plaster fort løpe,0.7230769230769231,1.1,1,"['d19', 'a04', 'd16', 'd07', 'd01', 'a16', 'd13', 'a12', 'a08', 'a15']","['d19', 'd13', 'd16', 'a04', 'd01', 'a15', 'a08', 'd07', 'a16', 'a12']",words_140_150.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,blokk ni tårn artist klær skjerm synge syl sky kart,0.5056179775280899,1.0,troll barn hun karneval lys svære skjern brun beror lys,0.7843137254901961,1.0,0,"['a31', 'a21', 'a22', 'a01', 'a26', 'a13', 'd08', 'a27']","['a13', 'a26', 'a22', 'a31', 'a21', 'd08', 'a01', 'a26', 'a27', 'a26']",words_150_160.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,bart brun frakk flette krakk børste blokk grave støvel kropp,0.22988505747126436,1.0,prante premi bær gull orn keister kjøkk jord mur skjerm,0.7666666666666667,1.0,0,"['d05', 'd02', 'd10', 'd07', 'a34', 'd15', 'a26', 'a05', 'd03', 'a06']","['a05', 'd15', 'd03', 'a26', 'd05', 'a06', 'd10', 'd02', 'a34', 'd07']",words_160_170.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,glorie krabbe frø buss by skjerm bart plaster trapp svart,0.3493975903614458,1.0,kan tone der brår grønn frek gull blanke tron nydel,0.7368421052631579,1.0,0,"['a04', 'd12', 'a20', 'a14', 'a34', 'a29', 'a21', 'a33']","['a14', 'a20', 'a34', 'a21', 'a33', 'a04', 'd12', 'd12', 'a04', 'a29']",words_170_180.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,kart dyne enhjørning nøkkel tårn lærer glass ryke sykkel fortid,0.43209876543209874,1.0,bror skulde lytte sørre løpe børste engjørning gris hitte sulte,0.8571428571428571,1.0,0,"['d12', 'a09', 'd06', 'a34', 'a23', 'a26', 'a19', 'a33']","['d12', 'a26', 'a19', 'a33', 'd06', 'a33', 'a34', 'a34', 'a23', 'a09']",words_180_190.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,hjørne vindu hjørne klem kjerne pluss skjørt skjorte rund troll,0.5057471264367817,1.0,sjø svenne troll nøkkel trille stupe bra lite forto sy,0.7301587301587301,1.0,0,"['d09', 'a04', 'd16', 'a03', 'a29', 'a01', 'a28', 'a13', 'a33']","['a01', 'a04', 'a33', 'a01', 'a29', 'd16', 'a13', 'a03', 'd09', 'a28']",words_190_200.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,fugl hjort sjiraff kropp planke svømme bleie hjerte hus blå,0.26881720430107525,1.0,mus batch kira nackyl snør svart fort kjære svart mus,0.7288135593220338,1.0,0,"['a17', 'a14', 'a32', 'a29', 'a25', 'a01', 'a28', 'd03', 'd08']","['a17', 'd08', 'a01', 'a28', 'a32', 'a01', 'a25', 'a14', 'd03', 'a29']",words_200_210.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,sky torne flue frakk søppel pute pære dykke lyn karneval,0.3246753246753247,1.0,pot rønn sjø frukt sjø spart rønn sjødpadde svart jan,0.7321428571428571,1.0,0,"['a30', 'a20', 'a32', 'a29', 'd14', 'a23', 'a22', 'a25', 'a15']","['a32', 'a29', 'd14', 'a30', 'a23', 'a23', 'a15', 'a20', 'a22', 'a25']",words_210_220.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,myk glitter bror kart løpe skjema sverd frakk dyne krakk,0.43209876543209874,1.0,kropp kjerat lue breie snø rød klær synke tårn sjøtt,0.7678571428571429,1.0,0,"['a20', 'd04', 'a09', 'a14', 'a32', 'a31', 'a10', 'a21', 'a33', 'd09']","['a21', 'd09', 'd04', 'a31', 'a14', 'a32', 'a33', 'a20', 'a09', 'a10']",words_220_230.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
4,rund kropp støvel kvern stupe hjerte sur lærer ødelagt drikke,0.5060240963855421,1.0,hjørte fjorten bro ny hjørte hytte sjømme forte flakse bar,0.8032786885245902,1.0,0,"['d05', 'a30', 'd16', 'a31', 'a22', 'd13', 'a18', 'a05', 'd09']","['d05', 'd16', 'a30', 'd13', 'a22', 'a05', 'a31', 'a18', 'd09', 'a30']",words_230_240.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
