score,input_string,PER,WER,translated_string,translated_CER,translated_WER,length_deviation_words,unique_id's,speaker_id's,audio_name,audio_path,model_name
3,blomst synge kjerne hjort trylle trapp klappe ni krakk syr,0.43209876543209874,1.0,hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel,14.96551724137931,22.2,212,"['a02', 'a10', 'a21', 'a29', 'a12', 'a18', 'a08', 'a28', 'a05', 'a15']","['a02', 'a15', 'a10', 'a05', 'a12', 'a28', 'a08', 'a21', 'a18', 'a29']",words_160_170.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,sylte kurv syl kurv dyne tjern pute enhjørning krone prins,0.5060240963855421,1.0,karne brad gyris sestyn sfart skitten gakka lekker brad kral,0.8103448275862069,1.0,0,"['a32', 'd10', 'a31', 'a34', 'a16', 'a01', 'd18', 'a08']","['a34', 'a01', 'a31', 'd10', 'a01', 'a08', 'a32', 'a08', 'a16', 'd18']",words_170_180.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,hus terning horn barn flue glør hus pluss kurv søt,0.24175824175824176,0.9,lin blomst jan vi er ikke det litt bare kroppet bra bra,0.9,1.2,2,"['d19', 'd02', 'a17', 'd01', 'a10', 'a22', 'a11', 'a05', 'a06']","['a11', 'a10', 'd01', 'a22', 'a22', 'a05', 'a06', 'a17', 'd19', 'd02']",words_180_190.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,skøyter lytte fjorten blokk klone gartner ekorn sky grave løpe,0.35802469135802467,1.0,arter boll kyrf øggen fri gullen brok grøn løn ti opp,0.7258064516129032,1.1,1,"['a09', 'a32', 'a31', 'd11', 'a01', 'a26', 'a28', 'd18']","['a28', 'd11', 'a09', 'a01', 'a31', 'a26', 'a28', 'd18', 'a09', 'a32']",words_190_200.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,briller hjort ku tjern sport trikk port skitten dyne turn,0.39759036144578314,1.0,miske og sjvade føl jære bart klippet shater irra jævde,0.7192982456140351,1.0,0,"['a04', 'a14', 'd06', 'a10', 'a22', 'a25', 'a07', 'a12', 'a13']","['a14', 'a04', 'a25', 'a10', 'a25', 'a22', 'a07', 'a13', 'a12', 'd06']",words_200_210.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,by drikke by skjære hus synge bro krykke fjorten horn,0.5063291139240507,1.0,ius bryjant svar sik gloria kjøn tøn finge forditt prøs,0.8301886792452831,1.0,0,"['d19', 'a09', 'a02', 'a31', 'a23', 'a22', 'a19', 'a12', 'a08']","['a19', 'a31', 'a09', 'd19', 'a08', 'a12', 'a12', 'a22', 'a02', 'a23']",words_210_220.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,sulte port ryke kropp by nøkkel krykke bart blå brød,0.22988505747126436,0.9,grøy godt drur grur kyrf findel floske please godtne gjørne,0.8076923076923077,1.0,0,"['a04', 'a23', 'a25', 'a12', 'a01', 'a28', 'a13', 'd03', 'a27']","['a23', 'a23', 'a28', 'a27', 'a01', 'a25', 'a12', 'a04', 'a13', 'd03']",words_220_230.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,krone hjort bjørn gris skive skilpadde bjørn glis ørn jus,0.3333333333333333,1.0,kremet høyt grud jøn støvret grøv sjema kyr kjennen lys,0.7368421052631579,1.0,0,"['a03', 'a32', 'a23', 'a25', 'a26', 'a13', 'a08', 'd09']","['a03', 'a25', 'a32', 'a32', 'a23', 'a08', 'a13', 'a26', 'd09', 'a23']",words_230_240.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,brå bleie klappe klappe sølv stupe flaske tær støvel tynn,0.43661971830985913,1.0,smart blomst oj mik krav smikke røy den den den kortid,0.7894736842105263,1.1,1,"['a30', 'a20', 'a03', 'a32', 'a34', 'a21', 'a07', 'a01', 'a26']","['a21', 'a01', 'a30', 'a03', 'a26', 'a32', 'a20', 'a34', 'a07', 'a21']",words_240_250.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,klappe glør kart fort ski kjerne krykke løve hjerte smart,0.5074626865671642,1.0,sport sport kro forten grekk skulle gd a shitten treme ja bi,0.7543859649122807,1.2,2,"['d12', 'a09', 'a14', 'a32', 'a29', 'a11', 'a25', 'a08', 'd09', 'a06']","['a29', 'a08', 'a11', 'a25', 'a06', 'a14', 'a32', 'd12', 'a09', 'd09']",words_250_260.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,karneval trille stupe stjerne erter internett horn lærer kropp ryke,0.20224719101123595,0.9,søl dra skitten korn og var burt prins trille trøven kjenn burt,0.7761194029850746,1.2,2,"['a17', 'a02', 'a09', 'a32', 'd10', 'a16', 'a11', 'd11', 'a01', 'a27']","['a32', 'a16', 'a11', 'a09', 'a02', 'a01', 'd11', 'a27', 'd10', 'a17']",words_260_270.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,ødelagt blod stjerne hund sky start briller bart hytte smart,0.3150684931506849,1.0,blomst svart skjern løven hun løn blittet gult gult gult trepp,0.7333333333333333,1.1,1,"['a30', 'd05', 'a09', 'a02', 'a03', 'a21', 'a07', 'a26', 'a05', 'd09']","['a09', 'a30', 'a07', 'd05', 'a02', 'a05', 'd09', 'a26', 'a03', 'a21']",words_270_280.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
4,dykke mur skjære internett dør torne frakk ødelagt sulte kjerne,0.43010752688172044,1.0,siden flaj smitt bro trelle bra sorte ekkon stupe kjørt,0.7142857142857143,1.0,0,"['a30', 'a17', 'd04', 'a03', 'a32', 'a34', 'a23', 'a28', 'a15', 'd03']","['a34', 'a30', 'a32', 'a23', 'a17', 'd04', 'a03', 'a15', 'a28', 'd03']",words_0_10.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,sjiraff drue stær tjern grå karneval grave søppel skøyter søle,0.5064935064935064,1.0,stupe fattelt selv breider kjære ni huske go forts gitties,0.7580645161290323,1.0,0,"['a17', 'a26', 'a20', 'd04', 'd01', 'a23', 'd11', 'a18', 'a08', 'a19']","['a18', 'a08', 'a23', 'a17', 'a19', 'd04', 'a20', 'd01', 'a26', 'd11']",words_10_20.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,frakk grave bro hjort prins tær start sjiraff krakk svære,0.22666666666666666,1.0,dør lets kjøp ser du port er korn tjøp kjøv start shingt,0.7894736842105263,1.2,2,"['d02', 'a09', 'a03', 'd07', 'a10', 'a11', 'a26', 'a19', 'a06', 'a27']","['a09', 'd02', 'a11', 'a06', 'a26', 'a19', 'a10', 'a03', 'd07', 'a27']",words_20_30.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,blokk flue koffert pute premie sølv klappe mus blad syl,0.3132530120481928,1.0,sink stulter trik beror gjørne flue sport lund kund grøde,0.8363636363636363,1.0,0,"['a30', 'd10', 'd06', 'd01', 'd15', 'a19', 'a18', 'a15', 'd08', 'a06']","['d10', 'a30', 'a15', 'a06', 'd06', 'a18', 'd01', 'd15', 'd08', 'a19']",words_30_40.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,mus garn ørn bygge glorie knær lyn sjiraff sulte stjerne,0.43209876543209874,1.0,stunke svarlig det er det det er skjørt någ fy pedins grøn mekken gvis,0.9642857142857143,1.4,4,"['a20', 'a02', 'a14', 'd06', 'd17', 'a34', 'a23', 'a25', 'a26', 'a27']","['a23', 'a26', 'd17', 'd06', 'a02', 'a14', 'a27', 'a20', 'a25', 'a34']",words_40_50.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,støvel drue erter lytte by gris skjørt glis kjerne trylle,0.5063291139240507,1.0,frukut kjøm og klært snir pis svammel ja sjære kjøk trulle,0.7543859649122807,1.1,1,"['d12', 'a20', 'a14', 'a31', 'd15', 'a07', 'a25', 'a26', 'a05', 'a15']","['a26', 'a20', 'd15', 'a14', 'a07', 'a25', 'a05', 'a15', 'a31', 'd12']",words_50_60.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,stupe hjørne kort øre ødelagt børste lys frø tårn internett,0.11494252873563218,0.6,skik fartid fly cykel hilde drikke trille friøten gjør jeg den glas,0.8983050847457628,1.2,2,"['a04', 'a03', 'a31', 'a29', 'a16', 'a23', 'a05', 'a08', 'd09']","['a31', 'a03', 'a08', 'a23', 'd09', 'a05', 'a29', 'a03', 'a16', 'a04']",words_60_70.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,skip hylle sky smerte tjern svart svømme rund erter sulte,0.2247191011235955,0.9,40 internet fyr af flasket juk frø fyr bry iran løfe,0.8070175438596491,1.1,1,"['a17', 'a20', 'd16', 'd14', 'a25', 'a33', 'a28', 'd08', 'a06', 'a27']","['a28', 'd08', 'a06', 'a25', 'a27', 'd16', 'd14', 'a33', 'a17', 'a20']",words_70_80.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,ekorn blomst kort sverd fregner kropp lue hjørne bror jern,0.3373493975903614,1.0,hysk kiske lytte gort lørre fjul kjømmer ianne kjøn frul,0.7758620689655172,1.0,0,"['a17', 'a20', 'a09', 'a03', 'd11', 'a18', 'a26', 'd03']","['d03', 'a26', 'd11', 'a26', 'a18', 'a09', 'a17', 'a18', 'a03', 'a20']",words_80_90.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,sil port kart skjerf dykke krone løpe bygge troll krabbe,0.449438202247191,1.0,lige glitter er det høyt gjørte forkid ja sørt gyt sjul,0.8392857142857143,1.1,1,"['a20', 'a03', 'a14', 'a32', 'd01', 'a23', 'a11', 'a25', 'a26', 'a05']","['a25', 'a05', 'a23', 'a32', 'a11', 'a14', 'd01', 'a26', 'a03', 'a20']",words_90_100.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,fugl korn grave ski blå flue ødelagt flue dyne fort,0.5074626865671642,1.0,rikker kron inna stris syltte jørk sikkel shootte gris hvordan man,0.9607843137254902,1.1,1,"['a17', 'a03', 'a34', 'a29', 'd15', 'a21', 'a12', 'a01', 'd08']","['d15', 'a12', 'a21', 'a34', 'a17', 'd08', 'a29', 'a01', 'a03', 'a03']",words_100_110.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,lytte brå smart lys myr flaske sykkel løpe hus lyn,0.05333333333333334,0.3,gjøn grøy sik sik kofi grøy grøy grøy grøy køy sjert av,0.92,1.2,2,"['a04', 'a03', 'a32', 'a31', 'a10', 'a21', 'a22', 'a15']","['a21', 'a32', 'a31', 'a10', 'a22', 'a15', 'a03', 'a04', 'a15', 'a15']",words_110_120.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,pære tjern skilpadde enhjørning smart flaske drikke trykk kikkert snø,0.25842696629213485,1.0,barn barn krikke go for it fartid hur er du jeg må se dem frøy kulf lite,0.8260869565217391,1.7,7,"['a17', 'a04', 'a16', 'a10', 'a22', 'a26', 'd03', 'a27']","['a16', 'd03', 'a27', 'a22', 'a17', 'a26', 'a04', 'a17', 'a22', 'a10']",words_120_130.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,pære pluss trylle skilpadde ku bro stupe sulte trikk drops,0.3473684210526316,1.0,krabbe kart chjane sjør gynne flue sød sviter vindun toen,0.7931034482758621,1.0,0,"['a04', 'd16', 'a31', 'a21', 'a18', 'a19', 'a27']","['a18', 'd16', 'a04', 'a18', 'a19', 'a04', 'a21', 'a31', 'a27', 'd16']",words_130_140.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,skip fregner munn tjern lue enhjørning koffert hjørne drue brød,0.4266666666666667,1.0,bare smikke skjør fortid lin klokk kloster furt løpet,0.7936507936507936,1.0,-1,"['a30', 'a04', 'd04', 'd06', 'd01', 'a34', 'a01', 'a28', 'a27']","['d06', 'a28', 'd04', 'd01', 'a27', 'a01', 'a34', 'a28', 'a30', 'a04']",words_140_150.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,smerte blokk løpe svære blå mus karneval blomst smør frakk,0.5056179775280899,1.0,tror barn kan i valg lys far shun brun bittel lys,0.7586206896551724,1.1,1,"['d02', 'd12', 'a26', 'd07', 'd14', 'a01', 'a18', 'd03', 'a06', 'a27']","['d03', 'd12', 'a27', 'a18', 'a01', 'd02', 'd14', 'd07', 'a26', 'a06']",words_150_160.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,stjerne ku skjorte karneval brun sport tjern planke løpe søppel,0.22988505747126436,1.0,plante premie bar dul barn kjøyster sjøk jjort mjør skjæren,0.7619047619047619,1.0,0,"['d19', 'a30', 'a20', 'd18', 'a16', 'd13', 'a05', 'd08', 'a27']","['a05', 'a30', 'd13', 'a27', 'a20', 'd18', 'a16', 'd19', 'd08', 'a20']",words_160_170.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,sju blokk fortau skitten nøkkel sport karneval trylle krykke sølv,0.3493975903614458,1.0,kantonne gjør bror grøm fræk lund bløk tror og glatt,0.8615384615384616,1.0,0,"['d12', 'd04', 'a03', 'd10', 'a16', 'a11', 'd11', 'a19', 'a06']","['a03', 'a06', 'd04', 'd12', 'd10', 'a11', 'd10', 'd11', 'a16', 'a19']",words_170_180.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,søster løpe sjø blokk flette snørr dykke torne børste skive,0.43209876543209874,1.0,rur skulder litt søre løpet bostell anyarning lise hitt sultet,0.7966101694915254,1.0,0,"['a17', 'a04', 'a20', 'a03', 'a34', 'd17', 'd14', 'a05', 'a19']","['a17', 'a03', 'a17', 'd14', 'a05', 'a34', 'a04', 'a20', 'd17', 'a19']",words_180_190.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,børste tårn skilpadde snø sjakk ørn ni løpe karneval plante,0.5057471264367817,1.0,kjø svennene troll nørkkel tøril stype bra litte foto kjø,0.8135593220338984,1.0,0,"['d19', 'a30', 'a17', 'a09', 'a14', 'd07', 'a16', 'a23', 'a22', 'a25']","['a16', 'd19', 'a09', 'd07', 'a17', 'a23', 'a14', 'a25', 'a22', 'a30']",words_190_200.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,barn tårn fort skjema sølv turn tralle tralle rike kjerne,0.26881720430107525,1.0,lys bats kyraf naker snur svert hvort sjæret svert lys,0.8070175438596491,1.0,0,"['a09', 'd04', 'a14', 'a32', 'd06', 'a34', 'a23', 'a26', 'a28', 'a27']","['d06', 'a28', 'a23', 'a09', 'a14', 'a27', 'd04', 'a34', 'a26', 'a32']",words_200_210.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
