,Input length,Translated length,Word Match,Unique input words,Unique translated words,Input words,Translated words,ID
10,10,444,,['barn'],['bon'],['barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'barn'],"['bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon']",
11,10,444,,['barn' 'lun'],['bon'],['barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'barn' 'lun' 'lun'],"['bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon', 'bon']",
12,10,8,,['lun' 'enhjørning'],"['løn', 'enderlig']","['lun' 'lun' 'lun' 'enhjørning' 'enhjørning' 'enhjørning' 'enhjørning'
 'enhjørning' 'enhjørning' 'enhjørning']","['løn', 'løn', 'enderlig', 'enderlig', 'enderlig', 'enderlig', 'enderlig', 'enderlig']",
13,10,30,,['enhjørning'],"['in', 'your', 'name']","['enhjørning' 'enhjørning' 'enhjørning' 'enhjørning' 'enhjørning'
 'enhjørning' 'enhjørning' 'enhjørning' 'enhjørning' 'enhjørning']","['in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name', 'in', 'your', 'name']",
14,10,8,,['glass'],['klass'],"['glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass'
 'glass']","['klass', 'klass', 'klass', 'klass', 'klass', 'klass', 'klass', 'klass']",
15,10,12,,['glass' 'bra'],['glass'],"['glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass'
 'bra']","['glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass']",
16,10,444,,['bra' 'syl' 'løpe'],['bra'],['bra' 'bra' 'bra' 'bra' 'bra' 'bra' 'syl' 'syl' 'syl' 'løpe'],"['bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra', 'bra']",
17,10,13,,['løpe'],['løper'],['løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe'],"['løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper', 'løper']",
18,10,12,,['løpe' 'rund'],"['løpet', 'herun']",['løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'rund' 'rund' 'rund'],"['løpet', 'løpet', 'løpet', 'løpet', 'løpet', 'løpet', 'løpet', 'herun', 'herun', 'herun', 'herun', 'herun']",
19,10,13,,['rund'],['arun'],['rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund'],"['arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun', 'arun']",
20,10,28,,['rund'],"['er', 'en']",['rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund'],"['er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en', 'er', 'en']",
21,10,23,,['bror'],['bror'],['bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror'],"['bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror']",
22,10,12,,['bror' 'kvern'],"['brud!', 'kvarn!']","['bror' 'bror' 'kvern' 'kvern' 'kvern' 'kvern' 'kvern' 'kvern' 'kvern'
 'kvern']","['brud!', 'brud!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!', 'kvarn!']",
23,10,10,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",['kvern' 'huske'],"['kværne', 'huske']","['kvern' 'kvern' 'kvern' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske'
 'huske']","['kværne', 'kværne', 'kværne', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske']",
24,10,16,,['huske'],['huske'],"['huske' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske'
 'huske']","['huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske', 'huske']",
25,10,10,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",['tær' 'sykkel'],"['tær', 'sikkel']",['tær' 'tær' 'tær' 'tær' 'tær' 'tær' 'tær' 'sykkel' 'sykkel' 'sykkel'],"['tær', 'tær', 'tær', 'tær', 'tær', 'tær', 'tær', 'sikkel', 'sikkel', 'sikkel']",
26,10,12,,['sykkel'],['sikkel'],"['sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel'
 'sykkel' 'sykkel']","['sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel']",
27,10,9,,['sykkel'],['sikkel'],"['sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel'
 'sykkel' 'sykkel']","['sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel', 'sikkel']",
28,10,89,,['sykkel' 'koffert'],"['sikker', 'skjøl']","['sykkel' 'sykkel' 'sykkel' 'koffert' 'koffert' 'koffert' 'koffert'
 'koffert' 'koffert' 'koffert']","['sikker', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl', 'skjøl']",
29,10,11,,['koffert'],['kofet'],"['koffert' 'koffert' 'koffert' 'koffert' 'koffert' 'koffert' 'koffert'
 'koffert' 'koffert' 'koffert']","['kofet', 'kofet', 'kofet', 'kofet', 'kofet', 'kofet', 'kofet', 'kofet', 'kofet', 'kofet', 'kofet']",
30,10,15,,['tralle'],['trorle'],"['tralle' 'tralle' 'tralle' 'tralle' 'tralle' 'tralle' 'tralle' 'tralle'
 'tralle' 'tralle']","['trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle', 'trorle']",
