,Input length,Translated length,Word Match,Unique input words,Unique translated words,Input words,Translated words,ID
14,10,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",['glass'],['glass'],"['glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass'
 'glass']","['glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
15,10,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",['glass' 'bra'],['glass'],"['glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass' 'glass'
 'bra']","['glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass', 'glass']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
16,10,6,,['bra' 'syl' 'løpe'],['bra'],['bra' 'bra' 'bra' 'bra' 'bra' 'bra' 'syl' 'syl' 'syl' 'løpe'],"['bra', 'bra', 'bra', 'bra', 'bra', 'bra']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
17,10,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",['løpe'],['løpe'],['løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe'],"['løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
18,10,10,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",['løpe' 'rund'],"['løpe', 'runde', 'rund']",['løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'løpe' 'rund' 'rund' 'rund'],"['løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'løpe', 'runde', 'rund', 'rund']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
19,10,9,,['rund'],"['rund,', 'rund', 'rund?']",['rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund'],"['rund,', 'rund', 'rund,', 'rund', 'rund', 'rund', 'rund?', 'rund,', 'rund']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
20,10,12,,['rund'],"['rund,', 'rund']",['rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund' 'rund'],"['rund,', 'rund', 'rund,', 'rund', 'rund,', 'rund', 'rund', 'rund', 'rund', 'rund,', 'rund,', 'rund']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
21,10,9,,['bror'],['bror'],['bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror' 'bror'],"['bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror', 'bror']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
22,10,14,,['bror' 'kvern'],"['bror', 'kvern', 'kan', 'vi', 'ta', 'pause?']","['bror' 'bror' 'kvern' 'kvern' 'kvern' 'kvern' 'kvern' 'kvern' 'kvern'
 'kvern']","['bror', 'bror', 'kvern', 'kvern', 'kan', 'vi', 'ta', 'pause?', 'kvern', 'kvern', 'kvern', 'kvern', 'kvern', 'kvern']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
23,10,7,,['kvern' 'huske'],"['kvern', 'huske']","['kvern' 'kvern' 'kvern' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske'
 'huske']","['kvern', 'kvern', 'huske', 'huske', 'huske', 'huske', 'huske']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
24,10,6,,['huske'],['huske'],"['huske' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske' 'huske'
 'huske']","['huske', 'huske', 'huske', 'huske', 'huske', 'huske']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
25,10,9,,['tær' 'sykkel'],"['tær', 'tær?', 'sykkel']",['tær' 'tær' 'tær' 'tær' 'tær' 'tær' 'tær' 'sykkel' 'sykkel' 'sykkel'],"['tær', 'tær?', 'tær?', 'tær', 'tær', 'tær', 'sykkel', 'sykkel', 'sykkel']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
26,10,11,,['sykkel'],"['sikkel', 'sykkel']","['sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel'
 'sykkel' 'sykkel']","['sikkel', 'sykkel', 'sikkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
27,10,11,,['sykkel'],['sykkel'],"['sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel' 'sykkel'
 'sykkel' 'sykkel']","['sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel', 'sykkel']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
28,10,12,,['sykkel' 'koffert'],"['sykkel', 'koffert', 'koffert?']","['sykkel' 'sykkel' 'sykkel' 'koffert' 'koffert' 'koffert' 'koffert'
 'koffert' 'koffert' 'koffert']","['sykkel', 'sykkel', 'sykkel', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert?', 'koffert', 'koffert', 'koffert', 'koffert']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
29,10,11,,['koffert'],['koffert'],"['koffert' 'koffert' 'koffert' 'koffert' 'koffert' 'koffert' 'koffert'
 'koffert' 'koffert' 'koffert']","['koffert', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert', 'koffert']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
30,10,12,,['tralle'],['tralle'],"['tralle' 'tralle' 'tralle' 'tralle' 'tralle' 'tralle' 'tralle' 'tralle'
 'tralle' 'tralle']","['tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle', 'tralle']","['d05', 'a20', 'd11', 'a28', 'a33', 'a04', 'd07', 'd13', 'd02', 'd10']"
