speaker_id,score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
a08,[4 4 4 3 2 2 3 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,artist barn bjørn brag brad breie brag blomst briller,,,"[1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.25, 0.75, 0.75, 0.8333333333333334, 0.6666666666666666]",6.416666666666666,1.0,-1,a08_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.3508771929824561,0.6
a08,[3 4 5 5 4 4 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,vest bruder bro brød bror rund brinke buss pi,,,"[0.8, 1.0, 1.0, 1.0, 0.75, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0]",9.216666666666667,1.0,-1,a08_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.3888888888888889,0.6
a09,[3 3 5 2 2 3 3 5 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,barn,,,"[0.8, 0.6666666666666666, 1.0, 0.5, 0.3333333333333333, 0.5, 0.75, 1.0, 0.8333333333333334, 0.6666666666666666]",7.05,1.0,-9,a09_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.9298245614035088,0.9
a09,[4 2 4 4 2 5 3 5 3 2],børste briller bro brød bror brun bryter buss by bygge,børsta brilled bro brød prol brun britter buss pi pinga,,,"[1.0, 0.5, 0.6666666666666666, 1.0, 0.5, 1.0, 0.8333333333333334, 1.0, 0.5, 0.5]",7.5,1.0,0,a09_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 0.14285714285714285, 0.0, 0.0, 0.5, 0.0, 0.3333333333333333, 0.0, 1.0, 0.8]",0.6
a10,[5 5 4 3 2 3 2 3 3 2],artist barn bart bjørn blå blad bleie blokk blomst blyant,artist barn bart bjørn bro brad breie plokk bromst briant,,,"[1.0, 1.0, 0.6666666666666666, 0.75, 0.3333333333333333, 0.75, 0.25, 0.75, 0.8333333333333334, 0.5]",6.833333333333333,1.0,0,a10_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.25, 0.2, 0.2, 0.16666666666666666, 0.3333333333333333]",0.6
a10,[3 3 5 3 4 4 4 5 5 5],børste briller bro brød bror brun bryter buss by bygge,børste syller bro bro bror brun bryter buss by bikke,,,"[0.8, 0.8333333333333334, 1.0, 0.6666666666666666, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0]",9.05,1.0,0,a10_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.42857142857142855, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]",0.3
a11,[2 3 3 4 3 2 3 4 3 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,blød blæ bløm blomst blænt,,,"[0.6, 0.6666666666666666, 0.3333333333333333, 0.75, 0.6666666666666666, 0.25, 0.5, 1.0, 0.6666666666666666, 0.6666666666666666]",6.1,1.0,-5,a11_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.631578947368421,0.9
a11,[3 1 4 4 1 2 2 3 3 3],børste briller bro brød bror brun bryter buss by bygge,beste,,,"[0.8, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.75]",4.883333333333333,0.8,-9,a11_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.9259259259259259,1.0
a12,[2 2 3 2 1 1 2 2 3 1],artist barn bart bjørn blå blad bleie blomst blyant børste,bjørn,,,"[0.6, 0.3333333333333333, 0.3333333333333333, 0.25, 0.0, 0.0, 0.25, 0.6666666666666666, 0.8333333333333334, 0.0]",3.2666666666666666,0.7,-9,a12_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.9137931034482759,0.9
a12,[2 3 3 1 3 4 2 5 3 4],briller bro brød bror brun bryter bygge dør drikke drops,etyler trø trøvor drun friter pike dør drikke drops,,,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.75, 1.0, 0.25, 1.0, 0.6, 1.0]",6.6,0.9,-1,a12_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.32142857142857145,0.7
a13,[2 2 3 3 4 3 4 4 4 4],artist bart bjørn blå blad bleie blokk blomst blyant børste,blad bleie blokk blomst blyant børste,,,"[0.6, 0.3333333333333333, 0.5, 1.0, 0.5, 0.75, 0.75, 1.0, 0.8333333333333334, 1.0]",7.266666666666667,1.0,-4,a13_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.3728813559322034,0.4
a13,[2 3 3 3 3 2 5 3 3 3],briller bro brød bror brun bryter buss by bygge dør,blod blod blod kytter buss bi pudde,,,"[0.5, 0.6666666666666666, 0.6666666666666666, 0.5, 0.75, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333]",5.916666666666666,1.0,-3,a13_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.5686274509803921,0.9
a14,[3 5 3 5 3 5 5 5 3 5],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bær barn bart bjørn blå blad breie blod,,,"[0.8, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 1.0, 0.75, 0.75, 1.0]",8.3,1.0,0,a14_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]",0.2
a14,[5 4 4 5 5 3 3 5 5 2],blokk blomst blyant børste bra brå briller bro brød bror,"blokk, blomst, liant børste, bra, rå rille, bro brød, brors",,,"[1.0, 0.8333333333333334, 1.0, 1.0, 1.0, 0.6666666666666666, 0.8333333333333334, 1.0, 1.0, 0.5]",8.833333333333334,1.0,0,a14_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.2, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.2857142857142857, 0.0, 0.25, 0.25]",0.9
a15,[4 3 3 5 4 3 3 4 3 4],artist bær bar barn bart bjørn blå blad bleie blod,artist bæl balt barn bart bjørn blad blad bleine blod,,,"[0.8, 0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",6.55,1.0,0,a15_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.2, 0.0]",0.4
a15,[3 3 3 4 3 2 2 3 3 2],blokk blomst blyant børste bra brå briller bro brød bror,"blakk, blomst, blyant bøste, blad, blad driller, blod bløde, bløt",,,"[0.75, 0.6666666666666666, 0.8333333333333334, 1.0, 0.6666666666666666, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666, 0.25]",5.666666666666667,0.9,0,a15_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.4, 0.16666666666666666, 0.0, 0.3333333333333333, 1.0, 1.0, 0.2857142857142857, 0.6666666666666666, 0.75, 0.75]",0.9
a16,[5 5 5 5 4 5 3 3 3 4],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bar barn bart bjørn brå bra breie blod,,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",8.583333333333332,1.0,0,a16_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.5, 0.2, 0.0]",0.3
a16,[3 5 5 4 5 3 5 5 5 5],blokk blomst blyant børste bra briller bro brød bror brun,"brokk, blomst, blyant, børste, bra, triller, bro, brød, bror, brun",,,"[0.75, 1.0, 1.0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]",9.216666666666667,1.0,0,a16_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.4, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.2857142857142857, 0.3333333333333333, 0.25, 0.25, 0.0]",0.9
a17,[5 5 5 5 5 3 4 3 4 4],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bar barn bart bjørn blå bra bleie blod,,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.6666666666666666]",8.666666666666666,1.0,0,a17_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]",0.1
a17,[3 3 4 4 5 5 3 4 3 4],blokk blomst blyant børste bra brå briller bro brød bror,brokk blomst lient børste brå brå ruller bro brå bror,,,"[0.75, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 1.0, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.75]",8.133333333333333,1.0,0,a17_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.2, 0.0, 0.5, 0.0, 0.3333333333333333, 0.0, 0.2857142857142857, 0.0, 0.5, 0.0]",0.5
a18,[3 4 4 4 4 5 5 4 4 5],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bar barn bætsj bjørn blå blå bleie blod,,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.5, 0.75, 1.0]",8.05,1.0,0,a18_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0]",0.2
a18,[5 5 4 5 4 4 5 4 5 4],blokk blomst blyant bra brå briller bro brød bror brun,"blokk, blomst, liant bra, bra briller bror brød bror",,,"[1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0]",9.333333333333332,1.0,-1,a18_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.2222222222222222,0.7
a19,[5 5 5 5 5 4 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bar, barn, bart bjørn, bro",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.6666666666666666, 0.5, 0.5, 0.3333333333333333]",7.749999999999999,1.0,-3,a19_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.42,0.9
a19,[3 3 3 4 4 2 5 3 5 3],blokk blomst blyant børste bra brå briller bro brød bror,brokk blomst bryant børste brød brød briller brød brød,,,"[0.75, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 0.75]",7.966666666666667,1.0,-1,a19_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.21428571428571427,0.6
a20,[4 5 4 3 5 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bar, barn, bert bjørn, brå, bra, breie, brød",,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.5, 0.75, 0.3333333333333333]",7.716666666666666,1.0,0,a20_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.25, 0.25, 0.2, 0.6666666666666666, 0.5, 0.4, 0.5]",1.0
a20,[2 4 2 4 4 4 3 4 3 3],blokk blomst blyant børste bra brå briller bro brød bror,"brakk, blomst, briant, børste, bra, brå briller bror, rød bror",,,"[0.5, 1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.6666666666666666, 0.6666666666666666, 0.5]",7.166666666666667,1.0,0,a20_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.6, 0.16666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.25, 0.0]",0.7
a21,[3 5 3 4 3 5 3 3 3 3],artist bær bar barn bjørn blå blad bleie blod blokk,"artist, bær barn, bjørn blå, blad, breie, blå, blokk",,,"[0.8, 1.0, 0.3333333333333333, 0.6666666666666666, 0.5, 1.0, 0.75, 0.75, 0.6666666666666666, 0.5]",6.966666666666667,1.0,-1,a21_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.23529411764705882,0.7
a21,[4 3 3 4 3 2 3 3 3 4],blomst blyant børste bra brå briller bro brød bror brun,"blomst, blyant, børste, bra, bror nirer, bror, brør",,,"[1.0, 0.8333333333333334, 0.8, 0.6666666666666666, 0.6666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, 0.75, 1.0]",7.216666666666667,1.0,-2,a21_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.38181818181818183,1.0
a22,[3 5 5 3 5 3 5 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bar barn bart bjørn blå brøye bro,,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333]",7.3,1.0,-1,a22_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.2,0.3
a22,[3 3 5 3 3 5 3 5 4 4],blokk blomst blyant børste bra brå briller bro brød bror,"brokk, blomst, blyant børste, bra, brød kriller, bror brød, bror",,,"[0.75, 0.8333333333333334, 1.0, 0.8, 0.6666666666666666, 1.0, 0.8333333333333334, 1.0, 0.6666666666666666, 0.75]",8.3,1.0,0,a22_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.4, 0.16666666666666666, 0.0, 0.16666666666666666, 0.3333333333333333, 0.6666666666666666, 0.2857142857142857, 0.3333333333333333, 0.25, 0.0]",0.8
a23,[3 5 5 4 5 4 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bær, bar, barn, bart bjørn, brå bra, breie, ro",,,"[0.8, 1.0, 1.0, 0.6666666666666666, 1.0, 0.75, 0.6666666666666666, 0.5, 0.75, 0.6666666666666666]",7.8,1.0,0,a23_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.25, 0.0, 0.2, 0.3333333333333333, 0.5, 0.4, 0.75]",0.9
a23,[2 5 4 5 3 4 3 3 5 5],blokk blomst blyant børste bra brå briller bro brød bror,"prakk, blomst, blyant, børste, dra, brød, triller, bru brød, bror",,,"[0.5, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.3333333333333333, 1.0, 1.0]",8.0,1.0,0,a23_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.8, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 1.0, 0.2857142857142857, 0.3333333333333333, 0.25, 0.0]",0.9
a25,[5 3 2 4 3 4 4 3 4 2],artist bær bar barn bart bjørn blå blad bleie blod,artist,,,"[1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.75, 1.0, 0.5, 1.0, 0.3333333333333333]",6.916666666666666,1.0,-9,a25_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.88,0.9
a25,[5 2 4 4 3 2 2 2 3 2],blokk blomst blyant børste bra brå briller bro brød bror,blokk velonst blyant børste bra bra billie brød brød,,,"[1.0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.25]",5.416666666666666,1.0,-1,a25_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.23214285714285715,0.5
a26,[4 4 3 3 3 3 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bær barn bert bjørn blå bra,,,"[0.8, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.5, 0.6666666666666666, 0.25, 0.5, 0.3333333333333333]",5.716666666666666,1.0,-2,a26_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.3,0.5
a26,[2 4 3 4 3 1 4 3 4 3],blokk blomst blyant børste bra brå briller bro brød bror,"brøkk, blomst, blyant børste brød, brød, briller brød, brød, bror",,,"[0.25, 0.8333333333333334, 0.8333333333333334, 1.0, 0.3333333333333333, 0.0, 0.8333333333333334, 0.3333333333333333, 0.6666666666666666, 0.25]",5.333333333333334,0.9,0,a26_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.6, 0.16666666666666666, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.25, 0.0]",0.6
a27,[4 5 4 4 4 3 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bær barn båts bjørn bra bra breie bro,,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666]",6.633333333333334,1.0,0,a27_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.3333333333333333, 0.0, 0.75, 0.0, 0.6666666666666666, 0.5, 0.2, 0.5]",0.6
a27,[2 3 3 4 5 3 4 4 5 3],blokk blomst blyant børste bra brå briller bro brød bror,"brøk, brømst brient, børste brød, brød briller, bro brød, bror",,,"[0.5, 0.8333333333333334, 0.8333333333333334, 0.8, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 0.5]",7.8,1.0,0,a27_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.6, 0.3333333333333333, 0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.14285714285714285, 0.0, 0.25, 0.0]",0.7
a28,[3 5 4 4 3 4 3 5 3 3],artist bær bar barn bart bjørn blå blad bleie blod,artist bær bær barn bert bjørn blad blad breie bror,,,"[0.6, 1.0, 1.0, 1.0, 0.6666666666666666, 0.75, 0.6666666666666666, 0.75, 0.75, 0.3333333333333333]",7.516666666666667,1.0,0,a28_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.0, 0.3333333333333333, 0.0, 0.25, 0.0, 0.6666666666666666, 0.0, 0.2, 0.5]",0.5
a28,[5 3 5 4 3 3 3 4 4 3],blokk blomst blyant børste bra brå briller bro brød bror,"blokk, blomst, blyant, børste, tre, bra, briller, bror brød, bror",,,"[1.0, 0.8333333333333334, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.5]",8.0,1.0,0,a28_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.2, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 1.0, 0.6666666666666666, 0.14285714285714285, 0.3333333333333333, 0.25, 0.0]",0.9
a29,[5 4 4 5 5 4 4 5 3 3],artist bær bar barn bart bjørn blå blad bleie blod,artist bær barn bart bjørn blå blå,,,"[1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 0.75, 0.75, 0.6666666666666666]",8.166666666666666,1.0,-3,a29_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.34,0.4
a29,[5 3 3 5 4 3 3 3 4 2],blokk blomst blyant børste bra brå briller bro brød bror,blokk romst viant børste bla blå viller du brød bror,,,"[1.0, 0.8333333333333334, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.6666666666666666, 0.0]",6.666666666666667,0.9,0,a29_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.0, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 0.2857142857142857, 1.0, 0.0, 0.0]",0.6
a30,[4 5 3 3 3 3 4 4 2 3],artist bær bar barn bart bjørn blå blad bleie blod,"artist, bar, bar barn, batt, bjørn blå, blå, bleiere, blue",,,"[0.8, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5, 0.6666666666666666, 0.5, 0.5, 0.3333333333333333]",6.3,1.0,0,a30_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,"[0.16666666666666666, 0.6666666666666666, 0.0, 0.25, 0.5, 0.0, 0.3333333333333333, 0.5, 0.6, 0.5]",0.8
a30,[3 4 4 4 5 3 2 5 5 3],blokk blomst blyant børste bra brå briller bro brød bror,"lokk, blomst, rødt, børste, bra, bra, lyrer, bro bra, bror",,,"[1.0, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 1.0, 1.0, 0.5]",8.166666666666668,1.0,0,a30_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,"[0.4, 0.16666666666666666, 1.0, 0.16666666666666666, 0.3333333333333333, 0.6666666666666666, 0.8571428571428571, 0.0, 0.5, 0.0]",0.8
a31,[4 4 4 5 4 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,artist bær barn bert bjørn bro bra breie bro,,,"[0.8, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 0.5, 0.5, 0.6666666666666666]",7.466666666666667,1.0,-1,a31_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,0.24,0.6
a31,[2 5 3 5 5 3 5 5 5 5],blokk blomst blyant børste bra brå briller bro brød bror,"frokk blomst blyant børste bra brå briller bro rød, brød, bror",,,"[0.5, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0]",8.833333333333332,1.0,1,a31_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,0.14285714285714285,0.3
