score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_CER_sum,target_WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path,trans_CER,trans_WER
[5 1 3 5 4 4 5 4 5 4],svømme enhjørning prins snørr premie glør mus fjorten lytte fort,gjørne og gris lomme bra gutt linn fort jøss smink,,,"[1.0, 0.42857142857142855, 0.8, 1.0, 0.8333333333333334, 0.75, 1.0, 1.0, 1.0, 0.6666666666666666]",8.478571428571428,1.0,"['d08', 'd12', 'a31', 'a10', 'a21', 'd13', 'a18', 'a19', 'd03']","['d12', 'a10', 'a21', 'a19', 'd13', 'd03', 'a18', 'a31', 'd08', 'a10']",0,words_170_180.wav,../3x10_Concatenations/3x10_no_group_mixed,"[0.6666666666666666, 0.9, 0.4, 1.0, 0.8333333333333334, 0.75, 1.3333333333333333, 0.42857142857142855, 1.0, 1.25]",1.0
[5 4 5 3 5 5 5 3 5 3],by skøyter bart pute sju rød hund pute huske kvart,krone pute flotte rog kvart sjik? løpan?,,,"[1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5]",8.75,1.0,"['d12', 'a14', 'd15', 'd14', 'a22', 'a21', 'd11', 'a08']","['d12', 'a08', 'a22', 'a22', 'd15', 'a08', 'd14', 'a21', 'd11', 'a14']",-3,words_180_190.wav,../3x10_Concatenations/3x10_no_group_mixed,0.76,0.9
[5 3 5 3 5 3 5 4 4 4],kropp kran skjørt glør hund kort tynn kran fjorten bror,smarte smarte smarte smarte smyke smyke,,,"[1.0, 0.75, 1.0, 0.75, 1.0, 0.6666666666666666, 1.0, 1.0, 0.8, 1.0]",8.966666666666665,1.0,"['d19', 'a04', 'a03', 'd10', 'd15', 'a22', 'a18', 'a19', 'a33']","['d15', 'd19', 'a03', 'a33', 'a19', 'd10', 'a18', 'a22', 'a04', 'a04']",-4,words_190_200.wav,../3x10_Concatenations/3x10_no_group_mixed,0.8,1.0
[5 2 5 5 3 4 4 4 4 3],pære skjørt skulder koffert glad løpe flakse korn kø blad,unngår det? eller sjø? stakkars snurr enhjørning? klar gjerne tull,,,"[1.0, 0.3333333333333333, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.5, 0.5]",7.666666666666666,1.0,"['a20', 'a03', 'a31', 'a07', 'd11', 'a12', 'a18', 'a25', 'd03']","['a31', 'a07', 'a20', 'd11', 'a03', 'd03', 'a18', 'a12', 'a03', 'a25']",0,words_200_210.wav,../3x10_Concatenations/3x10_no_group_mixed,"[1.5, 1.0, 0.5714285714285714, 1.0, 1.75, 1.25, 1.8333333333333333, 0.75, 3.0, 1.0]",1.0
[4 5 5 5 3 3 5 5 5 2],grave vær brød ødelagt by lue rund tralle gutt grå,smerter smerter smerte smerte smerte smør smør,,,"[1.0, 1.0, 1.0, 1.0, 0.5, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666]",8.833333333333332,1.0,"['a30', 'd12', 'd04', 'a01', 'd18', 'a13', 'a33', 'a06', 'a27']","['a27', 'a30', 'd12', 'd04', 'a30', 'a06', 'd18', 'a33', 'a01', 'a13']",-3,words_210_220.wav,../3x10_Concatenations/3x10_no_group_mixed,0.8,1.0
[4 5 5 5 4 3 5 5 5 2],lys skilpadde prins kvern internett glør stupe frø blokk kvern,bro atter irrun trikke,,,"[1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.75, 1.0, 1.0, 1.0, 0.25]",8.857142857142858,1.0,"['d02', 'a20', 'd04', 'd10', 'd06', 'a07', 'a18', 'a08', 'a06']","['a06', 'd10', 'a18', 'd02', 'a20', 'd10', 'd04', 'a08', 'd06', 'a07']",-6,words_220_230.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7741935483870968,1.0
[3 4 3 5 3 5 5 5 2 4],skjerm fort skjema horn bror grave dør hytte fly lys,brødre og bob pepe keiter nøkkel i skutt gero? redd,,,"[0.75, 0.6666666666666666, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0]",7.749999999999999,1.0,"['a09', 'd10', 'a31', 'a34', 'a10', 'd01', 'a11', 'a01', 'a05', 'a33']","['a10', 'a09', 'a11', 'a33', 'a34', 'd01', 'd10', 'a31', 'a05', 'a01']",0,words_230_240.wav,../3x10_Concatenations/3x10_no_group_mixed,"[0.8333333333333334, 0.75, 1.0, 1.0, 1.25, 1.0, 1.0, 0.8, 1.6666666666666667, 1.3333333333333333]",1.0
[4 5 4 3 5 4 5 5 4 3],svart gul sjiraff kurv ryke svare tårn bryter garn bygge,sølv lys svart grå stykkel,,,"[1.0, 1.0, 1.0, 0.75, 1.0, 0.8, 1.0, 1.0, 1.0, 0.75]",9.3,1.0,"['d16', 'a02', 'a14', 'd07', 'a16', 'a21', 'a22', 'd13', 'a19']","['a19', 'd13', 'a14', 'a21', 'a16', 'a22', 'd16', 'd07', 'a02', 'a16']",-5,words_240_250.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7321428571428571,1.0
[3 2 5 3 4 5 5 1 3 4],blad søppel ødelagt karneval knar bær blomst glør fugl gartner,søster? søster?,,,"[0.5, 0.4, 1.0, 0.8571428571428571, 0.75, 1.0, 1.0, 0.0, 0.6666666666666666, 0.8333333333333334]",7.007142857142857,0.9,"['a30', 'a02', 'a03', 'a16', 'a23', 'a22', 'a11', 'a28', 'a19']","['a22', 'a03', 'a23', 'a02', 'a19', 'a28', 'a23', 'a11', 'a16', 'a30']",-8,words_250_260.wav,../3x10_Concatenations/3x10_no_group_mixed,0.8387096774193549,1.0
[5 5 4 3 4 5 3 5 5 4],klem ørn korn fugl sjakk by trylle skjerm smykke blokk,syk syk syk blond dør fraks syk,,,"[1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 1.0, 0.8, 1.0, 1.0, 1.0]",8.466666666666667,1.0,"['a20', 'd16', 'd10', 'd17', 'a29', 'd15', 'd14', 'a08', 'a06', 'a27']","['d16', 'a27', 'a29', 'a08', 'd10', 'd15', 'a06', 'a20', 'd17', 'd14']",-3,words_260_270.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7592592592592593,1.0
[3 5 2 5 5 4 3 4 5 5],trapp dør planke kropp dør lyn klo hjerne tralle smerte,trøss bjørn bra sikkert trus blå,,,"[0.5, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0]",8.833333333333332,1.0,"['d02', 'd12', 'a03', 'a34', 'd01', 'a21', 'a28', 'a08', 'a15']","['a08', 'd01', 'a21', 'a34', 'a28', 'a15', 'a03', 'a15', 'd12', 'd02']",-4,words_270_280.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7272727272727273,1.0
[3 5 3 3 3 3 4 4 5 5],prins krykke smerte klar klappe blomst bjørn blyant lyn glass,dette sjø den plaster ser klatter smør bare,,,"[0.8, 1.0, 0.6, 0.5, 0.6, 0.8333333333333334, 0.75, 1.0, 1.0, 1.0]",8.083333333333334,1.0,"['a30', 'a09', 'd07', 'd01', 'a34', 'd14', 'a22', 'a18', 'a33']","['a09', 'd01', 'a09', 'a30', 'a22', 'd14', 'a34', 'a33', 'a18', 'd07']",-2,words_280_290.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7377049180327869,1.0
[2 5 5 3 5 5 3 2 3 5],fly erter rød brød fort artist fjær blyant svømme synge,krikke begge kurs flakk,,,"[0.3333333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0.75, 0.6666666666666666, 0.8, 1.0]",7.883333333333333,1.0,"['a02', 'd16', 'a31', 'd17', 'd15', 'a21', 'a11', 'd03', 'd09']","['a11', 'd03', 'd17', 'a02', 'd09', 'd15', 'a21', 'a02', 'd16', 'a31']",-6,words_290_300.wav,../3x10_Concatenations/3x10_no_group_mixed,0.8363636363636363,1.0
[5 3 5 4 4 5 4 4 3 3],barn mus fregner brød tar stær sulte skjære pluss hjerne,"skjelter! skjeb, skjelter, skjelter skjeb, skjelter skjelter",,,"[1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.75, 0.75]",8.5,1.0,"['d07', 'a21', 'a22', 'a25', 'd13', 'a28', 'd18', 'a08']","['d07', 'a25', 'd18', 'd13', 'a22', 'a28', 'a25', 'a08', 'a21', 'a28']",-3,words_300_310.wav,../3x10_Concatenations/3x10_no_group_mixed,0.8035714285714286,1.0
[4 5 5 5 3 1 2 4 3 5],fregner sjø grønn kort stjerne plante ørn sjakk fregner glass,skjerm slør hjerte står far troll,,,"[0.8333333333333334, 1.0, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0, 0.6666666666666666, 1.0]",7.500000000000001,0.9,"['d19', 'd05', 'a04', 'd12', 'a20', 'a32', 'a12', 'a33']","['d05', 'd19', 'd05', 'a33', 'a04', 'a12', 'a12', 'a20', 'a32', 'd12']",-4,words_310_320.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7049180327868853,1.0
[3 5 5 3 5 3 4 5 4 2],lun stjerne svømme skip drops lytte planke internett smart flagg,sjærene kort øre fordel,,,"[0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 1.0, 0.75, 1.0, 1.0, 0.75, 0.25]",7.75,1.0,"['d04', 'd16', 'd07', 'a29', 'a23', 'd18', 'a19', 'd09', 'a27']","['a23', 'd18', 'a19', 'a27', 'd07', 'd04', 'd09', 'd16', 'a29', 'a27']",-6,words_320_330.wav,../3x10_Concatenations/3x10_no_group_mixed,0.765625,1.0
[4 4 3 3 4 3 5 2 2 5],by gartner kvern kurv skjema fortau lys briller kikkert drops,skip klappe kurfe internett sverd,,,"[1.0, 1.0, 0.75, 0.75, 0.75, 0.75, 1.0, 0.5, 0.4, 1.0]",7.9,1.0,"['a17', 'a20', 'd10', 'd17', 'a16', 'a21', 'a25', 'a28', 'a19']","['a28', 'a17', 'd17', 'a19', 'a20', 'a25', 'a16', 'a21', 'a19', 'd10']",-5,words_330_340.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7868852459016393,1.0
[4 2 3 5 3 2 5 4 4 5],hus fortau stupe pute lue blyant fortid dør hjerte øre,dør sønner kjørt skytte pluss børste live,,,"[0.6666666666666666, 0.25, 0.8, 1.0, 0.3333333333333333, 0.5, 1.0, 1.0, 1.0, 1.0]",7.55,1.0,"['d02', 'd16', 'a32', 'a34', 'a10', 'a23', 'a22', 'a15', 'd08', 'a27']","['a23', 'a27', 'd08', 'd02', 'a22', 'a10', 'd16', 'a32', 'a15', 'a34']",-3,words_340_350.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7592592592592593,1.0
[4 5 4 4 3 5 5 3 4 5],dykke lue lun myr gutt blomst tynn ski synge barn,kloke? kloke kloke kloke kluke kluke,,,"[1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.5, 1.0, 1.0]",8.833333333333332,1.0,"['a20', 'd16', 'a14', 'a29', 'a21', 'a10', 'd11', 'a06', 'a27']","['a21', 'd16', 'a20', 'a27', 'a06', 'd11', 'a14', 'a29', 'a10', 'a14']",-4,words_350_360.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7959183673469388,1.0
[2 3 3 5 5 5 3 5 5 4],horn skitten kort trylle gris tær kurv hytte tårn skjære,brient jo klappe ragg feru perling stang,,,"[0.3333333333333333, 0.75, 0.3333333333333333, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.75]",7.666666666666666,1.0,"['a17', 'd18', 'a10', 'a05', 'a13', 'a19', 'a33', 'a27']","['a10', 'a19', 'a13', 'a33', 'a05', 'a17', 'a27', 'd18', 'a33', 'a27']",-3,words_360_370.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7321428571428571,1.0
[5 2 5 5 4 5 5 4 5 4],fly børste blad bror koffert sjiraff fortid sky karneval mus,buss lurer lys fly skygg furt etter vinduet,,,"[1.0, 0.4, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]",9.2,1.0,"['d05', 'a30', 'd12', 'a34', 'a16', 'a18', 'd18', 'a19', 'd08']","['a18', 'd08', 'd12', 'd08', 'a34', 'a19', 'd05', 'a30', 'd18', 'a16']",-2,words_370_380.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7333333333333333,1.0
[3 2 1 4 5 5 5 4 3 4],bleie flette karneval sjakk lyn gartner dyne hjerne krykke brød,hjerne sverd dør drille ski huske tær brunsj,,,"[0.75, 0.6, 0.42857142857142855, 1.0, 1.0, 1.0, 1.0, 0.75, 0.8, 0.6666666666666666]",7.995238095238095,1.0,"['d12', 'a14', 'a31', 'a16', 'a29', 'a07', 'd13', 'a01', 'a06']","['a14', 'a07', 'a06', 'a31', 'd12', 'd13', 'd12', 'a16', 'a01', 'a29']",-2,words_380_390.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7619047619047619,1.0
[4 4 2 4 4 5 4 3 3 3],fjorten hjørne planke gris øre bjørn støvel ni tær kran,"gul stort, hjorte lys reiner kran",,,"[1.0, 1.0, 0.5, 0.75, 0.6666666666666666, 1.0, 1.0, 0.5, 0.6666666666666666, 0.75]",7.833333333333333,1.0,"['a17', 'd12', 'a23', 'd11', 'd13', 'a18', 'a01', 'a15', 'a27']","['a17', 'd13', 'a01', 'a18', 'd12', 'd11', 'a23', 'a18', 'a15', 'a27']",-4,words_390_400.wav,../3x10_Concatenations/3x10_no_group_mixed,0.6727272727272727,0.9
[5 5 5 4 4 4 4 1 4 2],plaster smykke torne hylle frø kurv kart internett klappe troll,internett raro og det? trøstet trøstet trøstet jern frykt,,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.6666666666666666, 0.42857142857142855, 1.0, 0.25]",8.095238095238095,1.0,"['d02', 'd05', 'a04', 'd16', 'a02', 'a11', 'a07', 'd13', 'a18', 'a28']","['d02', 'd16', 'd05', 'd13', 'a18', 'a04', 'a28', 'a11', 'a02', 'a07']",-1,words_400_410.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7619047619047619,1.0
[4 5 5 5 3 5 3 3 5 3],drue klappe nøkkel lytte kikkert kurv torne fort bær fjorten,smerte brå plestre,,,"[0.75, 1.0, 1.0, 1.0, 0.8, 1.0, 0.25, 0.6666666666666666, 1.0, 0.8]",8.266666666666667,1.0,"['a30', 'a20', 'd16', 'd10', 'd17', 'a26', 'a05', 'a13', 'a33']","['d10', 'd17', 'd16', 'd16', 'a30', 'a05', 'a26', 'a13', 'a20', 'a33']",-7,words_410_420.wav,../3x10_Concatenations/3x10_no_group_mixed,0.8333333333333334,1.0
[3 4 5 5 4 5 5 5 5 4],hjort skinke kart gartner børste snørr mur huske klem hjerte,"børste skjerf skikker klart sør, gutt turen søppel snø skjønner",,,"[0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",9.333333333333332,1.0,"['d16', 'a31', 'd06', 'a34', 'a25', 'd13', 'd18', 'a13', 'a08']","['a25', 'a34', 'd16', 'd18', 'a13', 'd13', 'a31', 'd06', 'd18', 'a08']",0,words_420_430.wav,../3x10_Concatenations/3x10_no_group_mixed,"[1.0, 0.6666666666666666, 1.5, 0.7142857142857143, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
[5 3 5 4 4 4 4 5 2 5],kort ku syk ku ekorn skøyter plystre hus briller brun,plante! vinduer så bra! plante slukke slukke,,,"[1.0, 0.5, 1.0, 0.5, 0.75, 1.0, 0.8571428571428571, 1.0, 0.5, 1.0]",8.107142857142858,1.0,"['d02', 'a04', 'd12', 'a10', 'd14', 'a07', 'a18', 'a19', 'a33', 'a27']","['d14', 'a27', 'a10', 'a04', 'a33', 'a19', 'a18', 'd02', 'a07', 'd12']",-3,words_430_440.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7358490566037735,1.0
[3 5 3 3 3 3 5 5 5 3],klappe øre sjakk trylle klo horn smerte klær fugl myk,frø smart fort bøsse bøsse bøsse,,,"[0.8, 1.0, 0.6666666666666666, 0.8, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6666666666666666]",8.266666666666666,1.0,"['d06', 'd01', 'a10', 'a21', 'd11', 'a01', 'a28', 'a05', 'a15', 'a33']","['a21', 'd11', 'a10', 'a01', 'a05', 'a28', 'd06', 'a33', 'd01', 'a15']",-4,words_440_450.wav,../3x10_Concatenations/3x10_no_group_mixed,0.7924528301886793,1.0
[4 5 3 5 4 4 5 5 5 5],blå tjern sport hjerne glorie sjø ku blokk bart stupe,flagg flagg,,,"[0.6666666666666666, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]",8.666666666666666,1.0,"['d02', 'a09', 'd14', 'a21', 'a22', 'a23', 'd13', 'a18', 'a26', 'd08']","['d08', 'a18', 'a26', 'd14', 'a21', 'a09', 'a22', 'd02', 'd13', 'a23']",-8,words_450_460.wav,../3x10_Concatenations/3x10_no_group_mixed,0.9056603773584906,1.0
[2 4 2 4 2 3 5 3 4 3],glad karneval dykke sverd brå svare hund flue blå skjorte,artist! kjelpe det kort smerte moro flagg grom flotte blomst,,,"[0.3333333333333333, 1.0, 0.5, 0.8, 0.3333333333333333, 0.6, 1.0, 0.75, 0.6666666666666666, 0.75]",6.733333333333333,1.0,"['a17', 'a04', 'a02', 'a22', 'a25', 'a01', 'a28', 'a13', 'a19', 'a33']","['a04', 'a33', 'a25', 'a28', 'a19', 'a17', 'a22', 'a02', 'a01', 'a13']",0,words_460_470.wav,../3x10_Concatenations/3x10_no_group_mixed,"[1.75, 0.75, 0.8, 0.8, 1.6666666666666667, 0.8, 1.25, 1.0, 1.6666666666666667, 0.8571428571428571]",1.0
