speaker_id,score,input_string,PER,WER,translated_string,translated_CER,translated_WER,length_deviation_words,audio_name,audio_path,model_name
a14,[5 4 4 5 5 3 3 5 5 2],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,blokk blomst liant børste bra rå rille bro brød brors,0.10714285714285714,0.4,0,a14_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a15,[4 3 3 5 4 3 3 4 3 4],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bæl balt barn bart bjørn blad blad bleine blod,0.12,0.4,0,a15_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a15,[3 3 3 4 3 2 2 3 3 2],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,blakk blomst blyant bøste blad blad driller blod bløde bløt,0.26785714285714285,0.8,0,a15_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a16,[5 5 5 5 4 5 3 3 3 4],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bart bjørn brå bra breie blod,0.08,0.3,0,a16_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a16,[3 5 5 4 5 3 5 5 5 5],blokk blomst blyant børste bra briller bro brød bror brun,0.5068493150684932,1.0,brokk blomst blyant børste bra triller bro brød bror brun,0.03508771929824561,0.2,0,a16_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a17,[5 5 5 5 5 3 4 3 4 4],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bart bjørn blå bra bleie blod,0.04,0.1,0,a17_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a17,[3 3 4 4 5 5 3 4 3 4],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brokk blomst lient børste brå brå ruller bro brå bror,0.16071428571428573,0.5,0,a17_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a18,[3 4 4 4 4 5 5 4 4 5],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bætsj bjørn blå blå bleie blod,0.12,0.2,0,a18_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a18,[5 5 4 5 4 4 5 4 5 4],blokk blomst blyant bra brå briller bro brød bror brun,0.5068493150684932,1.0,blokk blomst liant bra bra briller bror brød bror,0.16666666666666666,0.4,-1,a18_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a19,[5 5 5 5 5 4 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bart bjørn bro,0.34,0.4,-3,a19_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a19,[3 3 3 4 4 2 5 3 5 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brokk blomst bryant børste brød brød briller brød brød,0.21428571428571427,0.6,-1,a19_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a20,[4 5 4 3 5 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bert bjørn brå bra breie brød,0.14,0.5,0,a20_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a20,[2 4 2 4 4 4 3 4 3 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brakk blomst briant børste bra brå briller bror rød bror,0.10714285714285714,0.4,0,a20_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a21,[3 5 3 4 3 5 3 3 3 3],artist bær bar barn bjørn blå blad bleie blod blokk,0.5057471264367817,1.0,artist bær barn bjørn blå blad breie blå blokk,0.13725490196078433,0.3,-1,a21_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a21,[4 3 3 4 3 2 3 3 3 4],blomst blyant børste bra brå briller bro brød bror brun,0.5068493150684932,1.0,blomst blyant børste bra bror nirer bror brør,0.2909090909090909,0.5,-2,a21_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a22,[3 5 5 3 5 3 5 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bart bjørn blå brøye bro,0.2,0.3,-1,a22_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a22,[3 3 5 3 3 5 3 5 4 4],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brokk blomst blyant børste bra brød kriller bror brød bror,0.08928571428571429,0.4,0,a22_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a23,[3 5 5 4 5 4 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bar barn bart bjørn brå bra breie ro,0.14,0.4,0,a23_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a23,[2 5 4 5 3 4 3 3 5 5],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,prakk blomst blyant børste dra brød triller bru brød bror,0.14285714285714285,0.5,0,a23_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a25,[5 3 2 4 3 4 4 3 4 2],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist,0.88,0.9,-9,a25_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a25,[5 2 4 4 3 2 2 2 3 2],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,blokk velonst blyant børste bra bra billie brød brød,0.23214285714285715,0.5,-1,a25_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a26,[4 4 3 3 3 3 3 3 3 2],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bær barn bert bjørn blå bra,0.3,0.5,-2,a26_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a26,[2 4 3 4 3 1 4 3 4 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brøkk blomst blyant børste brød brød briller brød brød bror,0.14285714285714285,0.4,0,a26_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a27,[4 5 4 4 4 3 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bær barn båts bjørn bra bra breie bro,0.22,0.6,0,a27_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a27,[2 3 3 4 5 3 4 4 5 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brøk brømst brient børste brød brød briller bro brød bror,0.21428571428571427,0.5,0,a27_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a28,[3 5 4 4 3 4 3 5 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bær barn bert bjørn blad blad breie bror,0.14,0.5,0,a28_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a28,[5 3 5 4 3 3 3 4 4 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,blokk blomst blyant børste tre bra briller bror brød bror,0.07142857142857142,0.3,0,a28_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a29,[5 4 4 5 5 4 4 5 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær barn bart bjørn blå blå,0.34,0.4,-3,a29_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a29,[5 3 3 5 4 3 3 3 4 2],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,blokk romst viant børste bla blå viller du brød bror,0.21428571428571427,0.6,0,a29_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a30,[4 5 3 3 3 3 4 4 2 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bar bar barn batt bjørn blå blå bleiere blue,0.16,0.5,0,a30_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a30,[3 4 4 4 5 3 2 5 5 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,lokk blomst rødt børste bra bra lyrer bro bra bror,0.25,0.5,0,a30_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a31,[4 4 4 5 4 5 3 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær barn bert bjørn bro bra breie bro,0.24,0.6,-1,a31_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a31,[2 5 3 5 5 3 5 5 5 5],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,frokk blomst blyant børste bra brå briller bro rød brød bror,0.10714285714285714,0.2,1,a31_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a32,[3 4 4 4 5 3 5 3 5 2],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bar bar barn bart bjørn blå bra leie bru,0.14,0.4,0,a32_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a32,[4 3 5 3 4 4 4 5 5 5],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,bløkk blomst blyant børste bra brå briller bro brød,0.10714285714285714,0.2,-1,a32_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a33,[3 4 5 5 5 3 5 5 5 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist vær bar barn bart bjørn blå blad bleie blod,0.02,0.1,0,a33_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a33,[5 3 4 5 3 4 5 4 3 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,blokk blomst blyant børste dra brå briller bro rød bror,0.03571428571428571,0.2,0,a33_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a34,[3 4 3 4 2 4 4 3 3 3],artist bær bar barn bart bjørn blå blad bleie blod,0.5057471264367817,1.0,artist bær bær barn pett bjørn blå blå breie blå,0.18,0.5,0,a34_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
a34,[2 5 5 4 3 3 3 4 3 3],blokk blomst blyant børste bra brå briller bro brød bror,0.5068493150684932,1.0,brøkk blomst blyant beste bra bra vinner brun bra bror,0.23214285714285715,0.6,0,a34_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d01,[2 5 5 5 5 5 5 4 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,barn bart bjørn blå blad bleie blokk blomst blyant,0.12280701754385964,0.1,-1,d01_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d01,[5 5 5 5 5 5 5 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d01_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d02,[3 5 5 5 5 5 5 5 5 5],artist bart bjørn blå blad bleie blokk blomst blyant børste,0.5057471264367817,1.0,akist bart bjørn blå blad bleie kan ta litt pause blokk blomst blyant børste,0.3389830508474576,0.5,4,d02_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d02,[5 4 5 5 5 5 4 5 3 5],briller bro brød bror brun bryter buss by bygge dør,0.5068493150684932,1.0,briller bro brød bror brun bryter buss by bygge dør,0.0,0.0,0,d02_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d03,[5 5 5 5 4 3 4 4 3 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå lad bleie blokk blomst blyant,0.017543859649122806,0.1,0,d03_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d03,[5 5 4 3 4 4 3 4 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro rød bror run ryter buss by bygge,0.05555555555555555,0.3,0,d03_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d04,[5 5 5 5 5 4 5 5 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d04_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d04,[5 5 5 5 4 5 3 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun ryter buss by bygge,0.018518518518518517,0.1,0,d04_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d05,[5 5 3 5 5 5 5 5 5 3],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d05_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d05,[5 5 5 5 5 5 5 3 5 5],børste briller bro brød bror brun buss by bygge dør,0.5068493150684932,1.0,børste briller bro brød bror s-brun buss s-bi bygge dør,0.09803921568627451,0.2,0,d05_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d06,[5 4 5 5 4 5 5 5 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie plukk blomst blyant,0.03508771929824561,0.1,0,d06_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d06,[5 5 5 5 4 5 5 4 5 4],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror bryter puss by bygge,0.1111111111111111,0.2,-1,d06_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d07,[5 5 5 5 5 5 5 5 4 4],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d07_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d07,[5 5 4 4 5 5 5 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d07_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d08,[5 2 4 4 4 4 3 5 3 4],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,bjørn,0.9122807017543859,0.9,-9,d08_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d08,[2 4 5 5 3 5 3 4 4 5],børste briller brød bror brun bryter buss by bygge dør,0.5068493150684932,1.0,brille stor egentlig storebror du driter,0.7037037037037037,1.0,-4,d08_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d09,[2 5 3 2 2 4 4 4 2 5],artist barn bart bjørn blå blad bleie blokk blomst børste,0.5057471264367817,1.0,bart pust og så lærer man litt blad bleie og blod børste,0.49122807017543857,0.9,2,d09_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d09,[3 5 4 3 5 5 5 5 5 5],briller bro brød brun bryter buss by bygge dør drikke,0.5068493150684932,1.0,brun brun bryter bør brygge dør drikke,0.37735849056603776,0.6,-3,d09_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d10,[3 5 5 5 5 3 5 4 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bert bjørn blå blad bleie blokk blomst blent,0.05263157894736842,0.2,0,d10_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d10,[5 5 5 5 4 5 5 5 3 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d10_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d11,[5 5 4 5 1 3 5 2 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blad bleie bukk blomst blyant,0.10526315789473684,0.2,-1,d11_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d11,[5 5 5 5 3 4 5 4 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bruer brun briter buss b bygge,0.07407407407407407,0.3,0,d11_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d12,[5 5 4 5 5 5 5 4 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d12_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d12,[4 5 5 5 3 5 4 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d12_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d13,[5 2 5 5 5 5 5 4 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie lokk blomst blyant,0.017543859649122806,0.1,0,d13_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d13,[3 5 5 4 5 5 4 5 3 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d13_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d14,[5 4 3 5 5 4 4 4 3 4],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist born bjørn blå blad breie blokk blomst blyant,0.12280701754385964,0.3,-1,d14_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d14,[5 2 3 4 3 3 2 5 5 4],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste bili bio bio biun bidi buss by bygge,0.3333333333333333,0.6,-1,d14_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d15,[5 5 5 4 5 5 5 5 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d15_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d15,[5 5 5 5 4 4 5 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d15_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d16,[5 5 5 5 5 5 5 5 5 4],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d16_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d16,[4 5 5 5 5 5 5 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d16_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d17,[4 5 5 5 5 5 4 5 5 4],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d17_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d17,[4 5 4 5 4 5 5 5 5 5],børste briller bro brød bror brun bryter buss by bygge,0.5068493150684932,1.0,børste briller bro brød bror brun bryter buss by bygge,0.0,0.0,0,d17_words_10_20.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
d18,[5 3 5 5 5 5 5 5 5 5],artist barn bart bjørn blå blad bleie blokk blomst blyant,0.5057471264367817,1.0,artist barn bart bjørn blå blad bleie blokk blomst blyant,0.0,0.0,0,d18_words_0_10.wav,../3x10_Concatenations/3x10_id_sorted,NNL-medium
