score,input_string,translated_string,translated_CER,translated_WER,PER,WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path,model_name
3,by gartner kurv bror skjære trykk hylle rike klappe øre,cinke brut sharn ljus snow blåstey tjør bloms tjør børst,0.8727272727272727,1.0,0.08641975308641975,0.4,"['a17', 'a08', 'a21', 'a22', 'a19', 'a26', 'a15', 'a06', 'a27']","['a21', 'a22', 'a17', 'a27', 'a15', 'a26', 'a08', 'a15', 'a19', 'a06']",0,words_0_10.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,flette torne frø bleie svømme grave kvart sur fort klappe,sive sølg gjørene gjellis til deg plante for å lite prøv sjønn drik,0.9122807017543859,1.3,0.1917808219178082,0.9,"['a30', 'a09', 'a32', 'a22', 'a18', 'a01', 'a28', 'a13', 'a08']","['a28', 'a28', 'a01', 'a13', 'a18', 'a08', 'a32', 'a30', 'a22', 'a09']",3,words_10_20.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,dyne kjerne buss plystre krykke fugl tjern drikke brød sykkel,grittet blame fortit bro glenn inns medrun turen gyr skive,0.8032786885245902,1.0,0.3493975903614458,1.0,"['a04', 'a02', 'a03', 'a09', 'a29', 'a05', 'a08', 'a06', 'a15']","['a02', 'a03', 'a15', 'a15', 'a08', 'a04', 'a09', 'a29', 'a06', 'a05']",0,words_20_30.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,tær sjø enhjørning korn snørr klone glad svart flette rød,skikkeyt gjøvl grøvr skålka køkki pul skj sner lule,0.7894736842105263,1.0,0.4074074074074074,1.0,"['a20', 'a02', 'a14', 'a34', 'a29', 'a28', 'a13', 'a15']","['a15', 'a02', 'a28', 'a15', 'a29', 'a15', 'a34', 'a13', 'a14', 'a20']",-1,words_30_40.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,bjørn troll by kvart munn lyn lyn port plaster fregner,hund fakset helt bjø ball breiter bjø kyrf,0.7592592592592593,1.0,0.5057471264367817,1.0,"['d19', 'a30', 'a04', 'd12', 'd16', 'a32', 'a29', 'a16', 'a13', 'a06']","['a30', 'a13', 'd19', 'd12', 'a04', 'a29', 'a16', 'a06', 'd16', 'a32']",-2,words_40_50.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,fort pute gutt blå smart svære skive klar flakse svømme,triller hiller see huske tinen begræ dyrild justi schwemme svart,0.9272727272727272,1.0,0.02197802197802198,0.2,"['d19', 'a30', 'a09', 'a14', 'd01', 'a16', 'a11', 'a22', 'a08']","['d19', 'a30', 'a08', 'a11', 'a14', 'a22', 'a16', 'a30', 'a09', 'd01']",0,words_50_60.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,klem rød hund korn lytte krone bleie briller klappe smør,gå søts torne beige bra dinn skj klikke klikke blå klikke,0.8214285714285714,1.1,0.21839080459770116,0.9,"['a20', 'a22', 'a07', 'a01', 'a26', 'a05', 'a15', 'd09']","['d09', 'a26', 'a01', 'a26', 'a07', 'a05', 'a20', 'a22', 'a01', 'a15']",1,words_60_70.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,kjerne ryke blokk glør dykke fjorten hund hjerte skjerf tralle,svart ekkun gønne her tor lålke løp john lyr vara grim,0.7741935483870968,1.1,0.30158730158730157,1.0,"['a20', 'a32', 'a10', 'a16', 'a21', 'a11', 'a28', 'a33']","['a11', 'a20', 'a16', 'a10', 'a28', 'a33', 'a21', 'a21', 'a10', 'a32']",1,words_70_80.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,turn ski øre svart drops skjema brå trille krakk gutt,grøy karappet stupet skjøttet trillet duet skjitten trøy blirjon,0.9433962264150944,1.0,0.4235294117647059,1.0,"['a04', 'a09', 'a29', 'a07', 'a25', 'a28', 'a15']","['a04', 'a09', 'a07', 'a04', 'a25', 'a28', 'a28', 'a29', 'a15', 'a15']",-1,words_80_90.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,blyant horn trylle glør krabbe pute garn glitter krone myr,støy føl søkkel tyrich søt frikt blul stjorpet tona sier brul,0.8793103448275862,1.1,0.5068493150684932,1.0,"['a02', 'a31', 'a21', 'a23', 'a26', 'a19', 'd08']","['a31', 'a21', 'a26', 'a23', 'd08', 'a21', 'a19', 'a02', 'a21', 'a26']",1,words_90_100.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,flue sjakk klar garn glør løpe søle krykke tralle søster,kronne for dit stark skikkeyt kål nå bred stål beljent høykom,0.875,1.1,0.21978021978021978,0.8,"['d04', 'a14', 'a31', 'a21', 'a22', 'a01', 'a26', 'a27']","['a27', 'a21', 'a31', 'a22', 'd04', 'a26', 'a01', 'a14', 'a31', 'a14']",1,words_100_110.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,barn stjerne artist flue garn krykke søster smør plante skjørt,sør dør drop fri knad hitta traske shari kjøn,0.6935483870967742,1.0,0.34177215189873417,1.0,"['a09', 'a10', 'a16', 'a21', 'a22', 'a07', 'a29', 'a19', 'd08']","['a07', 'a19', 'a09', 'a16', 'a10', 'a21', 'a22', 'a29', 'd08', 'a21']",-1,words_110_120.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,svare bror klo artist drue klær barn frø stjerne trille,45 turn skulde fraksø bart littere littere tuna,0.7272727272727273,1.0,0.42028985507246375,1.0,"['a30', 'a32', 'a31', 'a22', 'a11', 'a28', 'a33']","['a28', 'a30', 'a22', 'a32', 'a11', 'a28', 'a30', 'a33', 'a31', 'a30']",-2,words_120_130.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,skjære sju krone tær pluss lue glorie knær grå svære,skjørr skjørr kralet sinket kål list kvarn shit klanet kyrv,0.7884615384615384,1.0,0.5068493150684932,1.0,"['d05', 'a02', 'a32', 'a07', 'a26', 'a28', 'd18', 'a15']","['d18', 'a28', 'a07', 'a32', 'd18', 'a02', 'd05', 'a15', 'a15', 'a26']",0,words_130_140.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,drue karneval søt blomst pære skjørt hjerne sylte kart munn,kyrak litte bar sputs pros kagen fraske frakset hilde dår,0.7627118644067796,1.0,0.2727272727272727,1.0,"['a17', 'a21', 'a25', 'a19', 'a12', 'a05', 'a08', 'a15']","['a17', 'a17', 'a25', 'a08', 'a21', 'a12', 'a05', 'a19', 'a15', 'a15']",0,words_140_150.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,dør plaster grave prins glør trylle sølv bleie flakse sport,frøtte sær blatt sjyl grøn krean sortevel stene,0.711864406779661,1.0,0.30864197530864196,1.0,"['d10', 'a34', 'a10', 'a29', 'a16', 'a13', 'a15', 'a06', 'a27']","['a15', 'a16', 'a10', 'a29', 'd10', 'a29', 'a06', 'a27', 'a13', 'a34']",-2,words_150_160.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,blomst synge kjerne hjort trylle trapp klappe ni krakk syr,hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel hel,14.96551724137931,22.2,0.4175824175824176,1.0,"['a02', 'a10', 'a21', 'a29', 'a12', 'a18', 'a08', 'a28', 'a05', 'a15']","['a02', 'a15', 'a10', 'a05', 'a12', 'a28', 'a08', 'a21', 'a18', 'a29']",212,words_160_170.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,sylte kurv syl kurv dyne tjern pute enhjørning krone prins,karne brad gyris sestyn sfart skitten gakka lekker brad kral,0.8103448275862069,1.0,0.5068493150684932,1.0,"['a32', 'd10', 'a31', 'a34', 'a16', 'a01', 'd18', 'a08']","['a34', 'a01', 'a31', 'd10', 'a01', 'a08', 'a32', 'a08', 'a16', 'd18']",0,words_170_180.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,hus terning horn barn flue glør hus pluss kurv søt,lin blomst jan vi er ikke det litt bare kroppet bra bra,0.9,1.2,0.23529411764705882,1.0,"['d19', 'd02', 'a17', 'd01', 'a10', 'a22', 'a11', 'a05', 'a06']","['a11', 'a10', 'd01', 'a22', 'a22', 'a05', 'a06', 'a17', 'd19', 'd02']",2,words_180_190.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,skøyter lytte fjorten blokk klone gartner ekorn sky grave løpe,arter boll kyrf øggen fri gullen brok grøn løn ti opp,0.7258064516129032,1.1,0.3287671232876712,1.0,"['a09', 'a32', 'a31', 'd11', 'a01', 'a26', 'a28', 'd18']","['a28', 'd11', 'a09', 'a01', 'a31', 'a26', 'a28', 'd18', 'a09', 'a32']",1,words_190_200.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,briller hjort ku tjern sport trikk port skitten dyne turn,miske og sjvade føl jære bart klippet shater irra jævde,0.7192982456140351,1.0,0.4246575342465753,1.0,"['a04', 'a14', 'd06', 'a10', 'a22', 'a25', 'a07', 'a12', 'a13']","['a14', 'a04', 'a25', 'a10', 'a25', 'a22', 'a07', 'a13', 'a12', 'd06']",0,words_200_210.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,by drikke by skjære hus synge bro krykke fjorten horn,ius bryjant svar sik gloria kjøn tøn finge forditt prøs,0.8301886792452831,1.0,0.5064935064935064,1.0,"['d19', 'a09', 'a02', 'a31', 'a23', 'a22', 'a19', 'a12', 'a08']","['a19', 'a31', 'a09', 'd19', 'a08', 'a12', 'a12', 'a22', 'a02', 'a23']",0,words_210_220.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,sulte port ryke kropp by nøkkel krykke bart blå brød,grøy godt drur grur kyrf findel floske please godtne gjørne,0.8076923076923077,1.0,0.20224719101123595,1.0,"['a04', 'a23', 'a25', 'a12', 'a01', 'a28', 'a13', 'd03', 'a27']","['a23', 'a23', 'a28', 'a27', 'a01', 'a25', 'a12', 'a04', 'a13', 'd03']",0,words_220_230.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,krone hjort bjørn gris skive skilpadde bjørn glis ørn jus,kremet høyt grud jøn støvret grøv sjema kyr kjennen lys,0.7368421052631579,1.0,0.3493975903614458,1.0,"['a03', 'a32', 'a23', 'a25', 'a26', 'a13', 'a08', 'd09']","['a03', 'a25', 'a32', 'a32', 'a23', 'a08', 'a13', 'a26', 'd09', 'a23']",0,words_230_240.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,brå bleie klappe klappe sølv stupe flaske tær støvel tynn,smart blomst oj mik krav smikke røy den den den kortid,0.7894736842105263,1.1,0.4084507042253521,1.0,"['a30', 'a20', 'a03', 'a32', 'a34', 'a21', 'a07', 'a01', 'a26']","['a21', 'a01', 'a30', 'a03', 'a26', 'a32', 'a20', 'a34', 'a07', 'a21']",1,words_240_250.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,klappe glør kart fort ski kjerne krykke løve hjerte smart,sport sport kro forten grekk skulle gd a shitten treme ja bi,0.7543859649122807,1.2,0.5068493150684932,1.0,"['d12', 'a09', 'a14', 'a32', 'a29', 'a11', 'a25', 'a08', 'd09', 'a06']","['a29', 'a08', 'a11', 'a25', 'a06', 'a14', 'a32', 'd12', 'a09', 'd09']",2,words_250_260.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,karneval trille stupe stjerne erter internett horn lærer kropp ryke,søl dra skitten korn og var burt prins trille trøven kjenn burt,0.7761194029850746,1.2,0.18181818181818182,0.7,"['a17', 'a02', 'a09', 'a32', 'd10', 'a16', 'a11', 'd11', 'a01', 'a27']","['a32', 'a16', 'a11', 'a09', 'a02', 'a01', 'd11', 'a27', 'd10', 'a17']",2,words_260_270.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
3,ødelagt blod stjerne hund sky start briller bart hytte smart,blomst svart skjern løven hun løn blittet gult gult gult trepp,0.7333333333333333,1.1,0.34177215189873417,1.0,"['a30', 'd05', 'a09', 'a02', 'a03', 'a21', 'a07', 'a26', 'a05', 'd09']","['a09', 'a30', 'a07', 'd05', 'a02', 'a05', 'd09', 'a26', 'a03', 'a21']",1,words_270_280.wav,../3x10_Concatenations/3x10_score_3_mixed,Base
4,dykke mur skjære internett dør torne frakk ødelagt sulte kjerne,siden flaj smitt bro trelle bra sorte ekkon stupe kjørt,0.7142857142857143,1.0,0.43529411764705883,1.0,"['a30', 'a17', 'd04', 'a03', 'a32', 'a34', 'a23', 'a28', 'a15', 'd03']","['a34', 'a30', 'a32', 'a23', 'a17', 'd04', 'a03', 'a15', 'a28', 'd03']",0,words_0_10.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,sjiraff drue stær tjern grå karneval grave søppel skøyter søle,stupe fattelt selv breider kjære ni huske go forts gitties,0.7580645161290323,1.0,0.5056179775280899,1.0,"['a17', 'a26', 'a20', 'd04', 'd01', 'a23', 'd11', 'a18', 'a08', 'a19']","['a18', 'a08', 'a23', 'a17', 'a19', 'd04', 'a20', 'd01', 'a26', 'd11']",0,words_10_20.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,frakk grave bro hjort prins tær start sjiraff krakk svære,dør lets kjøp ser du port er korn tjøp kjøv start shingt,0.7894736842105263,1.2,0.20689655172413793,0.9,"['d02', 'a09', 'a03', 'd07', 'a10', 'a11', 'a26', 'a19', 'a06', 'a27']","['a09', 'd02', 'a11', 'a06', 'a26', 'a19', 'a10', 'a03', 'd07', 'a27']",2,words_20_30.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,blokk flue koffert pute premie sølv klappe mus blad syl,sink stulter trik beror gjørne flue sport lund kund grøde,0.8363636363636363,1.0,0.3563218390804598,1.0,"['a30', 'd10', 'd06', 'd01', 'd15', 'a19', 'a18', 'a15', 'd08', 'a06']","['d10', 'a30', 'a15', 'a06', 'd06', 'a18', 'd01', 'd15', 'd08', 'a19']",0,words_30_40.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,mus garn ørn bygge glorie knær lyn sjiraff sulte stjerne,stunke svarlig det er det det er skjørt någ fy pedins grøn mekken gvis,0.9642857142857143,1.4,0.4470588235294118,1.0,"['a20', 'a02', 'a14', 'd06', 'd17', 'a34', 'a23', 'a25', 'a26', 'a27']","['a23', 'a26', 'd17', 'd06', 'a02', 'a14', 'a27', 'a20', 'a25', 'a34']",4,words_40_50.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,støvel drue erter lytte by gris skjørt glis kjerne trylle,frukut kjøm og klært snir pis svammel ja sjære kjøk trulle,0.7543859649122807,1.1,0.5072463768115942,1.0,"['d12', 'a20', 'a14', 'a31', 'd15', 'a07', 'a25', 'a26', 'a05', 'a15']","['a26', 'a20', 'd15', 'a14', 'a07', 'a25', 'a05', 'a15', 'a31', 'd12']",1,words_50_60.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,stupe hjørne kort øre ødelagt børste lys frø tårn internett,skik fartid fly cykel hilde drikke trille friøten gjør jeg den glas,0.8983050847457628,1.2,0.08641975308641975,0.4,"['a04', 'a03', 'a31', 'a29', 'a16', 'a23', 'a05', 'a08', 'd09']","['a31', 'a03', 'a08', 'a23', 'd09', 'a05', 'a29', 'a03', 'a16', 'a04']",2,words_60_70.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,skip hylle sky smerte tjern svart svømme rund erter sulte,40 internet fyr af flasket juk frø fyr bry iran løfe,0.8070175438596491,1.1,0.1917808219178082,0.9,"['a17', 'a20', 'd16', 'd14', 'a25', 'a33', 'a28', 'd08', 'a06', 'a27']","['a28', 'd08', 'a06', 'a25', 'a27', 'd16', 'd14', 'a33', 'a17', 'a20']",1,words_70_80.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,ekorn blomst kort sverd fregner kropp lue hjørne bror jern,hysk kiske lytte gort lørre fjul kjømmer ianne kjøn frul,0.7758620689655172,1.0,0.3493975903614458,1.0,"['a17', 'a20', 'a09', 'a03', 'd11', 'a18', 'a26', 'd03']","['d03', 'a26', 'd11', 'a26', 'a18', 'a09', 'a17', 'a18', 'a03', 'a20']",0,words_80_90.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,sil port kart skjerf dykke krone løpe bygge troll krabbe,lige glitter er det høyt gjørte forkid ja sørt gyt sjul,0.8392857142857143,1.1,0.4074074074074074,1.0,"['a20', 'a03', 'a14', 'a32', 'd01', 'a23', 'a11', 'a25', 'a26', 'a05']","['a25', 'a05', 'a23', 'a32', 'a11', 'a14', 'd01', 'a26', 'a03', 'a20']",1,words_90_100.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,fugl korn grave ski blå flue ødelagt flue dyne fort,rikker kron inna stris syltte jørk sikkel shootte gris hvordan man,0.9607843137254902,1.1,0.5057471264367817,1.0,"['a17', 'a03', 'a34', 'a29', 'd15', 'a21', 'a12', 'a01', 'd08']","['d15', 'a12', 'a21', 'a34', 'a17', 'd08', 'a29', 'a01', 'a03', 'a03']",1,words_100_110.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,lytte brå smart lys myr flaske sykkel løpe hus lyn,gjøn grøy sik sik kofi grøy grøy grøy grøy køy sjert av,0.92,1.2,0.02197802197802198,0.2,"['a04', 'a03', 'a32', 'a31', 'a10', 'a21', 'a22', 'a15']","['a21', 'a32', 'a31', 'a10', 'a22', 'a15', 'a03', 'a04', 'a15', 'a15']",2,words_110_120.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,pære tjern skilpadde enhjørning smart flaske drikke trykk kikkert snø,barn barn krikke go for it fartid hur er du jeg må se dem frøy kulf lite,0.8260869565217391,1.7,0.21839080459770116,0.9,"['a17', 'a04', 'a16', 'a10', 'a22', 'a26', 'd03', 'a27']","['a16', 'd03', 'a27', 'a22', 'a17', 'a26', 'a04', 'a17', 'a22', 'a10']",7,words_120_130.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,pære pluss trylle skilpadde ku bro stupe sulte trikk drops,krabbe kart chjane sjør gynne flue sød sviter vindun toen,0.7931034482758621,1.0,0.30158730158730157,1.0,"['a04', 'd16', 'a31', 'a21', 'a18', 'a19', 'a27']","['a18', 'd16', 'a04', 'a18', 'a19', 'a04', 'a21', 'a31', 'a27', 'd16']",0,words_130_140.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,skip fregner munn tjern lue enhjørning koffert hjørne drue brød,bare smikke skjør fortid lin klokk kloster furt løpet,0.7936507936507936,1.0,0.4235294117647059,1.0,"['a30', 'a04', 'd04', 'd06', 'd01', 'a34', 'a01', 'a28', 'a27']","['d06', 'a28', 'd04', 'd01', 'a27', 'a01', 'a34', 'a28', 'a30', 'a04']",-1,words_140_150.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,smerte blokk løpe svære blå mus karneval blomst smør frakk,tror barn kan i valg lys far shun brun bittel lys,0.7586206896551724,1.1,0.5068493150684932,1.0,"['d02', 'd12', 'a26', 'd07', 'd14', 'a01', 'a18', 'd03', 'a06', 'a27']","['d03', 'd12', 'a27', 'a18', 'a01', 'd02', 'd14', 'd07', 'a26', 'a06']",1,words_150_160.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,stjerne ku skjorte karneval brun sport tjern planke løpe søppel,plante premie bar dul barn kjøyster sjøk jjort mjør skjæren,0.7619047619047619,1.0,0.21978021978021978,0.8,"['d19', 'a30', 'a20', 'd18', 'a16', 'd13', 'a05', 'd08', 'a27']","['a05', 'a30', 'd13', 'a27', 'a20', 'd18', 'a16', 'd19', 'd08', 'a20']",0,words_160_170.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,sju blokk fortau skitten nøkkel sport karneval trylle krykke sølv,kantonne gjør bror grøm fræk lund bløk tror og glatt,0.8615384615384616,1.0,0.34177215189873417,1.0,"['d12', 'd04', 'a03', 'd10', 'a16', 'a11', 'd11', 'a19', 'a06']","['a03', 'a06', 'd04', 'd12', 'd10', 'a11', 'd10', 'd11', 'a16', 'a19']",0,words_170_180.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,søster løpe sjø blokk flette snørr dykke torne børste skive,rur skulder litt søre løpet bostell anyarning lise hitt sultet,0.7966101694915254,1.0,0.42028985507246375,1.0,"['a17', 'a04', 'a20', 'a03', 'a34', 'd17', 'd14', 'a05', 'a19']","['a17', 'a03', 'a17', 'd14', 'a05', 'a34', 'a04', 'a20', 'd17', 'a19']",0,words_180_190.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,børste tårn skilpadde snø sjakk ørn ni løpe karneval plante,kjø svennene troll nørkkel tøril stype bra litte foto kjø,0.8135593220338984,1.0,0.5068493150684932,1.0,"['d19', 'a30', 'a17', 'a09', 'a14', 'd07', 'a16', 'a23', 'a22', 'a25']","['a16', 'd19', 'a09', 'd07', 'a17', 'a23', 'a14', 'a25', 'a22', 'a30']",0,words_190_200.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,barn tårn fort skjema sølv turn tralle tralle rike kjerne,lys bats kyraf naker snur svert hvort sjæret svert lys,0.8070175438596491,1.0,0.2727272727272727,1.0,"['a09', 'd04', 'a14', 'a32', 'd06', 'a34', 'a23', 'a26', 'a28', 'a27']","['d06', 'a28', 'a23', 'a09', 'a14', 'a27', 'd04', 'a34', 'a26', 'a32']",0,words_200_210.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
